Geneid	HISAT2 on data 18 and data 1: aligned reads (BAM)
AFUB_000010	106
AFUB_000020	193
AFUB_000030	16
AFUB_000040	355
AFUB_000050	0
AFUB_000060	0
AFUB_000070	0
AFUB_000080	8
AFUB_000090	6
AFUB_000100	31
AFUB_000110	990
AFUB_000120	13
AFUB_000130	7
AFUB_000140	31
AFUB_000150	30
AFUB_000160	2
AFUB_000170	0
AFUB_000180	0
AFUB_000190	0
AFUB_000200	0
AFUB_000210	6
AFUB_000220	2
AFUB_000230	5
AFUB_000240	826
AFUB_000250	43
AFUB_000260	63
AFUB_000270	35
AFUB_000280	98
AFUB_000290	28
AFUB_000300	104
AFUB_000310	457
AFUB_000320	13
AFUB_000330	1
AFUB_000340	22431
AFUB_000350	298
AFUB_000360	56
AFUB_000370	55
AFUB_000380	75
AFUB_000390	702
AFUB_000400	748
AFUB_000410	6978
AFUB_000420	8917
AFUB_000430	2427
AFUB_000440	1400
AFUB_000450	5602
AFUB_000460	1135
AFUB_000470	1789
AFUB_000480	139
AFUB_000490	2974
AFUB_000500	4433
AFUB_000510	1955
AFUB_000520	801
AFUB_000530	8899
AFUB_000540	831
AFUB_000550	2050
AFUB_000560	964
AFUB_000570	1328
AFUB_000580	2276
AFUB_000590	285
AFUB_000600	310
AFUB_000610	231
AFUB_000620	989
AFUB_000630	11669
AFUB_000640	32
AFUB_000650	876
AFUB_000660	7853
AFUB_000670	193
AFUB_000680	0
AFUB_000690	4041
AFUB_000700	482
AFUB_000710	20
AFUB_000720	7
AFUB_000730	143
AFUB_000740	2
AFUB_000750	9
AFUB_000760	7
AFUB_000770	0
AFUB_000780	6
AFUB_000790	4
AFUB_000800	3
AFUB_000810	7
AFUB_000820	14
AFUB_000830	2
AFUB_000840	371
AFUB_000850	689
AFUB_000860	427
AFUB_000870	17
AFUB_000880	5172
AFUB_000890	77
AFUB_000900	182
AFUB_000910	61
AFUB_000920	107
AFUB_000930	616
AFUB_000940	1013
AFUB_000950	73
AFUB_000960	645
AFUB_000970	109
AFUB_000980	258
AFUB_000990	16076
AFUB_001000	491
AFUB_001010	50
AFUB_001020	26
AFUB_001030	8
AFUB_001040	48
AFUB_001050	12242
AFUB_001060	2417
AFUB_001070	9980
AFUB_001080	7671
AFUB_001090	0
AFUB_001100	3882
AFUB_001110	2914
AFUB_001120	20
AFUB_001130	8
AFUB_001140	2233
AFUB_001150	124
AFUB_001160	112
AFUB_001170	393
AFUB_001180	2649
AFUB_001190	23981
AFUB_001200	10801
AFUB_001210	1214
AFUB_001220	733
AFUB_001230	1896
AFUB_001240	0
AFUB_001250	4895
AFUB_001260	1609
AFUB_001270	4
AFUB_001280	83
AFUB_001290	2331
AFUB_001300	741
AFUB_001310	1870
AFUB_001320	5735
AFUB_001330	3364
AFUB_001340	22357
AFUB_001350	476
AFUB_001360	25
AFUB_001370	2984
AFUB_001380	0
AFUB_001390	1
