Geneid	HISAT2 on data 172 and data 1: aligned reads (BAM)
AFUB_000010	106
AFUB_000020	228
AFUB_000030	12
AFUB_000040	373
AFUB_000050	0
AFUB_000060	2
AFUB_000070	2
AFUB_000080	2
AFUB_000090	0
AFUB_000100	49
AFUB_000110	1385
AFUB_000120	41
AFUB_000130	10
AFUB_000140	41
AFUB_000150	37
AFUB_000160	2
AFUB_000170	0
AFUB_000180	0
AFUB_000190	0
AFUB_000200	0
AFUB_000210	3
AFUB_000220	0
AFUB_000230	6
AFUB_000240	783
AFUB_000250	43
AFUB_000260	64
AFUB_000270	41
AFUB_000280	132
AFUB_000290	57
AFUB_000300	142
AFUB_000310	702
AFUB_000320	27
AFUB_000330	21
AFUB_000340	30421
AFUB_000350	610
AFUB_000360	51
AFUB_000370	96
AFUB_000380	643
AFUB_000390	1126
AFUB_000400	1003
AFUB_000410	6285
AFUB_000420	8869
AFUB_000430	3114
AFUB_000440	2098
AFUB_000450	6805
AFUB_000460	1061
AFUB_000470	3707
AFUB_000480	178
AFUB_000490	2676
AFUB_000500	4677
AFUB_000510	2494
AFUB_000520	1206
AFUB_000530	10525
AFUB_000540	1176
AFUB_000550	2690
AFUB_000560	876
AFUB_000570	1738
AFUB_000580	2469
AFUB_000590	295
AFUB_000600	349
AFUB_000610	262
AFUB_000620	1703
AFUB_000630	16138
AFUB_000640	34
AFUB_000650	1035
AFUB_000660	9462
AFUB_000670	154
AFUB_000680	0
AFUB_000690	4317
AFUB_000700	566
AFUB_000710	34
AFUB_000720	8
AFUB_000730	156
AFUB_000740	2
AFUB_000750	14
AFUB_000760	4
AFUB_000770	4
AFUB_000780	9
AFUB_000790	2
AFUB_000800	0
AFUB_000810	10
AFUB_000820	16
AFUB_000830	6
AFUB_000840	531
AFUB_000850	727
AFUB_000860	414
AFUB_000870	58
AFUB_000880	3888
AFUB_000890	54
AFUB_000900	231
AFUB_000910	180
AFUB_000920	225
AFUB_000930	1073
AFUB_000940	2634
AFUB_000950	84
