Geneid	HISAT2 on data 74 and data 1: aligned reads (BAM)
AFUB_000010	61
AFUB_000020	148
AFUB_000030	25
AFUB_000040	379
AFUB_000050	2
AFUB_000060	2
AFUB_000070	0
AFUB_000080	10
AFUB_000090	17
AFUB_000100	107
AFUB_000110	1995
AFUB_000120	54
AFUB_000130	21
AFUB_000140	33
AFUB_000150	6
AFUB_000160	4
AFUB_000170	2
AFUB_000180	0
AFUB_000190	4
AFUB_000200	2
AFUB_000210	6
AFUB_000220	0
AFUB_000230	2
AFUB_000240	796
AFUB_000250	43
AFUB_000260	27
AFUB_000270	22
AFUB_000280	77
AFUB_000290	27
AFUB_000300	71
AFUB_000310	282
AFUB_000320	13
AFUB_000330	29
AFUB_000340	6566
AFUB_000350	373
AFUB_000360	87
AFUB_000370	37
AFUB_000380	53
AFUB_000390	1073
AFUB_000400	664
AFUB_000410	3706
AFUB_000420	2643
AFUB_000430	2255
AFUB_000440	1573
AFUB_000450	4584
AFUB_000460	935
AFUB_000470	2056
AFUB_000480	127
AFUB_000490	5229
AFUB_000500	4043
AFUB_000510	1826
AFUB_000520	984
AFUB_000530	10318
AFUB_000540	1019
AFUB_000550	1712
AFUB_000560	978
AFUB_000570	1355
AFUB_000580	2131
AFUB_000590	301
AFUB_000600	324
AFUB_000610	268
AFUB_000620	1065
AFUB_000630	16818
AFUB_000640	33
AFUB_000650	911
AFUB_000660	12363
AFUB_000670	237
AFUB_000680	0
AFUB_000690	2222
AFUB_000700	346
AFUB_000710	40
AFUB_000720	4
AFUB_000730	86
AFUB_000740	1
AFUB_000750	14
AFUB_000760	14
AFUB_000770	8
AFUB_000780	18
AFUB_000790	1
AFUB_000800	0
AFUB_000810	15
AFUB_000820	47
AFUB_000830	10
AFUB_000840	500
AFUB_000850	837
AFUB_000860	471
AFUB_000870	22
AFUB_000880	3191
AFUB_000890	57
AFUB_000900	54
AFUB_000910	6
AFUB_000920	220
AFUB_000930	1037
AFUB_000940	2195
AFUB_000950	60
AFUB_000960	644
AFUB_000970	169
AFUB_000980	524
AFUB_000990	915
AFUB_001000	125
AFUB_001010	7
AFUB_001020	13
AFUB_001030	6
AFUB_001040	44
AFUB_001050	11434
AFUB_001060	2205
AFUB_001070	11277
AFUB_001080	5771
AFUB_001090	0
AFUB_001100	5526
AFUB_001110	2643
AFUB_001120	66
AFUB_001130	10
AFUB_001140	4047
AFUB_001150	65
AFUB_001160	112
AFUB_001170	578
AFUB_001180	6089
AFUB_001190	53519
AFUB_001200	6719
AFUB_001210	2200
AFUB_001220	618
AFUB_001230	1798
AFUB_001240	0
AFUB_001250	5814
AFUB_001260	7921
AFUB_001270	8
AFUB_001280	79
AFUB_001290	1427
AFUB_001300	434
AFUB_001310	5260
AFUB_001320	5716
AFUB_001330	3557
AFUB_001340	24625
AFUB_001350	623
AFUB_001360	243
AFUB_001370	3409
AFUB_001380	1
AFUB_001390	0
AFUB_001400	18599
AFUB_001410	2661
AFUB_001420	1281
AFUB_001430	997
AFUB_001440	2271
AFUB_001450	49
AFUB_001460	1473
AFUB_001470	25508
AFUB_001480	3310
AFUB_001490	400
AFUB_001500	101
AFUB_001510	5465
AFUB_001520	23133
AFUB_001530	950
AFUB_001540	1433
AFUB_001550	3490
AFUB_001560	2912
AFUB_001570	6029
AFUB_001580	1989
AFUB_001590	988
AFUB_001600	841
AFUB_001610	735
AFUB_001620	2435
AFUB_001630	1369
AFUB_001640	8253
AFUB_001650	297
AFUB_001660	897
AFUB_001670	792
AFUB_001680	120
AFUB_001690	2817
AFUB_001700	6480
AFUB_001710	996
AFUB_001720	3940
AFUB_001730	404
AFUB_001740	343
AFUB_001750	70429
AFUB_001760	8021
AFUB_001770	1827
AFUB_001780	3209
AFUB_001790	7431
AFUB_001800	462
AFUB_001810	110521
AFUB_001820	2042
AFUB_001830	1865
AFUB_001840	1099
AFUB_001850	2130
AFUB_001860	561
AFUB_001870	2699
AFUB_001880	3415
AFUB_001890	3517
AFUB_001900	9044
AFUB_001910	27
AFUB_001920	487
AFUB_001930	586
AFUB_001940	4668
AFUB_001950	1265
AFUB_001960	819
AFUB_001970	191
AFUB_001980	27
AFUB_001990	769
AFUB_002000	2388
AFUB_002010	318
AFUB_002020	424
AFUB_002030	267
AFUB_002040	3074
AFUB_002050	256
AFUB_002060	248
AFUB_002070	179
AFUB_002080	562
AFUB_002090	1661
AFUB_002100	559
AFUB_002110	10
AFUB_002120	10463
AFUB_002130	59
AFUB_002140	12982
AFUB_002150	1476
AFUB_002160	3004
AFUB_002170	231
AFUB_002180	374
AFUB_002190	664
AFUB_002200	26
AFUB_002210	6
AFUB_002220	0
AFUB_002230	886
AFUB_002240	1084
AFUB_002250	610
AFUB_002260	2153
AFUB_002270	39
AFUB_002280	19
AFUB_002290	1102
AFUB_002300	34
AFUB_002310	25
AFUB_002320	1473
AFUB_002330	1172
AFUB_002340	1694
AFUB_002350	2362
AFUB_002360	29
AFUB_002370	4067
AFUB_002380	110
AFUB_002390	5303
AFUB_002400	1038
AFUB_002410	50437
AFUB_002420	319
AFUB_002430	2058
AFUB_002440	52
AFUB_002450	29412
AFUB_002460	758
AFUB_002470	464
AFUB_002480	111
AFUB_002490	5264
AFUB_002500	707
AFUB_002510	2855
AFUB_002520	3190
AFUB_002530	7295
AFUB_002540	1319
AFUB_002550	1687
AFUB_002560	1243
AFUB_002570	5098
AFUB_002580	559
AFUB_002590	9605
AFUB_002600	308
AFUB_002610	13
AFUB_002620	4
AFUB_002630	0
AFUB_002640	0
AFUB_002650	6
AFUB_002660	2624
AFUB_002670	471
AFUB_002680	15691
AFUB_002690	2
AFUB_002700	0
AFUB_002710	23
AFUB_002720	632
AFUB_002730	2922
AFUB_002740	444
AFUB_002750	198
AFUB_002760	146
AFUB_002770	38
AFUB_002780	1453
AFUB_002790	1932
AFUB_002800	6518
AFUB_002810	1788
AFUB_002820	1297
AFUB_002830	367
AFUB_002840	927
AFUB_002850	4845
AFUB_002860	68
AFUB_002870	1606
AFUB_002880	950
AFUB_002890	3641
AFUB_002900	1
AFUB_002910	284
AFUB_002920	4653
AFUB_002930	46602
AFUB_002940	348
AFUB_002950	8727
AFUB_002960	1877
AFUB_002970	5150
AFUB_002980	4931
AFUB_002990	4143
AFUB_003000	1501
AFUB_003010	13183
AFUB_003020	0
AFUB_003030	0
AFUB_003040	1094
AFUB_003050	262
AFUB_003060	11
AFUB_003070	5133
AFUB_003080	3176
AFUB_003090	338
AFUB_003100	1982
AFUB_003110	1105
AFUB_003120	2756
AFUB_003130	2
AFUB_003140	0
AFUB_003150	4823
AFUB_003160	69
AFUB_003170	780
AFUB_003180	117
AFUB_003190	570
AFUB_003200	512
AFUB_003210	2763
AFUB_003220	3590
AFUB_003230	277
AFUB_003240	45
AFUB_003250	1886
AFUB_003260	403
AFUB_003270	990
AFUB_003280	968
AFUB_003290	4133
AFUB_003300	1862
AFUB_003310	1410
AFUB_003320	1118
AFUB_003330	141
AFUB_003340	13
AFUB_003350	335
AFUB_003360	3177
AFUB_003370	1344
AFUB_003380	2860
AFUB_003390	2844
AFUB_003400	3503
AFUB_003410	864
AFUB_003420	1698
AFUB_003430	231
AFUB_003440	13199
AFUB_003450	1654
AFUB_003460	3615
AFUB_003470	473
AFUB_003480	4917
AFUB_003490	834
AFUB_003500	1683
AFUB_003510	7174
AFUB_003520	8875
AFUB_003530	1119
AFUB_003540	2129
AFUB_003550	400
AFUB_003560	6143
AFUB_003570	135
AFUB_003580	376
AFUB_003590	0
AFUB_003600	440
AFUB_003610	55
AFUB_003620	6
AFUB_003629	8
AFUB_003630	61
AFUB_003640	0
AFUB_003650	0
AFUB_003660	0
AFUB_003670	0
AFUB_003680	0
AFUB_003690	0
AFUB_003700	3
AFUB_003710	0
AFUB_003720	10
AFUB_003730	0
AFUB_003740	2
AFUB_003750	0
AFUB_003760	7
AFUB_003770	17
AFUB_003780	1294
AFUB_003790	5411
AFUB_003800	30093
AFUB_003810	9856
AFUB_003820	1707
AFUB_003830	1479
AFUB_003840	744
AFUB_003850	1034
AFUB_003860	1667
AFUB_003870	1536
AFUB_003880	4
AFUB_003890	5
AFUB_003900	2277
AFUB_003910	11479
AFUB_003920	22741
AFUB_003930	44
AFUB_003940	535
AFUB_003950	3278
AFUB_003960	1885
AFUB_003970	953
AFUB_003980	0
AFUB_003990	118
AFUB_004000	2959
AFUB_004010	316
AFUB_004020	39093
AFUB_004030	1786
AFUB_004040	12552
AFUB_004050	360
AFUB_004060	4173
AFUB_004070	4884
AFUB_004080	19
AFUB_004090	2884
AFUB_004100	790
AFUB_004110	1093
AFUB_004120	2698
AFUB_004130	2147
AFUB_004140	597
AFUB_004150	1840
AFUB_004160	1171
AFUB_004170	5953
AFUB_004185	1200
AFUB_004200	2861
AFUB_004210	4265
AFUB_004220	883
AFUB_004230	1943
AFUB_004240	1911
AFUB_004250	4898
AFUB_004260	33
AFUB_004270	258
AFUB_004280	353
AFUB_004290	2704
AFUB_004300	83
AFUB_004310	935
AFUB_004320	5141
AFUB_004330	5062
AFUB_004340	6886
AFUB_004350	14467
AFUB_004360	846
AFUB_004370	34609
AFUB_004380	1786
AFUB_004390	1496
