Geneid	HISAT2 on data 158 and data 1: aligned reads (BAM)
AFUB_000010	108
AFUB_000020	191
AFUB_000030	37
AFUB_000040	356
AFUB_000050	15
AFUB_000060	4
AFUB_000070	0
AFUB_000080	6
AFUB_000090	6
AFUB_000100	54
AFUB_000110	1335
AFUB_000120	36
AFUB_000130	7
AFUB_000140	36
AFUB_000150	11
AFUB_000160	2
AFUB_000170	0
AFUB_000180	0
AFUB_000190	0
AFUB_000200	1
AFUB_000210	9
AFUB_000220	1
AFUB_000230	0
AFUB_000240	890
AFUB_000250	38
AFUB_000260	33
AFUB_000270	32
AFUB_000280	79
AFUB_000290	37
AFUB_000300	182
AFUB_000310	813
AFUB_000320	28
AFUB_000330	21
AFUB_000340	13065
AFUB_000350	394
AFUB_000360	73
AFUB_000370	108
AFUB_000380	346
AFUB_000390	1395
AFUB_000400	616
AFUB_000410	3195
AFUB_000420	5383
AFUB_000430	2083
AFUB_000440	1344
AFUB_000450	5282
AFUB_000460	556
AFUB_000470	2308
AFUB_000480	160
AFUB_000490	2842
AFUB_000500	2935
AFUB_000510	2895
AFUB_000520	770
AFUB_000530	7259
AFUB_000540	1470
AFUB_000550	2879
AFUB_000560	430
AFUB_000570	1188
AFUB_000580	1280
AFUB_000590	218
AFUB_000600	247
AFUB_000610	190
AFUB_000620	1865
AFUB_000630	16973
AFUB_000640	50
AFUB_000650	1036
AFUB_000660	11657
AFUB_000670	203
AFUB_000680	0
AFUB_000690	2810
AFUB_000700	295
AFUB_000710	48
AFUB_000720	2
AFUB_000730	112
AFUB_000740	0
AFUB_000750	10
AFUB_000760	2
AFUB_000770	10
AFUB_000780	12
AFUB_000790	7
AFUB_000800	2
AFUB_000810	4
AFUB_000820	26
AFUB_000830	8
AFUB_000840	350
AFUB_000850	594
AFUB_000860	323
AFUB_000870	41
AFUB_000880	2485
AFUB_000890	75
AFUB_000900	260
AFUB_000910	56
AFUB_000920	153
AFUB_000930	684
AFUB_000940	2378
AFUB_000950	75
AFUB_000960	333
AFUB_000970	82
AFUB_000980	234
AFUB_000990	11044
AFUB_001000	503
AFUB_001010	20
AFUB_001020	12
AFUB_001030	16
AFUB_001040	99
AFUB_001050	5741
AFUB_001060	1515
AFUB_001070	10372
AFUB_001080	3144
AFUB_001090	0
AFUB_001100	2465
AFUB_001110	1662
AFUB_001120	97
AFUB_001130	30
AFUB_001140	2868
AFUB_001150	378
AFUB_001160	152
AFUB_001170	464
AFUB_001180	4398
AFUB_001190	42527
AFUB_001200	9081
AFUB_001210	1776
AFUB_001220	704
AFUB_001230	2070
AFUB_001240	0
AFUB_001250	2998
AFUB_001260	6172
AFUB_001270	14
AFUB_001280	123
AFUB_001290	1878
AFUB_001300	1255
AFUB_001310	2079
AFUB_001320	3188
AFUB_001330	3534
AFUB_001340	11544
AFUB_001350	824
AFUB_001360	215
AFUB_001370	4013
AFUB_001380	2
AFUB_001390	3
AFUB_001400	6083
AFUB_001410	1487
AFUB_001420	2141
AFUB_001430	1391
AFUB_001440	4143
AFUB_001450	87
AFUB_001460	2709
AFUB_001470	27859
AFUB_001480	1846
AFUB_001490	553
AFUB_001500	141
AFUB_001510	1902
AFUB_001520	18225
AFUB_001530	992
AFUB_001540	1303
AFUB_001550	3396
AFUB_001560	3525
AFUB_001570	5501
AFUB_001580	2086
AFUB_001590	1027
AFUB_001600	833
AFUB_001610	1375
AFUB_001620	2997
AFUB_001630	1216
AFUB_001640	3147
AFUB_001650	230
AFUB_001660	1007
AFUB_001670	544
AFUB_001680	75
AFUB_001690	2390
AFUB_001700	4151
AFUB_001710	1885
AFUB_001720	3050
AFUB_001730	373
AFUB_001740	386
AFUB_001750	49257
AFUB_001760	5235
AFUB_001770	1532
AFUB_001780	2195
AFUB_001790	11734
AFUB_001800	455
AFUB_001810	27357
AFUB_001820	2086
AFUB_001830	3057
AFUB_001840	907
AFUB_001850	2081
AFUB_001860	608
AFUB_001870	3461
AFUB_001880	2118
AFUB_001890	1772
AFUB_001900	5866
AFUB_001910	126
AFUB_001920	513
AFUB_001930	506
AFUB_001940	2998
AFUB_001950	1093
AFUB_001960	1039
AFUB_001970	184
AFUB_001980	33
AFUB_001990	544
AFUB_002000	6033
AFUB_002010	506
