Geneid	HISAT2 on data 200 and data 1: aligned reads (BAM)
AFUB_000010	78
AFUB_000020	144
AFUB_000030	30
AFUB_000040	330
AFUB_000050	0
AFUB_000060	0
AFUB_000070	0
AFUB_000080	2
AFUB_000090	0
AFUB_000100	60
AFUB_000110	1400
AFUB_000120	24
AFUB_000130	5
AFUB_000140	24
AFUB_000150	29
AFUB_000160	4
AFUB_000170	0
AFUB_000180	1
AFUB_000190	2
AFUB_000200	0
AFUB_000210	2
AFUB_000220	0
AFUB_000230	2
AFUB_000240	655
AFUB_000250	17
AFUB_000260	78
AFUB_000270	56
AFUB_000280	100
AFUB_000290	56
AFUB_000300	120
AFUB_000310	536
AFUB_000320	34
AFUB_000330	15
AFUB_000340	25511
AFUB_000350	995
AFUB_000360	55
AFUB_000370	114
AFUB_000380	349
AFUB_000390	1088
AFUB_000400	1092
AFUB_000410	7136
AFUB_000420	8339
AFUB_000430	3656
AFUB_000440	1872
AFUB_000450	5034
AFUB_000460	996
AFUB_000470	1212
AFUB_000480	50
AFUB_000490	2402
AFUB_000500	4720
AFUB_000510	2269
AFUB_000520	1132
AFUB_000530	10614
AFUB_000540	1032
AFUB_000550	2745
AFUB_000560	981
AFUB_000570	1474
AFUB_000580	2810
AFUB_000590	297
AFUB_000600	411
AFUB_000610	200
AFUB_000620	1459
AFUB_000630	20670
AFUB_000640	41
AFUB_000650	981
AFUB_000660	6558
AFUB_000670	160
AFUB_000680	0
AFUB_000690	5076
AFUB_000700	690
AFUB_000710	22
AFUB_000720	8
AFUB_000730	154
AFUB_000740	1
AFUB_000750	20
AFUB_000760	8
AFUB_000770	12
AFUB_000780	14
AFUB_000790	4
AFUB_000800	2
AFUB_000810	6
AFUB_000820	46
AFUB_000830	17
AFUB_000840	453
AFUB_000850	736
AFUB_000860	452
AFUB_000870	8
AFUB_000880	4325
AFUB_000890	81
AFUB_000900	189
AFUB_000910	185
AFUB_000920	246
AFUB_000930	1601
AFUB_000940	3415
AFUB_000950	103
AFUB_000960	702
AFUB_000970	154
AFUB_000980	301
AFUB_000990	17757
AFUB_001000	601
AFUB_001010	30
AFUB_001020	30
AFUB_001030	10
AFUB_001040	68
AFUB_001050	11057
AFUB_001060	2343
AFUB_001070	13324
AFUB_001080	10752
AFUB_001090	0
AFUB_001100	3348
AFUB_001110	3215
AFUB_001120	105
AFUB_001130	14
AFUB_001140	1983
AFUB_001150	76
AFUB_001160	112
AFUB_001170	433
AFUB_001180	2555
AFUB_001190	23895
AFUB_001200	13004
AFUB_001210	1239
AFUB_001220	780
AFUB_001230	1522
AFUB_001240	0
AFUB_001250	4803
AFUB_001260	8322
AFUB_001270	5
AFUB_001280	123
AFUB_001290	3224
AFUB_001300	1509
AFUB_001310	1902
AFUB_001320	5101
AFUB_001330	4480
AFUB_001340	17098
AFUB_001350	371
AFUB_001360	166
AFUB_001370	4641
AFUB_001380	0
AFUB_001390	1
AFUB_001400	7986
AFUB_001410	3215
AFUB_001420	3405
AFUB_001430	1446
AFUB_001440	1997
AFUB_001450	107
AFUB_001460	1872
AFUB_001470	16242
AFUB_001480	3509
AFUB_001490	428
AFUB_001500	163
AFUB_001510	4921
AFUB_001520	9408
AFUB_001530	767
AFUB_001540	2182
AFUB_001550	5114
AFUB_001560	7293
AFUB_001570	6807
AFUB_001580	2739
