Geneid	HISAT2 on data 130 and data 1: aligned reads (BAM)
AFUB_005040	5498
AFUB_005050	1149
AFUB_005060	1744
AFUB_005070	1022
AFUB_005080	56
AFUB_005090	560
AFUB_005100	1197
AFUB_005110	1065
AFUB_005120	1449
AFUB_005130	7025
AFUB_005140	898
AFUB_005150	398
AFUB_005160	1993
AFUB_005170	307
AFUB_005180	7636
AFUB_005190	1807
AFUB_005200	350
AFUB_005210	371
AFUB_005220	0
AFUB_005230	0
AFUB_005240	5407
AFUB_005250	3083
AFUB_005260	0
AFUB_005270	3251
AFUB_005280	2054
AFUB_005290	1659
AFUB_005300	13267
AFUB_005310	2306
AFUB_005320	12320
AFUB_005330	14441
AFUB_005340	2864
AFUB_005350	2000
AFUB_005360	9075
AFUB_005370	393
AFUB_005380	508
AFUB_005390	52754
AFUB_005400	13772
AFUB_005410	494
AFUB_005420	2433
AFUB_005430	1828
AFUB_005440	20933
AFUB_005450	2852
AFUB_005460	2723
AFUB_005470	0
AFUB_005480	2376
AFUB_005490	24546
AFUB_005500	192
AFUB_005510	1413
AFUB_005520	2035
AFUB_005530	648
AFUB_005540	333
AFUB_005550	2232
AFUB_005560	28305
AFUB_005570	9765
AFUB_005580	283
AFUB_005590	8512
AFUB_005600	6057
AFUB_005610	1922
AFUB_005620	252
AFUB_005630	3890
AFUB_005640	35
AFUB_005650	2446
AFUB_005660	8210
AFUB_005670	989
AFUB_005680	765
AFUB_005690	16028
AFUB_005700	79
AFUB_005710	247
AFUB_005720	613
AFUB_005730	423
AFUB_005740	150878
AFUB_005750	3844
AFUB_005760	6186
AFUB_005770	2951
AFUB_005780	348
AFUB_005790	1211
AFUB_005800	363
AFUB_005810	440
AFUB_005820	695
AFUB_005830	11881
AFUB_005840	14571
AFUB_005850	1165
AFUB_005860	1015
AFUB_005870	477
AFUB_005880	934
AFUB_005890	1873
AFUB_005900	3961
AFUB_005910	281
AFUB_005920	2307
AFUB_005930	1105
AFUB_005940	5366
AFUB_005950	68
AFUB_005960	2
AFUB_005970	3
AFUB_005980	12171
AFUB_005990	9030
AFUB_006000	31497
AFUB_006010	2777
AFUB_006020	2197
AFUB_006029	762
AFUB_006030	345
AFUB_006040	324
AFUB_006050	6839
AFUB_006060	1757
AFUB_006070	292
AFUB_006080	484
AFUB_006090	14030
AFUB_006100	1577
AFUB_006110	2
AFUB_006120	1312
AFUB_006130	276
AFUB_006140	702
AFUB_006150	824
AFUB_006160	688
AFUB_006170	123
AFUB_006180	15130
AFUB_006190	13775
AFUB_006200	2474
AFUB_006210	1015
AFUB_006220	7452
AFUB_006230	2470
AFUB_006240	38
AFUB_006250	127
AFUB_006260	1382
AFUB_006270	13
AFUB_006280	22
AFUB_006290	5298
AFUB_006300	515
AFUB_006310	3931
AFUB_006320	4766
AFUB_006330	671
AFUB_006340	3382
AFUB_006350	1545
AFUB_006360	2317
AFUB_006370	466
AFUB_006380	49438
AFUB_006390	124
AFUB_006400	5345
AFUB_006410	4624
AFUB_006420	1692
AFUB_006430	2165
AFUB_006440	7201
AFUB_006450	2022
AFUB_006460	1979
AFUB_006470	5633
AFUB_006480	340
AFUB_006490	1652
AFUB_006500	35
AFUB_006510	94
AFUB_006520	60
AFUB_006530	3833
AFUB_006540	4798
AFUB_006550	7764
AFUB_006560	5623
AFUB_006570	8605
AFUB_006580	1093
AFUB_006590	6569
AFUB_006600	1850
AFUB_006610	3630
AFUB_006620	1490
AFUB_006630	1054
AFUB_006640	1307
AFUB_006650	482
AFUB_006660	1786
AFUB_006670	3118
AFUB_006680	3191
AFUB_006690	2420
AFUB_006700	2826
AFUB_006710	18866
AFUB_006720	20300
AFUB_006730	1973
AFUB_006740	161
AFUB_006750	957
AFUB_006760	590
AFUB_006770	317151
AFUB_006780	10778
AFUB_006790	2628
AFUB_006800	1073
AFUB_006810	328
AFUB_006820	611
AFUB_006830	375
AFUB_006840	485
AFUB_006850	296
AFUB_006860	156
AFUB_006870	3626
AFUB_006880	639
AFUB_006890	336
AFUB_006900	6127
AFUB_006910	3421
AFUB_006920	775
AFUB_006930	390
AFUB_006940	118
AFUB_006950	2297
AFUB_006960	18887
AFUB_006970	943
AFUB_006980	7228
AFUB_006990	1925
AFUB_007000	3011
AFUB_007010	2335
AFUB_007020	74
AFUB_007030	187
AFUB_007040	57
AFUB_007050	3074
AFUB_007060	1838
AFUB_007070	6492
AFUB_007080	1904
AFUB_007090	4599
AFUB_007100	8776
AFUB_007110	1368
AFUB_007120	330
AFUB_007130	273
AFUB_007140	2128
AFUB_007150	18624
AFUB_007160	8995
AFUB_007170	15917
AFUB_007180	188
AFUB_007190	3499
AFUB_007200	2023
AFUB_007210	31333
AFUB_007220	1580
AFUB_007230	1849
AFUB_007240	3410
AFUB_007250	763
AFUB_007260	1134
AFUB_007270	2009
AFUB_007280	4586
AFUB_007290	255
AFUB_007300	8051
AFUB_007310	1475
AFUB_007320	3632
AFUB_007330	1664
AFUB_007340	17925
AFUB_007350	445
AFUB_007360	5727
AFUB_007370	1587
AFUB_007380	4249
AFUB_007390	912
AFUB_007400	21
AFUB_007410	348
AFUB_007420	1773
AFUB_007430	3388
AFUB_007440	733
AFUB_007450	14176
AFUB_007460	409
AFUB_007470	3880
AFUB_007480	478
AFUB_007490	3550
AFUB_007500	3321
AFUB_007510	6915
AFUB_007520	2187
AFUB_007530	1152
AFUB_007540	11
AFUB_007550	918
AFUB_007560	1634
AFUB_007570	517
AFUB_007580	4563
AFUB_007590	126
AFUB_007600	1385
AFUB_007610	5048
AFUB_007620	1534
AFUB_007630	306
AFUB_007640	4262
AFUB_007650	2305
AFUB_007660	1068
AFUB_007670	2954
AFUB_007680	64
AFUB_007690	783
AFUB_007700	2046
AFUB_007710	556
AFUB_007720	32
AFUB_007730	8221
AFUB_007740	827
AFUB_007750	925
AFUB_007760	1035
AFUB_007770	60879
AFUB_007780	6821
AFUB_007790	3411
AFUB_007800	18347
AFUB_007810	3869
AFUB_007820	211
AFUB_007830	2233
AFUB_007840	1661
AFUB_007850	5469
AFUB_007860	3381
AFUB_007865	215
AFUB_007870	33
AFUB_007880	470
AFUB_007890	705
AFUB_007900	865
AFUB_007910	2644
AFUB_007920	465
AFUB_007930	1011
AFUB_007940	1037
AFUB_007950	1395
AFUB_007960	6999
AFUB_007970	3522
AFUB_007980	909
AFUB_007990	1422
AFUB_008000	2887
AFUB_008010	2038
AFUB_008020	7431
AFUB_008030	5486
AFUB_008040	1433
AFUB_008050	11082
AFUB_008060	846
AFUB_008070	4175
AFUB_008080	2074
AFUB_008090	1156
AFUB_008100	2609
AFUB_008110	860
AFUB_008120	1187
AFUB_008130	13175
AFUB_008140	845
AFUB_008150	3120
AFUB_008160	943
AFUB_008170	9291
AFUB_008180	1
AFUB_008190	0
AFUB_008200	0
AFUB_008210	0
AFUB_008220	0
AFUB_008230	971
AFUB_008240	1691
AFUB_008250	1808
AFUB_008260	10396
AFUB_008270	1377
AFUB_008280	662
AFUB_008290	2945
AFUB_008300	2367
AFUB_008310	2737
AFUB_008320	3609
AFUB_008330	1776
AFUB_008340	3120
AFUB_008350	1585
AFUB_008360	3570
AFUB_008370	608
AFUB_008380	3075
AFUB_008390	7376
AFUB_008400	1605
AFUB_008410	679
AFUB_008420	941
AFUB_008430	9955
AFUB_008440	2990
AFUB_008450	508
AFUB_008460	3365
AFUB_008470	944
AFUB_008480	1305
AFUB_008490	4285
AFUB_008500	1080
AFUB_008510	955
AFUB_008520	28740
AFUB_008530	421
AFUB_008540	281
AFUB_008550	2860
AFUB_008560	1497
AFUB_008570	1805
AFUB_008580	251
AFUB_008590	2292
AFUB_008600	1839
AFUB_008610	775
AFUB_008620	6907
AFUB_008630	4726
AFUB_008640	442
AFUB_008650	266
AFUB_008660	1419
AFUB_008670	2000
AFUB_008680	153
AFUB_008690	1015
AFUB_008700	9181
AFUB_008710	3702
AFUB_008720	52
AFUB_008730	632
AFUB_008740	2850
AFUB_008750	10566
AFUB_008760	95
AFUB_008770	8
AFUB_008780	0
AFUB_008790	0
AFUB_008800	1403
AFUB_008810	399
AFUB_008820	3575
AFUB_008830	607
AFUB_008840	712
AFUB_008850	4514
AFUB_008860	1394
AFUB_008870	246
AFUB_008880	206
AFUB_008890	21240
AFUB_008900	2139
AFUB_008910	1696
AFUB_008920	1823
AFUB_008930	710
AFUB_008940	2835
AFUB_008950	12089
AFUB_008960	2167
AFUB_008970	185
AFUB_008980	1952
AFUB_008990	1911
AFUB_009000	881
AFUB_009010	709
AFUB_009020	971
AFUB_009030	9186
AFUB_009040	14806
AFUB_009050	1539
AFUB_009060	3337
AFUB_009070	1958
AFUB_009080	11304
AFUB_009090	4096
AFUB_009100	646
AFUB_009110	2748
AFUB_009120	3831
AFUB_009130	4143
AFUB_009140	3269
AFUB_009150	1099
AFUB_009160	113
AFUB_009170	678
AFUB_009180	3738
AFUB_009190	1207
AFUB_009199	245
AFUB_009200	254
AFUB_009210	865
AFUB_009220	23060
AFUB_009230	2511
AFUB_009240	2573
AFUB_009250	13808
AFUB_009260	1002
AFUB_009270	2876
AFUB_009280	4273
AFUB_009290	5925
AFUB_009300	1778
AFUB_009310	2875
AFUB_009320	241
AFUB_009330	1110
AFUB_009340	1121
AFUB_009350	948
AFUB_009360	425
AFUB_009370	1482
AFUB_009380	9994
AFUB_009390	1480
AFUB_009400	427
AFUB_009410	7046
AFUB_009420	118
AFUB_009430	5038
AFUB_009440	50
AFUB_009450	410
AFUB_009460	3558
AFUB_009470	7481
AFUB_009480	136
AFUB_009490	3908
AFUB_009500	357
AFUB_009510	146
AFUB_009520	91
AFUB_009530	83
AFUB_009540	20342
AFUB_009550	91
AFUB_009560	9
AFUB_009570	0
AFUB_009580	38
AFUB_009590	51
AFUB_009600	1804
AFUB_009610	2811
AFUB_009620	2812
AFUB_009630	4253
AFUB_009640	1074
AFUB_009650	294
AFUB_009660	9
AFUB_009670	12
AFUB_009680	570
AFUB_009690	817
AFUB_009705	8331
AFUB_009720	10469
AFUB_009730	3823
AFUB_009740	1842
AFUB_009750	2465
AFUB_009760	26443
AFUB_009770	1342
AFUB_009780	3053
AFUB_009790	626
AFUB_009800	7467
AFUB_009810	675
AFUB_009820	4748
AFUB_009830	968
AFUB_009840	238
AFUB_009850	1237
AFUB_009860	5443
AFUB_009870	2092
AFUB_009880	129
AFUB_009890	0
AFUB_009900	2075
AFUB_009910	334
AFUB_009920	698
AFUB_009930	1397
AFUB_009940	12493
AFUB_009950	2271
AFUB_009960	3730
AFUB_009970	342
AFUB_009980	7303
AFUB_009990	776
AFUB_010000	11464
AFUB_010010	111
AFUB_010020	2899
AFUB_010030	2234
AFUB_010040	1790
AFUB_010050	14462
AFUB_010060	729
AFUB_010070	447
AFUB_010080	3709
AFUB_010090	1094
AFUB_010100	2842
AFUB_010110	4834
AFUB_010120	455
AFUB_010130	1755
AFUB_010140	1316
AFUB_010150	283
AFUB_010160	591
AFUB_010170	1127
AFUB_010180	8787
AFUB_010190	2215
AFUB_010200	1205
AFUB_010210	304
AFUB_010220	1020
AFUB_010230	2248
AFUB_010240	831
AFUB_010250	182
AFUB_010260	317
AFUB_010270	781
AFUB_010280	4483
AFUB_010290	120
AFUB_010300	15814
AFUB_010310	495
AFUB_010320	1416
AFUB_010330	31840
AFUB_010340	1390
AFUB_010350	4058
AFUB_010360	3190
AFUB_010370	2486
AFUB_010380	789
AFUB_010390	11202
AFUB_010400	1010
AFUB_010410	1592
AFUB_010420	771
AFUB_010430	13
AFUB_010440	1
AFUB_010450	14
AFUB_010460	10
AFUB_010470	101
AFUB_010480	0
AFUB_010490	800
AFUB_010500	2461
AFUB_010510	4651
AFUB_010520	810
AFUB_010530	62
AFUB_010540	8478
AFUB_010550	2778
AFUB_010560	38833
AFUB_010570	422
AFUB_010580	1063
AFUB_010590	6053
AFUB_010600	37
AFUB_010610	1742
AFUB_010620	20607
AFUB_010630	258
AFUB_010640	51
AFUB_010650	4040
AFUB_010660	34
AFUB_010670	0
AFUB_010680	1187
AFUB_010690	0
AFUB_010700	55
AFUB_010710	69
AFUB_010720	226
AFUB_010730	42
AFUB_010740	23
AFUB_010750	2
AFUB_010760	5
AFUB_010770	11
AFUB_010780	12
AFUB_010790	20
AFUB_010800	79
AFUB_010810	1064
AFUB_010820	4059
AFUB_010830	397
AFUB_010840	569
AFUB_010850	19832
AFUB_010860	676
AFUB_010870	2229
AFUB_010880	7177
AFUB_010890	9604
AFUB_010900	2370
AFUB_010910	994
AFUB_010920	4113
AFUB_010930	964
AFUB_010940	1802
AFUB_010950	728
AFUB_010960	502
AFUB_010970	230
AFUB_010980	1249
AFUB_010990	2202
AFUB_011000	118
AFUB_011010	5
AFUB_011020	15
AFUB_011030	16
AFUB_011040	11
AFUB_011050	85
AFUB_011060	965
AFUB_011070	707
AFUB_011080	89
AFUB_011090	139
AFUB_011100	4706
AFUB_011110	584
AFUB_011120	1617
AFUB_011130	1050
AFUB_011140	27607
AFUB_011150	10
AFUB_011160	78
AFUB_011170	14342
AFUB_011180	92
AFUB_011190	59
AFUB_011200	3316
AFUB_011210	2551
AFUB_011220	12490
AFUB_011230	2055
AFUB_011240	1445
AFUB_011250	63
AFUB_011260	549
AFUB_011270	33
AFUB_011280	167
AFUB_011290	2
AFUB_011300	320
AFUB_011310	1538
AFUB_011320	4233
AFUB_011330	564
AFUB_011340	8115
AFUB_011350	3313
AFUB_011360	136
AFUB_011370	3804
AFUB_011380	2268
AFUB_011390	1953
AFUB_011400	11617
AFUB_011410	22297
AFUB_011420	6312
AFUB_011430	706
AFUB_011440	414
AFUB_011450	9733
AFUB_011460	653
AFUB_011470	4222
AFUB_011480	178
AFUB_011490	1541
AFUB_011500	3345
AFUB_011510	426
AFUB_011520	256
AFUB_011530	891
AFUB_011540	1805
AFUB_011550	1638
AFUB_011560	989
AFUB_011570	42
AFUB_011580	1522
AFUB_011590	1468
AFUB_011600	600
AFUB_011610	667
AFUB_011620	6469
AFUB_011630	297
AFUB_011640	12456
AFUB_011650	5476
AFUB_011660	178
AFUB_011670	431
AFUB_011680	54
AFUB_011690	60
AFUB_011700	167
AFUB_011710	2
AFUB_011720	5839
AFUB_011730	2871
AFUB_011740	140
AFUB_011750	2625
AFUB_011760	1576
AFUB_011770	412
AFUB_011780	496
AFUB_011790	59
AFUB_011800	8988
AFUB_011810	5044
AFUB_011820	16207
AFUB_011830	7
AFUB_011840	3390
AFUB_011850	1649
AFUB_011860	7312
AFUB_011870	121
AFUB_011880	29
AFUB_011890	3
AFUB_011900	4
AFUB_011910	131
AFUB_011920	387
AFUB_011930	200
AFUB_011940	6
AFUB_011950	1323
AFUB_011960	6430
AFUB_011970	7
AFUB_011980	105
AFUB_011990	842
AFUB_012000	10780
AFUB_012010	2478
AFUB_012020	14611
AFUB_012030	311
AFUB_012040	1114
AFUB_012050	148
AFUB_012060	5626
AFUB_012070	236
AFUB_012080	25325
AFUB_012090	2530
AFUB_012100	3073
AFUB_012110	128
AFUB_012120	443
AFUB_012130	3026
AFUB_012140	773
AFUB_012150	5926
AFUB_012160	30634
AFUB_012170	4008
AFUB_012180	74
AFUB_012190	607
AFUB_012200	4532
AFUB_012210	1469
AFUB_012220	1157
AFUB_012230	2757
AFUB_012240	2533
AFUB_012250	934
AFUB_012260	2465
AFUB_012270	11993
AFUB_012280	936
AFUB_012290	597
AFUB_012300	2644
AFUB_012310	4218
AFUB_012320	323
AFUB_012330	7
AFUB_012340	1383
AFUB_012350	527
AFUB_012360	153
AFUB_012370	28824
AFUB_012380	5113
AFUB_012390	2171
AFUB_012400	4227
AFUB_012410	3445
AFUB_012420	8295
AFUB_012430	2477
AFUB_012440	5193
AFUB_012450	468
AFUB_012460	1791
AFUB_012470	1012
AFUB_012480	234
AFUB_012490	2148
AFUB_012500	1279
AFUB_012510	351
AFUB_012520	485
AFUB_012530	3760
AFUB_012540	8933
AFUB_012550	2341
AFUB_012560	63
AFUB_012570	6536
AFUB_012580	6525
AFUB_012590	75
AFUB_012600	55
AFUB_012610	691
AFUB_012620	17987
AFUB_012630	1136
AFUB_012640	2439
AFUB_012650	1648
AFUB_012660	386
AFUB_012670	2066
AFUB_012680	680
AFUB_012690	3594
AFUB_012700	1837
AFUB_012710	758
AFUB_012720	1713
AFUB_012730	1323
AFUB_012740	10052
AFUB_012750	1956
AFUB_012760	85
AFUB_012770	5299
AFUB_012780	856
AFUB_012790	3211
AFUB_012800	6711
AFUB_012810	450
AFUB_012820	3862
AFUB_012830	8188
AFUB_012840	1139
AFUB_012850	556
AFUB_012860	503
AFUB_012870	957
AFUB_012880	1180
AFUB_012890	802
AFUB_012900	56
AFUB_012910	1426
AFUB_012920	1122
AFUB_012930	118
AFUB_012940	19992
AFUB_012950	832
AFUB_012960	2609
AFUB_012970	1406
AFUB_012980	10914
AFUB_012990	36029
AFUB_013000	2723
AFUB_013010	631
AFUB_013020	45
AFUB_013030	1337
AFUB_013040	246
AFUB_013050	122
AFUB_013060	7715
AFUB_013070	2551
AFUB_013080	4066
AFUB_013090	912
AFUB_013100	8835
AFUB_013110	2137
AFUB_013120	1647
AFUB_013130	12
AFUB_013140	7
AFUB_013150	523
AFUB_013160	146
AFUB_013170	34
AFUB_013180	2800
AFUB_013190	3137
AFUB_013200	23503
