Geneid	HISAT2 on data 193 and data 1: aligned reads (BAM)
AFUB_000010	60
AFUB_000020	105
AFUB_000030	35
AFUB_000040	142
AFUB_000050	0
AFUB_000060	0
AFUB_000070	0
AFUB_000080	3
AFUB_000090	2
AFUB_000100	36
AFUB_000110	389
AFUB_000120	19
AFUB_000130	0
AFUB_000140	18
AFUB_000150	20
AFUB_000160	0
AFUB_000170	0
AFUB_000180	0
AFUB_000190	0
AFUB_000200	0
AFUB_000210	1
AFUB_000220	2
AFUB_000230	0
AFUB_000240	684
AFUB_000250	35
AFUB_000260	23
AFUB_000270	40
AFUB_000280	71
AFUB_000290	20
AFUB_000300	162
AFUB_000310	462
AFUB_000320	3
AFUB_000330	9
AFUB_000340	16538
AFUB_000350	117
AFUB_000360	49
AFUB_000370	50
AFUB_000380	667
AFUB_000390	515
AFUB_000400	263
AFUB_000410	2297
AFUB_000420	3303
AFUB_000430	972
AFUB_000440	823
AFUB_000450	3254
AFUB_000460	214
AFUB_000470	874
AFUB_000480	68
AFUB_000490	2001
AFUB_000500	966
AFUB_000510	2122
AFUB_000520	516
AFUB_000530	2605
AFUB_000540	992
AFUB_000550	1267
AFUB_000560	126
AFUB_000570	783
AFUB_000580	424
AFUB_000590	82
AFUB_000600	70
AFUB_000610	142
AFUB_000620	746
AFUB_000630	7902
AFUB_000640	57
AFUB_000650	587
AFUB_000660	10900
AFUB_000670	107
AFUB_000680	0
AFUB_000690	4848
AFUB_000700	122
AFUB_000710	10
AFUB_000720	8
AFUB_000730	83
AFUB_000740	0
AFUB_000750	32
AFUB_000760	6
AFUB_000770	6
AFUB_000780	8
AFUB_000790	0
AFUB_000800	0
AFUB_000810	5
AFUB_000820	2
AFUB_000830	7
AFUB_000840	199
AFUB_000850	360
AFUB_000860	195
AFUB_000870	57
AFUB_000880	2362
AFUB_000890	81
AFUB_000900	189
AFUB_000910	337
AFUB_000920	93
AFUB_000930	261
AFUB_000940	952
AFUB_000950	68
AFUB_000960	52
AFUB_000970	18
AFUB_000980	130
AFUB_000990	11106
AFUB_001000	458
AFUB_001010	6
AFUB_001020	18
AFUB_001030	9
AFUB_001040	93
AFUB_001050	4458
AFUB_001060	649
AFUB_001070	4634
AFUB_001080	1458
AFUB_001090	0
AFUB_001100	1159
AFUB_001110	973
AFUB_001120	11
AFUB_001130	8
AFUB_001140	1223
AFUB_001150	121
AFUB_001160	178
AFUB_001170	347
AFUB_001180	2201
AFUB_001190	29618
AFUB_001200	6420
AFUB_001210	853
AFUB_001220	456
AFUB_001230	817
AFUB_001240	2
AFUB_001250	1166
AFUB_001260	2078
AFUB_001270	2
AFUB_001280	94
AFUB_001290	1687
AFUB_001300	1122
AFUB_001310	1338
AFUB_001320	1555
AFUB_001330	2143
AFUB_001340	4020
AFUB_001350	632
AFUB_001360	34
AFUB_001370	790
AFUB_001380	0
AFUB_001390	0
AFUB_001400	2421
AFUB_001410	644
AFUB_001420	878
AFUB_001430	795
AFUB_001440	2842
AFUB_001450	28
AFUB_001460	1834
AFUB_001470	16382
AFUB_001480	574
AFUB_001490	655
AFUB_001500	61
AFUB_001510	657
AFUB_001520	16256
AFUB_001530	715
AFUB_001540	832
AFUB_001550	2792
AFUB_001560	2098
AFUB_001570	2080
AFUB_001580	1341
AFUB_001590	881
AFUB_001600	347
AFUB_001610	566
AFUB_001620	2506
AFUB_001630	583
AFUB_001640	1359
AFUB_001650	152
AFUB_001660	694
AFUB_001670	342
AFUB_001680	19
AFUB_001690	1548
AFUB_001700	1306
AFUB_001710	638
AFUB_001720	856
AFUB_001730	158
AFUB_001740	245
AFUB_001750	41372
AFUB_001760	1583
AFUB_001770	497
AFUB_001780	2012
AFUB_001790	3711
AFUB_001800	282
AFUB_001810	8246
AFUB_001820	1369
AFUB_001830	1494
AFUB_001840	439
AFUB_001850	1154
AFUB_001860	538
AFUB_001870	1450
AFUB_001880	1055
AFUB_001890	731
AFUB_001900	2581
AFUB_001910	354
AFUB_001920	290
AFUB_001930	326
AFUB_001940	1275
AFUB_001950	326
AFUB_001960	548
AFUB_001970	87
AFUB_001980	61
AFUB_001990	252
AFUB_002000	2942
AFUB_002010	321
AFUB_002020	205
AFUB_002030	361
AFUB_002040	1850
AFUB_002050	97
AFUB_002060	101
AFUB_002070	93
AFUB_002080	725
AFUB_002090	1366
AFUB_002100	564
AFUB_002110	12
AFUB_002120	4012
AFUB_002130	39
AFUB_002140	4257
AFUB_002150	333
AFUB_002160	1477
AFUB_002170	333
AFUB_002180	35
AFUB_002190	537
AFUB_002200	32
AFUB_002210	3
AFUB_002220	2
AFUB_002230	377
AFUB_002240	436
AFUB_002250	419
AFUB_002260	1050
AFUB_002270	51
AFUB_002280	26
AFUB_002290	504
AFUB_002300	13
AFUB_002310	14
AFUB_002320	835
AFUB_002330	1554
AFUB_002340	632
AFUB_002350	1577
AFUB_002360	17
AFUB_002370	792
AFUB_002380	38
AFUB_002390	1374
AFUB_002400	336
AFUB_002410	9296
AFUB_002420	336
AFUB_002430	482
AFUB_002440	19
AFUB_002450	8115
AFUB_002460	289
AFUB_002470	678
AFUB_002480	56
AFUB_002490	1330
AFUB_002500	207
AFUB_002510	587
AFUB_002520	995
AFUB_002530	2535
AFUB_002540	404
AFUB_002550	490
AFUB_002560	445
AFUB_002570	6218
AFUB_002580	310
AFUB_002590	2561
AFUB_002600	164
AFUB_002610	6
AFUB_002620	0
AFUB_002630	0
AFUB_002640	2
AFUB_002650	9
AFUB_002660	1468
AFUB_002670	131
AFUB_002680	36311
AFUB_002690	4
AFUB_002700	0
AFUB_002710	38
AFUB_002720	678
AFUB_002730	2089
AFUB_002740	136
AFUB_002750	50
AFUB_002760	189
AFUB_002770	122
AFUB_002780	700
AFUB_002790	606
AFUB_002800	1487
AFUB_002810	561
AFUB_002820	475
AFUB_002830	73
AFUB_002840	551
AFUB_002850	1089
AFUB_002860	9
AFUB_002870	395
AFUB_002880	381
AFUB_002890	1749
AFUB_002900	2
AFUB_002910	192
AFUB_002920	1432
AFUB_002930	35786
AFUB_002940	326
AFUB_002950	2790
AFUB_002960	1702
AFUB_002970	1875
AFUB_002980	1980
AFUB_002990	1265
AFUB_003000	775
AFUB_003010	2367
AFUB_003020	0
AFUB_003030	0
AFUB_003040	325
AFUB_003050	218
AFUB_003060	2
AFUB_003070	2715
AFUB_003080	165
AFUB_003090	152
AFUB_003100	421
AFUB_003110	765
AFUB_003120	2591
AFUB_003130	10
AFUB_003140	4
AFUB_003150	1029
AFUB_003160	24
AFUB_003170	374
AFUB_003180	16
AFUB_003190	371
AFUB_003200	419
AFUB_003210	855
AFUB_003220	915
AFUB_003230	281
AFUB_003240	24
AFUB_003250	293
AFUB_003260	348
AFUB_003270	1302
AFUB_003280	836
AFUB_003290	2023
AFUB_003300	410
AFUB_003310	819
AFUB_003320	371
AFUB_003330	41
AFUB_003340	3
AFUB_003350	127
AFUB_003360	3710
AFUB_003370	1013
AFUB_003380	707
AFUB_003390	1127
AFUB_003400	702
AFUB_003410	919
AFUB_003420	1065
AFUB_003430	267
AFUB_003440	20403
AFUB_003450	546
AFUB_003460	3858
AFUB_003470	387
AFUB_003480	1844
AFUB_003490	911
AFUB_003500	715
AFUB_003510	12997
AFUB_003520	4484
AFUB_003530	817
AFUB_003540	428
AFUB_003550	222
AFUB_003560	7710
AFUB_003570	191
AFUB_003580	93
AFUB_003590	1
AFUB_003600	974
AFUB_003610	362
AFUB_003620	11
AFUB_003629	10
AFUB_003630	40
AFUB_003640	0
AFUB_003650	2
AFUB_003660	0
AFUB_003670	0
AFUB_003680	1
AFUB_003690	9
AFUB_003700	1
AFUB_003710	0
AFUB_003720	0
AFUB_003730	0
AFUB_003740	0
AFUB_003750	0
AFUB_003760	34
AFUB_003770	9
AFUB_003780	488
AFUB_003790	3579
AFUB_003800	31955
AFUB_003810	6227
AFUB_003820	873
AFUB_003830	539
AFUB_003840	360
AFUB_003850	366
AFUB_003860	788
AFUB_003870	521
AFUB_003880	6
AFUB_003890	2
AFUB_003900	859
AFUB_003910	2026
AFUB_003920	14655
AFUB_003930	11
AFUB_003940	134
AFUB_003950	892
AFUB_003960	452
AFUB_003970	431
AFUB_003980	0
AFUB_003990	21
AFUB_004000	633
AFUB_004010	197
AFUB_004020	8644
AFUB_004030	1558
AFUB_004040	12881
AFUB_004050	257
AFUB_004060	1072
AFUB_004070	2707
AFUB_004080	3
AFUB_004090	1128
AFUB_004100	480
AFUB_004110	368
AFUB_004120	411
AFUB_004130	4819
AFUB_004140	287
AFUB_004150	1686
AFUB_004160	466
AFUB_004170	1725
AFUB_004185	291
AFUB_004200	1594
AFUB_004210	1586
AFUB_004220	957
AFUB_004230	560
AFUB_004240	1068
AFUB_004250	1195
AFUB_004260	5
AFUB_004270	177
AFUB_004280	205
AFUB_004290	899
AFUB_004300	8
AFUB_004310	468
AFUB_004320	1280
AFUB_004330	1166
AFUB_004340	2907
AFUB_004350	5612
AFUB_004360	774
AFUB_004370	3668
AFUB_004380	634
AFUB_004390	497
AFUB_004400	2098
AFUB_004410	14298
AFUB_004420	2037
AFUB_004430	30764
AFUB_004440	1287
AFUB_004450	302
AFUB_004460	574
AFUB_004470	121
AFUB_004480	294
AFUB_004489	254
AFUB_004490	15
AFUB_004500	62
AFUB_004510	578
AFUB_004520	292
AFUB_004530	10693
AFUB_004540	1069
AFUB_004550	433
AFUB_004560	895
AFUB_004570	1625
AFUB_004580	66
AFUB_004590	1054
AFUB_004600	7570
AFUB_004610	1596
AFUB_004620	1636
AFUB_004630	3333
AFUB_004640	1038
AFUB_004650	981
AFUB_004660	26510
AFUB_004670	421
AFUB_004680	787
AFUB_004690	169
AFUB_004700	1458
AFUB_004710	1444
AFUB_004720	370
AFUB_004730	473
AFUB_004740	1301
AFUB_004750	388
AFUB_004760	229
AFUB_004770	1384
AFUB_004780	1728
AFUB_004790	502
AFUB_004800	8
AFUB_004810	1079
AFUB_004820	1367
AFUB_004830	1007
AFUB_004840	1324
AFUB_004850	33
AFUB_004860	316
AFUB_004870	27508
AFUB_004880	7618
AFUB_004890	4393
AFUB_004900	699
AFUB_004910	113
AFUB_004920	301
AFUB_004930	307
AFUB_004940	884
AFUB_004950	160
AFUB_004960	426
AFUB_004970	15736
AFUB_004980	134
AFUB_004990	4148
AFUB_005000	32111
AFUB_005010	2796
AFUB_005020	1219
AFUB_005030	915
AFUB_005040	1215
AFUB_005050	1354
AFUB_005060	2003
AFUB_005070	424
AFUB_005080	4
AFUB_005090	189
AFUB_005100	998
AFUB_005110	806
AFUB_005120	632
AFUB_005130	1743
AFUB_005140	662
AFUB_005150	215
AFUB_005160	2262
AFUB_005170	43
AFUB_005180	2317
AFUB_005190	3546
AFUB_005200	235
AFUB_005210	199
AFUB_005220	0
AFUB_005230	0
AFUB_005240	1770
AFUB_005250	5046
AFUB_005260	0
AFUB_005270	3923
AFUB_005280	759
AFUB_005290	433
AFUB_005300	2710
AFUB_005310	4290
AFUB_005320	2019
AFUB_005330	7642
AFUB_005340	969
AFUB_005350	443
AFUB_005360	3308
AFUB_005370	1034
AFUB_005380	253
AFUB_005390	23644
AFUB_005400	8177
AFUB_005410	968
AFUB_005420	4524
AFUB_005430	754
AFUB_005440	12466
AFUB_005450	798
AFUB_005460	673
AFUB_005470	0
AFUB_005480	1493
AFUB_005490	3109
AFUB_005500	63
AFUB_005510	813
AFUB_005520	2458
AFUB_005530	243
AFUB_005540	380
AFUB_005550	1691
AFUB_005560	7138
AFUB_005570	5513
AFUB_005580	275
AFUB_005590	1328
AFUB_005600	1169
AFUB_005610	621
AFUB_005620	408
AFUB_005630	1293
AFUB_005640	17
AFUB_005650	570
AFUB_005660	2134
AFUB_005670	1356
AFUB_005680	321
AFUB_005690	17876
AFUB_005700	91
AFUB_005710	69
AFUB_005720	93
AFUB_005730	261
AFUB_005740	161385
AFUB_005750	1717
AFUB_005760	2856
AFUB_005770	986
AFUB_005780	163
AFUB_005790	383
AFUB_005800	473
AFUB_005810	514
AFUB_005820	385
AFUB_005830	3891
AFUB_005840	31752
AFUB_005850	532
AFUB_005860	1053
AFUB_005870	262
AFUB_005880	170
AFUB_005890	199
AFUB_005900	2509
AFUB_005910	151
AFUB_005920	982
AFUB_005930	821
AFUB_005940	3459
AFUB_005950	48
AFUB_005960	4
AFUB_005970	2
AFUB_005980	5253
AFUB_005990	2372
AFUB_006000	35203
AFUB_006010	1137
AFUB_006020	716
AFUB_006029	627
AFUB_006030	220
AFUB_006040	102
AFUB_006050	2135
AFUB_006060	524
AFUB_006070	232
AFUB_006080	210
AFUB_006090	16263
AFUB_006100	2095
AFUB_006110	0
AFUB_006120	378
AFUB_006130	354
AFUB_006140	48
AFUB_006150	466
