Geneid	HISAT2 on data 39 and data 1: aligned reads (BAM)
AFUB_000010	65
AFUB_000020	190
AFUB_000030	41
AFUB_000040	334
AFUB_000050	0
AFUB_000060	4
AFUB_000070	2
AFUB_000080	4
AFUB_000090	5
AFUB_000100	10
AFUB_000110	1130
AFUB_000120	18
AFUB_000130	16
AFUB_000140	7
AFUB_000150	5
AFUB_000160	3
AFUB_000170	0
AFUB_000180	0
AFUB_000190	4
AFUB_000200	0
AFUB_000210	4
AFUB_000220	2
AFUB_000230	0
AFUB_000240	854
AFUB_000250	76
AFUB_000260	46
AFUB_000270	29
AFUB_000280	109
AFUB_000290	57
AFUB_000300	153
AFUB_000310	529
AFUB_000320	12
AFUB_000330	14
AFUB_000340	21247
AFUB_000350	395
AFUB_000360	65
AFUB_000370	53
AFUB_000380	136
AFUB_000390	1333
AFUB_000400	799
AFUB_000410	3943
AFUB_000420	4547
AFUB_000430	2095
AFUB_000440	1576
AFUB_000450	4478
AFUB_000460	933
AFUB_000470	1401
AFUB_000480	74
AFUB_000490	4562
AFUB_000500	3721
AFUB_000510	1300
AFUB_000520	1026
AFUB_000530	7441
AFUB_000540	711
AFUB_000550	2351
AFUB_000560	1034
AFUB_000570	1497
AFUB_000580	2232
AFUB_000590	329
AFUB_000600	359
AFUB_000610	270
AFUB_000620	765
AFUB_000630	15743
AFUB_000640	53
AFUB_000650	909
AFUB_000660	8571
AFUB_000670	183
AFUB_000680	0
AFUB_000690	1661
AFUB_000700	329
AFUB_000710	22
AFUB_000720	10
AFUB_000730	106
AFUB_000740	3
AFUB_000750	16
AFUB_000760	16
AFUB_000770	8
AFUB_000780	7
AFUB_000790	0
AFUB_000800	2
AFUB_000810	14
AFUB_000820	26
AFUB_000830	17
AFUB_000840	965
AFUB_000850	742
AFUB_000860	572
AFUB_000870	37
AFUB_000880	2998
AFUB_000890	48
AFUB_000900	103
AFUB_000910	12
AFUB_000920	107
AFUB_000930	518
AFUB_000940	581
AFUB_000950	105
AFUB_000960	729
AFUB_000970	132
AFUB_000980	482
AFUB_000990	5088
AFUB_001000	222
AFUB_001010	13
AFUB_001020	6
AFUB_001030	5
AFUB_001040	64
AFUB_001050	13137
AFUB_001060	2368
AFUB_001070	8985
AFUB_001080	7966
AFUB_001090	0
AFUB_001100	4745
AFUB_001110	3006
AFUB_001120	33
AFUB_001130	6
AFUB_001140	2835
AFUB_001150	113
AFUB_001160	106
AFUB_001170	639
AFUB_001180	3304
AFUB_001190	36959
AFUB_001200	12228
AFUB_001210	1942
AFUB_001220	947
AFUB_001230	1963
AFUB_001240	0
AFUB_001250	5927
AFUB_001260	949
AFUB_001270	5
AFUB_001280	81
AFUB_001290	1135
AFUB_001300	549
AFUB_001310	2341
AFUB_001320	5747
AFUB_001330	2771
AFUB_001340	24691
AFUB_001350	485
AFUB_001360	78
AFUB_001370	6407
AFUB_001380	0
AFUB_001390	0
AFUB_001400	16461
AFUB_001410	2835
AFUB_001420	1165
AFUB_001430	892
AFUB_001440	1418
AFUB_001450	76
AFUB_001460	1438
AFUB_001470	19045
AFUB_001480	3126
AFUB_001490	305
AFUB_001500	134
AFUB_001510	6192
AFUB_001520	15832
AFUB_001530	823
AFUB_001540	1458
AFUB_001550	3088
AFUB_001560	5344
AFUB_001570	6365
AFUB_001580	2323
AFUB_001590	876
AFUB_001600	813
AFUB_001610	793
AFUB_001620	3717
AFUB_001630	1329
AFUB_001640	9260
AFUB_001650	229
AFUB_001660	598
AFUB_001670	697
AFUB_001680	107
AFUB_001690	3519
AFUB_001700	8766
AFUB_001710	1072
AFUB_001720	3704
AFUB_001730	349
AFUB_001740	189
AFUB_001750	52213
AFUB_001760	7225
AFUB_001770	1695
AFUB_001780	1648
AFUB_001790	7231
AFUB_001800	460
AFUB_001810	164438
AFUB_001820	2447
AFUB_001830	2028
AFUB_001840	1246
AFUB_001850	2342
AFUB_001860	506
AFUB_001870	3408
AFUB_001880	2698
AFUB_001890	4963
AFUB_001900	9771
AFUB_001910	47
AFUB_001920	432
AFUB_001930	509
AFUB_001940	3998
AFUB_001950	1213
AFUB_001960	652
AFUB_001970	168
AFUB_001980	26
AFUB_001990	590
AFUB_002000	4268
AFUB_002010	466
AFUB_002020	729
AFUB_002030	185
AFUB_002040	3074
AFUB_002050	219
AFUB_002060	411
AFUB_002070	200
AFUB_002080	957
AFUB_002090	1833
AFUB_002100	705
AFUB_002110	15
AFUB_002120	10240
AFUB_002130	53
AFUB_002140	8677
AFUB_002150	1185
AFUB_002160	3832
AFUB_002170	293
AFUB_002180	295
AFUB_002190	505
AFUB_002200	24
AFUB_002210	6
AFUB_002220	0
AFUB_002230	543
AFUB_002240	1538
AFUB_002250	513
AFUB_002260	1310
AFUB_002270	58
AFUB_002280	26
AFUB_002290	1735
AFUB_002300	257
AFUB_002310	30
AFUB_002320	1624
AFUB_002330	725
AFUB_002340	2572
AFUB_002350	2454
AFUB_002360	29
AFUB_002370	3012
AFUB_002380	101
AFUB_002390	4661
AFUB_002400	866
AFUB_002410	44423
AFUB_002420	554
AFUB_002430	2407
AFUB_002440	85
AFUB_002450	25345
AFUB_002460	801
AFUB_002470	572
AFUB_002480	152
AFUB_002490	6113
AFUB_002500	446
AFUB_002510	3017
AFUB_002520	3855
AFUB_002530	8151
AFUB_002540	1154
AFUB_002550	1937
AFUB_002560	1315
AFUB_002570	4749
AFUB_002580	508
AFUB_002590	5728
AFUB_002600	254
AFUB_002610	3
AFUB_002620	0
AFUB_002630	0
AFUB_002640	0
AFUB_002650	7
AFUB_002660	3043
AFUB_002670	636
AFUB_002680	10626
AFUB_002690	2
AFUB_002700	0
AFUB_002710	26
AFUB_002720	805
AFUB_002730	3989
AFUB_002740	272
AFUB_002750	119
AFUB_002760	138
AFUB_002770	72
AFUB_002780	834
AFUB_002790	2510
AFUB_002800	4610
AFUB_002810	1834
AFUB_002820	1532
AFUB_002830	374
AFUB_002840	1071
AFUB_002850	4854
AFUB_002860	69
AFUB_002870	1293
AFUB_002880	956
AFUB_002890	4208
AFUB_002900	0
AFUB_002910	389
AFUB_002920	5647
AFUB_002930	49174
AFUB_002940	344
AFUB_002950	16704
AFUB_002960	2549
AFUB_002970	5339
AFUB_002980	4575
AFUB_002990	2980
AFUB_003000	601
AFUB_003010	9644
AFUB_003020	0
AFUB_003030	0
AFUB_003040	1110
AFUB_003050	177
AFUB_003060	23
AFUB_003070	4291
AFUB_003080	3046
AFUB_003090	387
AFUB_003100	1602
AFUB_003110	732
AFUB_003120	3485
AFUB_003130	2
AFUB_003140	1
AFUB_003150	4066
AFUB_003160	71
AFUB_003170	540
AFUB_003180	95
AFUB_003190	379
AFUB_003200	405
AFUB_003210	2742
AFUB_003220	4085
AFUB_003230	301
AFUB_003240	18
AFUB_003250	2576
AFUB_003260	421
AFUB_003270	801
AFUB_003280	1164
AFUB_003290	3864
AFUB_003300	1726
AFUB_003310	1020
AFUB_003320	845
AFUB_003330	164
AFUB_003340	9
AFUB_003350	160
AFUB_003360	4111
AFUB_003370	1384
AFUB_003380	3834
AFUB_003390	2169
AFUB_003400	3681
AFUB_003410	465
AFUB_003420	4237
AFUB_003430	227
AFUB_003440	10248
AFUB_003450	2172
AFUB_003460	2962
AFUB_003470	417
AFUB_003480	4392
AFUB_003490	761
AFUB_003500	1349
AFUB_003510	5203
AFUB_003520	5438
AFUB_003530	1074
AFUB_003540	1965
AFUB_003550	249
AFUB_003560	5127
AFUB_003570	153
AFUB_003580	335
AFUB_003590	0
AFUB_003600	383
AFUB_003610	79
AFUB_003620	2
AFUB_003629	4
AFUB_003630	97
AFUB_003640	0
AFUB_003650	2
AFUB_003660	0
AFUB_003670	0
AFUB_003680	0
AFUB_003690	4
AFUB_003700	25
AFUB_003710	13
AFUB_003720	79
AFUB_003730	0
AFUB_003740	3
AFUB_003750	0
AFUB_003760	12
AFUB_003770	4
AFUB_003780	1236
AFUB_003790	5872
AFUB_003800	16054
AFUB_003810	7625
AFUB_003820	1363
AFUB_003830	1263
AFUB_003840	665
AFUB_003850	967
AFUB_003860	1621
AFUB_003870	1387
AFUB_003880	4
AFUB_003890	6
AFUB_003900	1781
AFUB_003910	11672
AFUB_003920	16398
AFUB_003930	22
AFUB_003940	313
AFUB_003950	4326
AFUB_003960	2708
AFUB_003970	858
AFUB_003980	0
AFUB_003990	33
AFUB_004000	2704
AFUB_004010	338
AFUB_004020	18477
AFUB_004030	2118
AFUB_004040	20812
AFUB_004050	399
AFUB_004060	3458
AFUB_004070	4639
AFUB_004080	9
AFUB_004090	2360
AFUB_004100	385
AFUB_004110	1256
AFUB_004120	2656
AFUB_004130	1226
AFUB_004140	854
AFUB_004150	2446
AFUB_004160	1145
AFUB_004170	6457
AFUB_004185	1559
AFUB_004200	2793
AFUB_004210	8418
AFUB_004220	724
AFUB_004230	2217
AFUB_004240	1311
AFUB_004250	5778
AFUB_004260	45
AFUB_004270	324
AFUB_004280	426
AFUB_004290	2193
