Geneid	HISAT2 on data 53 and data 1: aligned reads (BAM)
AFUB_000010	44
AFUB_000020	123
AFUB_000030	27
AFUB_000040	294
AFUB_000050	0
AFUB_000060	2
AFUB_000070	0
AFUB_000080	5
AFUB_000090	12
AFUB_000100	12
AFUB_000110	1174
AFUB_000120	10
AFUB_000130	8
AFUB_000140	38
AFUB_000150	8
AFUB_000160	2
AFUB_000170	0
AFUB_000180	0
AFUB_000190	0
AFUB_000200	2
AFUB_000210	5
AFUB_000220	2
AFUB_000230	2
AFUB_000240	554
AFUB_000250	15
AFUB_000260	27
AFUB_000270	13
AFUB_000280	121
AFUB_000290	55
AFUB_000300	73
AFUB_000310	211
AFUB_000320	19
AFUB_000330	6
AFUB_000340	13266
AFUB_000350	317
AFUB_000360	47
AFUB_000370	46
AFUB_000380	85
AFUB_000390	1187
AFUB_000400	715
AFUB_000410	2489
AFUB_000420	3293
AFUB_000430	2027
AFUB_000440	907
AFUB_000450	2808
AFUB_000460	1077
AFUB_000470	722
AFUB_000480	46
AFUB_000490	2926
AFUB_000500	3301
AFUB_000510	555
AFUB_000520	707
AFUB_000530	5972
AFUB_000540	610
AFUB_000550	1595
AFUB_000560	1043
AFUB_000570	975
AFUB_000580	2237
AFUB_000590	348
AFUB_000600	386
AFUB_000610	137
AFUB_000620	494
AFUB_000630	10838
AFUB_000640	26
AFUB_000650	514
AFUB_000660	5377
AFUB_000670	140
AFUB_000680	0
AFUB_000690	1507
AFUB_000700	270
AFUB_000710	9
AFUB_000720	6
AFUB_000730	86
AFUB_000740	0
AFUB_000750	7
AFUB_000760	6
AFUB_000770	2
AFUB_000780	2
AFUB_000790	2
AFUB_000800	0
AFUB_000810	10
AFUB_000820	17
AFUB_000830	5
AFUB_000840	668
AFUB_000850	562
AFUB_000860	462
AFUB_000870	10
AFUB_000880	2387
AFUB_000890	20
AFUB_000900	63
AFUB_000910	14
AFUB_000920	78
AFUB_000930	642
AFUB_000940	655
AFUB_000950	66
AFUB_000960	775
AFUB_000970	168
AFUB_000980	422
AFUB_000990	2548
AFUB_001000	121
AFUB_001010	17
AFUB_001020	19
AFUB_001030	2
AFUB_001040	26
AFUB_001050	13009
AFUB_001060	2243
AFUB_001070	7519
AFUB_001080	7601
AFUB_001090	0
AFUB_001100	4496
AFUB_001110	2617
AFUB_001120	48
AFUB_001130	4
AFUB_001140	1659
AFUB_001150	36
AFUB_001160	81
AFUB_001170	419
AFUB_001180	2733
AFUB_001190	20125
AFUB_001200	8765
AFUB_001210	1159
AFUB_001220	510
AFUB_001230	1695
AFUB_001240	0
AFUB_001250	3831
AFUB_001260	725
AFUB_001270	3
AFUB_001280	47
AFUB_001290	790
AFUB_001300	147
AFUB_001310	2443
AFUB_001320	5266
AFUB_001330	1647
AFUB_001340	25797
AFUB_001350	225
AFUB_001360	56
AFUB_001370	6067
AFUB_001380	0
AFUB_001390	0
AFUB_001400	20979
AFUB_001410	2547
AFUB_001420	1586
AFUB_001430	704
AFUB_001440	884
AFUB_001450	45
AFUB_001460	501
AFUB_001470	12940
AFUB_001480	3224
AFUB_001490	195
AFUB_001500	121
AFUB_001510	7309
AFUB_001520	8978
AFUB_001530	470
AFUB_001540	1129
AFUB_001550	2349
AFUB_001560	5947
AFUB_001570	5948
AFUB_001580	1554
AFUB_001590	611
AFUB_001600	501
AFUB_001610	385
AFUB_001620	2047
AFUB_001630	817
AFUB_001640	10209
AFUB_001650	153
AFUB_001660	485
AFUB_001670	728
AFUB_001680	93
AFUB_001690	2324
AFUB_001700	8268
AFUB_001710	492
AFUB_001720	4431
AFUB_001730	221
AFUB_001740	184
AFUB_001750	30110
AFUB_001760	6397
AFUB_001770	1306
AFUB_001780	1335
AFUB_001790	4302
AFUB_001800	248
AFUB_001810	204054
AFUB_001820	1581
AFUB_001830	1050
AFUB_001840	849
AFUB_001850	1559
AFUB_001860	405
AFUB_001870	2021
AFUB_001880	1576
AFUB_001890	3753
AFUB_001900	7567
AFUB_001910	33
AFUB_001920	416
AFUB_001930	436
AFUB_001940	4336
AFUB_001950	945
AFUB_001960	391
AFUB_001970	89
AFUB_001980	12
AFUB_001990	531
AFUB_002000	2172
AFUB_002010	288
AFUB_002020	571
AFUB_002030	151
AFUB_002040	1245
AFUB_002050	179
AFUB_002060	309
AFUB_002070	186
AFUB_002080	350
AFUB_002090	1198
AFUB_002100	563
AFUB_002110	4
AFUB_002120	9965
AFUB_002130	63
AFUB_002140	5390
AFUB_002150	972
AFUB_002160	3228
AFUB_002170	174
AFUB_002180	389
AFUB_002190	242
AFUB_002200	13
AFUB_002210	3
AFUB_002220	0
AFUB_002230	345
AFUB_002240	1602
AFUB_002250	434
AFUB_002260	1049
AFUB_002270	24
AFUB_002280	18
AFUB_002290	1001
AFUB_002300	385
AFUB_002310	20
AFUB_002320	1016
AFUB_002330	510
AFUB_002340	1780
AFUB_002350	1939
AFUB_002360	21
AFUB_002370	2708
AFUB_002380	86
AFUB_002390	3765
AFUB_002400	671
AFUB_002410	30495
AFUB_002420	325
AFUB_002430	1798
AFUB_002440	35
AFUB_002450	19222
AFUB_002460	555
AFUB_002470	365
AFUB_002480	168
AFUB_002490	4283
AFUB_002500	540
AFUB_002510	2813
AFUB_002520	2005
AFUB_002530	5521
AFUB_002540	1100
AFUB_002550	1473
AFUB_002560	1211
AFUB_002570	2661
AFUB_002580	482
AFUB_002590	5175
AFUB_002600	178
AFUB_002610	7
AFUB_002620	0
AFUB_002630	0
AFUB_002640	2
AFUB_002650	9
AFUB_002660	2333
AFUB_002670	718
AFUB_002680	5253
AFUB_002690	3
AFUB_002700	0
AFUB_002710	15
AFUB_002720	556
AFUB_002730	3873
AFUB_002740	215
AFUB_002750	94
AFUB_002760	65
AFUB_002770	28
AFUB_002780	647
AFUB_002790	2076
AFUB_002800	3512
AFUB_002810	931
AFUB_002820	889
AFUB_002830	466
AFUB_002840	761
AFUB_002850	5107
AFUB_002860	74
AFUB_002870	889
AFUB_002880	614
AFUB_002890	3620
AFUB_002900	2
AFUB_002910	405
AFUB_002920	4351
AFUB_002930	34042
AFUB_002940	175
AFUB_002950	12216
AFUB_002960	1344
AFUB_002970	4883
AFUB_002980	3643
AFUB_002990	2349
AFUB_003000	562
AFUB_003010	7059
AFUB_003020	0
AFUB_003030	0
AFUB_003040	763
AFUB_003050	130
AFUB_003060	4
AFUB_003070	1975
AFUB_003080	2963
AFUB_003090	301
AFUB_003100	1304
AFUB_003110	703
AFUB_003120	1773
AFUB_003130	0
AFUB_003140	2
AFUB_003150	6972
AFUB_003160	50
AFUB_003170	303
AFUB_003180	107
AFUB_003190	269
AFUB_003200	200
AFUB_003210	1845
AFUB_003220	3142
AFUB_003230	244
AFUB_003240	32
AFUB_003250	2225
AFUB_003260	182
AFUB_003270	501
AFUB_003280	758
AFUB_003290	3578
AFUB_003300	1669
AFUB_003310	871
AFUB_003320	663
AFUB_003330	107
AFUB_003340	3
AFUB_003350	159
AFUB_003360	1572
AFUB_003370	686
AFUB_003380	2873
AFUB_003390	1531
AFUB_003400	3121
AFUB_003410	307
AFUB_003420	4126
AFUB_003430	133
AFUB_003440	7886
AFUB_003450	1841
AFUB_003460	1279
AFUB_003470	204
AFUB_003480	3446
AFUB_003490	341
AFUB_003500	700
AFUB_003510	3035
AFUB_003520	3054
AFUB_003530	494
AFUB_003540	1830
AFUB_003550	256
AFUB_003560	3643
AFUB_003570	90
AFUB_003580	325
AFUB_003590	0
AFUB_003600	142
AFUB_003610	67
AFUB_003620	10
AFUB_003629	0
AFUB_003630	83
AFUB_003640	0
AFUB_003650	0
AFUB_003660	0
AFUB_003670	0
AFUB_003680	0
AFUB_003690	4
AFUB_003700	10
AFUB_003710	16
AFUB_003720	94
AFUB_003730	0
AFUB_003740	2
AFUB_003750	0
AFUB_003760	9
AFUB_003770	8
AFUB_003780	995
AFUB_003790	6657
AFUB_003800	11961
AFUB_003810	5242
AFUB_003820	979
AFUB_003830	736
AFUB_003840	393
AFUB_003850	623
AFUB_003860	1345
AFUB_003870	821
AFUB_003880	0
AFUB_003890	4
AFUB_003900	1245
AFUB_003910	9142
AFUB_003920	9439
AFUB_003930	10
AFUB_003940	278
AFUB_003950	4389
AFUB_003960	1780
AFUB_003970	627
AFUB_003980	3
AFUB_003990	57
AFUB_004000	2672
AFUB_004010	287
AFUB_004020	14805
AFUB_004030	876
AFUB_004040	16583
AFUB_004050	170
AFUB_004060	5233
AFUB_004070	2528
AFUB_004080	7
AFUB_004090	1192
AFUB_004100	205
AFUB_004110	1365
AFUB_004120	2078
AFUB_004130	676
AFUB_004140	745
AFUB_004150	1528
AFUB_004160	684
AFUB_004170	5179
AFUB_004185	1261
AFUB_004200	2191
AFUB_004210	8042
AFUB_004220	416
AFUB_004230	1775
AFUB_004240	679
AFUB_004250	3660
AFUB_004260	50
AFUB_004270	179
AFUB_004280	279
AFUB_004290	1268
AFUB_004300	83
AFUB_004310	836
AFUB_004320	3669
AFUB_004330	5458
AFUB_004340	3786
AFUB_004350	17791
AFUB_004360	397
AFUB_004370	25841
AFUB_004380	2152
AFUB_004390	902
AFUB_004400	1135
AFUB_004410	13149
AFUB_004420	1939
AFUB_004430	20750
AFUB_004440	3531
AFUB_004450	214
AFUB_004460	216
AFUB_004470	1408
AFUB_004480	343
AFUB_004489	60
AFUB_004490	99
AFUB_004500	45
AFUB_004510	311
AFUB_004520	667
AFUB_004530	43801
AFUB_004540	2933
AFUB_004550	187
AFUB_004560	922
AFUB_004570	9016
AFUB_004580	239
AFUB_004590	2730
AFUB_004600	7918
AFUB_004610	1201
AFUB_004620	5720
AFUB_004630	1310
AFUB_004640	295
AFUB_004650	241
AFUB_004660	20615
AFUB_004670	253
AFUB_004680	3477
AFUB_004690	58
AFUB_004700	6436
AFUB_004710	8014
AFUB_004720	1556
AFUB_004730	261
AFUB_004740	947
AFUB_004750	1409
AFUB_004760	187
AFUB_004770	573
AFUB_004780	1185
AFUB_004790	930
AFUB_004800	118
AFUB_004810	1656
AFUB_004820	1129
AFUB_004830	1760
AFUB_004840	689
AFUB_004850	23
AFUB_004860	1090
AFUB_004870	17969
AFUB_004880	4018
AFUB_004890	1779
AFUB_004900	1395
AFUB_004910	507
AFUB_004920	449
AFUB_004930	753
AFUB_004940	1715
AFUB_004950	335
AFUB_004960	342
AFUB_004970	5366
AFUB_004980	392
AFUB_004990	6132
AFUB_005000	23941
AFUB_005010	7067
AFUB_005020	3493
AFUB_005030	1356
AFUB_005040	5414
AFUB_005050	1175
AFUB_005060	1616
AFUB_005070	560
AFUB_005080	57
AFUB_005090	321
AFUB_005100	579
AFUB_005110	1182
AFUB_005120	1148
AFUB_005130	5974
AFUB_005140	709
AFUB_005150	327
AFUB_005160	1006
AFUB_005170	338
AFUB_005180	9934
AFUB_005190	1224
AFUB_005200	395
AFUB_005210	149
AFUB_005220	0
AFUB_005230	0
AFUB_005240	4720
AFUB_005250	1801
AFUB_005260	0
AFUB_005270	2697
AFUB_005280	1252
AFUB_005290	1648
AFUB_005300	21306
AFUB_005310	1303
AFUB_005320	12664
AFUB_005330	13690
AFUB_005340	2121
AFUB_005350	2326
AFUB_005360	7842
AFUB_005370	382
AFUB_005380	362
AFUB_005390	46323
AFUB_005400	9346
AFUB_005410	184
AFUB_005420	1389
AFUB_005430	2098
AFUB_005440	14600
AFUB_005450	2095
AFUB_005460	2698
AFUB_005470	0
AFUB_005480	1526
AFUB_005490	25007
AFUB_005500	127
AFUB_005510	1385
AFUB_005520	1833
AFUB_005530	667
AFUB_005540	356
AFUB_005550	2154
AFUB_005560	32981
AFUB_005570	13036
AFUB_005580	165
AFUB_005590	7357
AFUB_005600	10029
AFUB_005610	4010
AFUB_005620	361
AFUB_005630	3421
AFUB_005640	21
AFUB_005650	3106
AFUB_005660	12552
AFUB_005670	600
AFUB_005680	520
AFUB_005690	11767
AFUB_005700	31
AFUB_005710	198
AFUB_005720	547
AFUB_005730	280
AFUB_005740	130116
AFUB_005750	4190
AFUB_005760	7028
AFUB_005770	2960
AFUB_005780	299
AFUB_005790	795
AFUB_005800	204
AFUB_005810	272
AFUB_005820	497
AFUB_005830	10587
AFUB_005840	9953
AFUB_005850	915
AFUB_005860	370
AFUB_005870	235
AFUB_005880	680
AFUB_005890	2259
AFUB_005900	4111
AFUB_005910	271
AFUB_005920	496
AFUB_005930	856
AFUB_005940	3404
AFUB_005950	58
AFUB_005960	0
AFUB_005970	1
AFUB_005980	8590
AFUB_005990	7565
AFUB_006000	21140
AFUB_006010	1990
AFUB_006020	2651
AFUB_006029	558
AFUB_006030	380
AFUB_006040	254
AFUB_006050	4840
AFUB_006060	988
AFUB_006070	240
AFUB_006080	318
AFUB_006090	4530
AFUB_006100	845
AFUB_006110	0
AFUB_006120	2012
AFUB_006130	169
AFUB_006140	825
AFUB_006150	788
AFUB_006160	467
AFUB_006170	90
AFUB_006180	13733
AFUB_006190	9368
AFUB_006200	2143
AFUB_006210	911
AFUB_006220	7850
AFUB_006230	2166
AFUB_006240	55
AFUB_006250	59
AFUB_006260	732
AFUB_006270	8
AFUB_006280	16
AFUB_006290	5110
AFUB_006300	395
AFUB_006310	3255
AFUB_006320	2390
AFUB_006330	397
AFUB_006340	4336
AFUB_006350	629
AFUB_006360	1198
AFUB_006370	301
AFUB_006380	42178
AFUB_006390	222
AFUB_006400	5367
AFUB_006410	3636
AFUB_006420	2009
AFUB_006430	1232
AFUB_006440	9216
AFUB_006450	1575
AFUB_006460	1615
AFUB_006470	5073
AFUB_006480	253
AFUB_006490	985
AFUB_006500	36
AFUB_006510	91
AFUB_006520	32
AFUB_006530	1962
AFUB_006540	3656
AFUB_006550	5617
AFUB_006560	5018
AFUB_006570	9301
AFUB_006580	972
AFUB_006590	3168
AFUB_006600	2411
AFUB_006610	4440
AFUB_006620	798
AFUB_006630	591
AFUB_006640	1320
AFUB_006650	470
AFUB_006660	1526
AFUB_006670	3742
AFUB_006680	2387
AFUB_006690	1835
AFUB_006700	2377
AFUB_006710	20031
AFUB_006720	16759
AFUB_006730	1309
AFUB_006740	122
AFUB_006750	642
AFUB_006760	527
AFUB_006770	227093
AFUB_006780	10997
AFUB_006790	1970
AFUB_006800	447
AFUB_006810	244
AFUB_006820	997
AFUB_006830	886
AFUB_006840	578
AFUB_006850	280
AFUB_006860	139
AFUB_006870	2836
AFUB_006880	580
AFUB_006890	105
AFUB_006900	6214
AFUB_006910	2302
AFUB_006920	551
AFUB_006930	450
AFUB_006940	148
AFUB_006950	2179
AFUB_006960	12275
AFUB_006970	1228
AFUB_006980	6280
AFUB_006990	10977
AFUB_007000	4152
AFUB_007010	1658
AFUB_007020	41
AFUB_007030	230
AFUB_007040	67
AFUB_007050	1564
AFUB_007060	1613
AFUB_007070	4041
AFUB_007080	1079
AFUB_007090	2679
AFUB_007100	7530
AFUB_007110	1149
AFUB_007120	180
AFUB_007130	172
AFUB_007140	1523
AFUB_007150	14594
AFUB_007160	11394
AFUB_007170	17028
AFUB_007180	91
AFUB_007190	34914
AFUB_007200	758
AFUB_007210	21905
AFUB_007220	3008
AFUB_007230	1468
AFUB_007240	2970
AFUB_007250	796
AFUB_007260	1452
AFUB_007270	2077
AFUB_007280	5273
AFUB_007290	242
AFUB_007300	7999
AFUB_007310	971
AFUB_007320	2868
AFUB_007330	1579
AFUB_007340	13552
AFUB_007350	385
AFUB_007360	5706
AFUB_007370	1438
AFUB_007380	4284
AFUB_007390	1012
AFUB_007400	15
AFUB_007410	160
AFUB_007420	1253
AFUB_007430	3033
