Geneid	HISAT2 on data 46 and data 1: aligned reads (BAM)
AFUB_000010	30
AFUB_000020	91
AFUB_000030	17
AFUB_000040	234
AFUB_000050	0
AFUB_000060	0
AFUB_000070	0
AFUB_000080	2
AFUB_000090	6
AFUB_000100	22
AFUB_000110	753
AFUB_000120	13
AFUB_000130	6
AFUB_000140	13
AFUB_000150	9
AFUB_000160	4
AFUB_000170	0
AFUB_000180	1
AFUB_000190	0
AFUB_000200	2
AFUB_000210	2
AFUB_000220	0
AFUB_000230	0
AFUB_000240	507
AFUB_000250	31
AFUB_000260	13
AFUB_000270	12
AFUB_000280	94
AFUB_000290	32
AFUB_000300	74
AFUB_000310	148
AFUB_000320	10
AFUB_000330	1
AFUB_000340	9889
AFUB_000350	154
AFUB_000360	44
AFUB_000370	27
AFUB_000380	91
AFUB_000390	1050
AFUB_000400	602
AFUB_000410	2299
AFUB_000420	2835
AFUB_000430	1154
AFUB_000440	840
AFUB_000450	2833
AFUB_000460	800
AFUB_000470	878
AFUB_000480	48
AFUB_000490	2358
AFUB_000500	2377
AFUB_000510	571
AFUB_000520	563
AFUB_000530	4617
AFUB_000540	478
AFUB_000550	1193
AFUB_000560	803
AFUB_000570	827
AFUB_000580	1370
AFUB_000590	253
AFUB_000600	230
AFUB_000610	93
AFUB_000620	414
AFUB_000630	8460
AFUB_000640	11
AFUB_000650	469
AFUB_000660	6055
AFUB_000670	144
AFUB_000680	0
AFUB_000690	757
AFUB_000700	170
AFUB_000710	12
AFUB_000720	0
AFUB_000730	55
AFUB_000740	0
AFUB_000750	5
AFUB_000760	2
AFUB_000770	2
AFUB_000780	4
AFUB_000790	0
AFUB_000800	0
AFUB_000810	10
AFUB_000820	7
AFUB_000830	6
AFUB_000840	533
AFUB_000850	401
AFUB_000860	415
AFUB_000870	16
AFUB_000880	1623
AFUB_000890	11
AFUB_000900	61
AFUB_000910	2
AFUB_000920	47
AFUB_000930	367
AFUB_000940	387
AFUB_000950	39
AFUB_000960	501
AFUB_000970	107
AFUB_000980	366
AFUB_000990	4161
AFUB_001000	97
AFUB_001010	4
AFUB_001020	15
AFUB_001030	0
AFUB_001040	19
AFUB_001050	8970
AFUB_001060	1672
AFUB_001070	5295
AFUB_001080	4699
AFUB_001090	0
AFUB_001100	3791
AFUB_001110	1744
AFUB_001120	21
AFUB_001130	8
AFUB_001140	1405
AFUB_001150	54
AFUB_001160	39
AFUB_001170	327
AFUB_001180	2501
AFUB_001190	18188
AFUB_001200	7494
AFUB_001210	1064
AFUB_001220	533
AFUB_001230	1553
AFUB_001240	0
AFUB_001250	3470
AFUB_001260	504
AFUB_001270	1
AFUB_001280	27
AFUB_001290	507
AFUB_001300	139
AFUB_001310	2383
AFUB_001320	4310
AFUB_001330	1438
AFUB_001340	20624
AFUB_001350	183
AFUB_001360	37
AFUB_001370	2621
AFUB_001380	0
AFUB_001390	1
AFUB_001400	14953
AFUB_001410	1906
AFUB_001420	640
AFUB_001430	437
AFUB_001440	940
AFUB_001450	39
AFUB_001460	539
AFUB_001470	11118
AFUB_001480	2217
AFUB_001490	158
AFUB_001500	58
AFUB_001510	4936
AFUB_001520	8451
AFUB_001530	399
AFUB_001540	772
AFUB_001550	1821
AFUB_001560	3193
AFUB_001570	4099
AFUB_001580	969
AFUB_001590	437
AFUB_001600	349
AFUB_001610	287
AFUB_001620	1610
AFUB_001630	678
AFUB_001640	6862
AFUB_001650	79
AFUB_001660	398
AFUB_001670	456
AFUB_001680	76
AFUB_001690	2085
AFUB_001700	4791
AFUB_001710	467
AFUB_001720	2736
AFUB_001730	203
AFUB_001740	135
AFUB_001750	28960
AFUB_001760	4987
AFUB_001770	941
AFUB_001780	1078
AFUB_001790	3241
AFUB_001800	269
AFUB_001810	154590
AFUB_001820	1308
AFUB_001830	1004
AFUB_001840	682
AFUB_001850	1544
AFUB_001860	456
AFUB_001870	1819
AFUB_001880	1444
AFUB_001890	2474
AFUB_001900	5820
AFUB_001910	13
AFUB_001920	283
AFUB_001930	312
AFUB_001940	3184
AFUB_001950	605
AFUB_001960	277
AFUB_001970	103
AFUB_001980	8
AFUB_001990	352
AFUB_002000	2093
AFUB_002010	339
AFUB_002020	535
AFUB_002030	122
AFUB_002040	1457
AFUB_002050	148
AFUB_002060	274
AFUB_002070	161
AFUB_002080	225
AFUB_002090	813
AFUB_002100	440
AFUB_002110	6
AFUB_002120	6776
AFUB_002130	29
AFUB_002140	4750
AFUB_002150	649
AFUB_002160	2650
AFUB_002170	171
AFUB_002180	247
AFUB_002190	142
AFUB_002200	12
AFUB_002210	2
AFUB_002220	1
AFUB_002230	274
AFUB_002240	1142
AFUB_002250	397
AFUB_002260	811
AFUB_002270	33
AFUB_002280	7
AFUB_002290	846
AFUB_002300	149
AFUB_002310	24
AFUB_002320	944
AFUB_002330	470
AFUB_002340	1234
AFUB_002350	1562
AFUB_002360	9
AFUB_002370	1919
AFUB_002380	88
AFUB_002390	2898
AFUB_002400	447
AFUB_002410	24738
AFUB_002420	284
AFUB_002430	1547
AFUB_002440	82
AFUB_002450	18024
AFUB_002460	373
AFUB_002470	305
AFUB_002480	96
AFUB_002490	2624
AFUB_002500	259
AFUB_002510	1861
AFUB_002520	2098
AFUB_002530	4693
AFUB_002540	699
AFUB_002550	1097
AFUB_002560	884
AFUB_002570	2340
AFUB_002580	288
AFUB_002590	4274
AFUB_002600	120
AFUB_002610	7
AFUB_002620	0
AFUB_002630	0
AFUB_002640	0
AFUB_002650	8
