Geneid	HISAT2 on data 60 and data 1: aligned reads (BAM)
AFUB_000010	22
AFUB_000020	100
AFUB_000030	17
AFUB_000040	270
AFUB_000050	0
AFUB_000060	0
AFUB_000070	0
AFUB_000080	3
AFUB_000090	7
AFUB_000100	64
AFUB_000110	1666
AFUB_000120	30
AFUB_000130	13
AFUB_000140	10
AFUB_000150	6
AFUB_000160	0
AFUB_000170	0
AFUB_000180	2
AFUB_000190	0
AFUB_000200	0
AFUB_000210	0
AFUB_000220	0
AFUB_000230	0
AFUB_000240	380
AFUB_000250	21
AFUB_000260	16
AFUB_000270	12
AFUB_000280	46
AFUB_000290	18
AFUB_000300	28
AFUB_000310	150
AFUB_000320	6
AFUB_000330	10
AFUB_000340	5619
AFUB_000350	325
AFUB_000360	65
AFUB_000370	41
AFUB_000380	39
AFUB_000390	538
AFUB_000400	506
AFUB_000410	2594
AFUB_000420	3242
AFUB_000430	2064
AFUB_000440	1076
AFUB_000450	2866
AFUB_000460	922
AFUB_000470	701
AFUB_000480	20
AFUB_000490	3237
AFUB_000500	3107
AFUB_000510	875
AFUB_000520	771
AFUB_000530	7935
AFUB_000540	526
AFUB_000550	1098
AFUB_000560	943
AFUB_000570	1084
AFUB_000580	1956
AFUB_000590	331
AFUB_000600	353
AFUB_000610	213
AFUB_000620	736
AFUB_000630	9683
AFUB_000640	20
AFUB_000650	590
AFUB_000660	8361
AFUB_000670	140
AFUB_000680	0
AFUB_000690	1446
AFUB_000700	265
AFUB_000710	26
AFUB_000720	4
AFUB_000730	75
AFUB_000740	1
AFUB_000750	9
AFUB_000760	11
AFUB_000770	4
AFUB_000780	6
AFUB_000790	2
AFUB_000800	0
AFUB_000810	6
AFUB_000820	19
AFUB_000830	6
AFUB_000840	421
AFUB_000850	514
AFUB_000860	475
AFUB_000870	5
AFUB_000880	3199
AFUB_000890	12
AFUB_000900	25
AFUB_000910	2
AFUB_000920	90
AFUB_000930	479
AFUB_000940	642
AFUB_000950	48
AFUB_000960	623
AFUB_000970	137
AFUB_000980	507
AFUB_000990	950
AFUB_001000	73
AFUB_001010	16
AFUB_001020	20
AFUB_001030	6
AFUB_001040	11
AFUB_001050	11115
AFUB_001060	1849
AFUB_001070	10574
AFUB_001080	6057
AFUB_001090	0
AFUB_001100	4567
AFUB_001110	1884
AFUB_001120	33
AFUB_001130	6
AFUB_001140	2414
AFUB_001150	24
AFUB_001160	59
AFUB_001170	343
AFUB_001180	3420
AFUB_001190	29584
AFUB_001200	5486
AFUB_001210	1417
AFUB_001220	500
AFUB_001230	1215
AFUB_001240	0
AFUB_001250	4292
AFUB_001260	3794
AFUB_001270	3
AFUB_001280	28
AFUB_001290	989
AFUB_001300	220
AFUB_001310	3756
AFUB_001320	4851
AFUB_001330	2423
AFUB_001340	22721
AFUB_001350	224
AFUB_001360	180
AFUB_001370	3122
AFUB_001380	0
AFUB_001390	0
AFUB_001400	19819
AFUB_001410	2427
AFUB_001420	1147
AFUB_001430	658
AFUB_001440	629
AFUB_001450	38
AFUB_001460	656
AFUB_001470	14314
AFUB_001480	2814
AFUB_001490	175
AFUB_001500	82
AFUB_001510	6289
AFUB_001520	11645
AFUB_001530	423
AFUB_001540	1160
AFUB_001550	2273
AFUB_001560	3279
AFUB_001570	5259
AFUB_001580	1741
AFUB_001590	646
AFUB_001600	479
AFUB_001610	614
AFUB_001620	2227
AFUB_001630	644
AFUB_001640	8500
AFUB_001650	192
AFUB_001660	429
AFUB_001670	536
AFUB_001680	60
AFUB_001690	2131
AFUB_001700	4992
AFUB_001710	797
AFUB_001720	3702
AFUB_001730	222
AFUB_001740	146
AFUB_001750	47407
AFUB_001760	5779
AFUB_001770	1348
AFUB_001780	1963
AFUB_001790	4817
AFUB_001800	163
AFUB_001810	109056
AFUB_001820	1047
AFUB_001830	1120
AFUB_001840	791
AFUB_001850	1597
AFUB_001860	354
AFUB_001870	2316
AFUB_001880	2319
AFUB_001890	3434
AFUB_001900	8620
AFUB_001910	13
AFUB_001920	285
