Geneid	HISAT2 on data 102 and data 1: aligned reads (BAM)
AFUB_000010	57
AFUB_000020	189
AFUB_000030	13
AFUB_000040	277
AFUB_000050	4
AFUB_000060	2
AFUB_000070	0
AFUB_000080	10
AFUB_000090	4
AFUB_000100	75
AFUB_000110	2051
AFUB_000120	52
AFUB_000130	10
AFUB_000140	31
AFUB_000150	26
AFUB_000160	4
AFUB_000170	0
AFUB_000180	0
AFUB_000190	2
AFUB_000200	0
AFUB_000210	16
AFUB_000220	0
AFUB_000230	0
AFUB_000240	634
AFUB_000250	46
AFUB_000260	33
AFUB_000270	35
AFUB_000280	65
AFUB_000290	23
AFUB_000300	118
AFUB_000310	573
AFUB_000320	29
AFUB_000330	32
AFUB_000340	6820
AFUB_000350	565
AFUB_000360	29
AFUB_000370	45
AFUB_000380	111
AFUB_000390	1049
AFUB_000400	1037
AFUB_000410	6317
AFUB_000420	4713
AFUB_000430	2460
AFUB_000440	1997
AFUB_000450	4490
AFUB_000460	1224
AFUB_000470	894
AFUB_000480	52
AFUB_000490	1634
AFUB_000500	4493
AFUB_000510	1863
AFUB_000520	1288
AFUB_000530	9834
AFUB_000540	977
AFUB_000550	2283
AFUB_000560	1036
AFUB_000570	1485
AFUB_000580	2539
AFUB_000590	394
AFUB_000600	418
AFUB_000610	240
AFUB_000620	918
AFUB_000630	16702
AFUB_000640	44
AFUB_000650	768
AFUB_000660	3840
AFUB_000670	105
AFUB_000680	0
AFUB_000690	3623
AFUB_000700	542
AFUB_000710	42
AFUB_000720	3
AFUB_000730	96
AFUB_000740	2
AFUB_000750	19
AFUB_000760	13
AFUB_000770	19
AFUB_000780	28
AFUB_000790	8
AFUB_000800	4
AFUB_000810	11
AFUB_000820	59
AFUB_000830	16
AFUB_000840	671
AFUB_000850	886
AFUB_000860	502
AFUB_000870	38
AFUB_000880	4218
AFUB_000890	33
AFUB_000900	81
AFUB_000910	11
AFUB_000920	379
AFUB_000930	2382
AFUB_000940	3429
AFUB_000950	98
AFUB_000960	509
AFUB_000970	106
AFUB_000980	240
AFUB_000990	6916
AFUB_001000	302
AFUB_001010	15
AFUB_001020	24
AFUB_001030	5
AFUB_001040	56
AFUB_001050	8696
AFUB_001060	2143
AFUB_001070	10422
AFUB_001080	9201
AFUB_001090	1
AFUB_001100	3181
AFUB_001110	3202
AFUB_001120	69
AFUB_001130	4
AFUB_001140	1973
AFUB_001150	101
AFUB_001160	75
AFUB_001170	468
AFUB_001180	3256
AFUB_001190	27828
AFUB_001200	14185
AFUB_001210	2015
AFUB_001220	932
AFUB_001230	1804
AFUB_001240	0
AFUB_001250	5845
AFUB_001260	9628
AFUB_001270	11
AFUB_001280	99
AFUB_001290	2863
AFUB_001300	1307
AFUB_001310	1445
AFUB_001320	5157
AFUB_001330	5620
AFUB_001340	14240
AFUB_001350	365
AFUB_001360	196
AFUB_001370	11222
AFUB_001380	0
AFUB_001390	0
AFUB_001400	5791
AFUB_001410	2739
AFUB_001420	1417
AFUB_001430	1063
AFUB_001440	2096
AFUB_001450	35
AFUB_001460	2207
AFUB_001470	12181
AFUB_001480	2373
AFUB_001490	367
AFUB_001500	193
AFUB_001510	4045
AFUB_001520	11876
AFUB_001530	816
AFUB_001540	1543
AFUB_001550	4046
AFUB_001560	6427
AFUB_001570	5916
AFUB_001580	1947
AFUB_001590	996
AFUB_001600	1093
AFUB_001610	1278
AFUB_001620	4909
AFUB_001630	1163
AFUB_001640	8329
AFUB_001650	329
AFUB_001660	640
AFUB_001670	242
AFUB_001680	136
AFUB_001690	2106
AFUB_001700	9577
AFUB_001710	1910
AFUB_001720	5767
AFUB_001730	460
AFUB_001740	242
AFUB_001750	36933
AFUB_001760	7039
AFUB_001770	2365
AFUB_001780	2083
AFUB_001790	11493
AFUB_001800	366
AFUB_001810	57520
