Geneid	HISAT2 on data 165 and data 1: aligned reads (BAM)
AFUB_000010	85
AFUB_000020	147
AFUB_000030	17
AFUB_000040	330
AFUB_000050	0
AFUB_000060	2
AFUB_000070	0
AFUB_000080	9
AFUB_000090	0
AFUB_000100	40
AFUB_000110	1164
AFUB_000120	26
AFUB_000130	12
AFUB_000140	30
AFUB_000150	42
AFUB_000160	1
AFUB_000170	0
AFUB_000180	2
AFUB_000190	1
AFUB_000200	0
AFUB_000210	4
AFUB_000220	0
AFUB_000230	0
AFUB_000240	618
AFUB_000250	28
AFUB_000260	64
AFUB_000270	51
AFUB_000280	107
AFUB_000290	53
AFUB_000300	145
AFUB_000310	698
AFUB_000320	17
AFUB_000330	16
AFUB_000340	30273
AFUB_000350	424
AFUB_000360	51
AFUB_000370	94
AFUB_000380	445
AFUB_000390	848
AFUB_000400	776
AFUB_000410	6552
AFUB_000420	7860
AFUB_000430	2426
AFUB_000440	1740
AFUB_000450	5585
AFUB_000460	845
AFUB_000470	1669
AFUB_000480	83
AFUB_000490	2848
AFUB_000500	4291
AFUB_000510	2377
AFUB_000520	900
AFUB_000530	8122
AFUB_000540	1006
AFUB_000550	2498
AFUB_000560	815
AFUB_000570	1559
AFUB_000580	2182
AFUB_000590	268
AFUB_000600	270
AFUB_000610	217
AFUB_000620	1544
AFUB_000630	13480
AFUB_000640	44
AFUB_000650	931
AFUB_000660	7213
AFUB_000670	120
AFUB_000680	0
AFUB_000690	4626
AFUB_000700	448
AFUB_000710	14
AFUB_000720	2
AFUB_000730	147
AFUB_000740	2
AFUB_000750	22
AFUB_000760	3
AFUB_000770	8
AFUB_000780	11
AFUB_000790	0
AFUB_000800	2
AFUB_000810	8
AFUB_000820	26
AFUB_000830	14
AFUB_000840	502
AFUB_000850	603
AFUB_000860	341
AFUB_000870	16
AFUB_000880	3371
AFUB_000890	52
AFUB_000900	225
AFUB_000910	170
AFUB_000920	167
AFUB_000930	895
AFUB_000940	1817
AFUB_000950	67
AFUB_000960	390
AFUB_000970	81
AFUB_000980	217
AFUB_000990	22869
AFUB_001000	713
AFUB_001010	29
AFUB_001020	30
AFUB_001030	14
AFUB_001040	68
AFUB_001050	8504
AFUB_001060	2032
AFUB_001070	12797
AFUB_001080	6780
AFUB_001090	1
AFUB_001100	2799
AFUB_001110	2822
AFUB_001120	51
AFUB_001130	12
AFUB_001140	2240
AFUB_001150	133
AFUB_001160	91
AFUB_001170	414
AFUB_001180	3082
AFUB_001190	25089
AFUB_001200	12159
AFUB_001210	1586
AFUB_001220	634
AFUB_001230	1447
AFUB_001240	1
AFUB_001250	4686
AFUB_001260	2868
AFUB_001270	7
AFUB_001280	90
AFUB_001290	2448
AFUB_001300	1375
AFUB_001310	2098
AFUB_001320	4190
AFUB_001330	4531
AFUB_001340	14807
AFUB_001350	504
AFUB_001360	65
AFUB_001370	2816
AFUB_001380	0
AFUB_001390	0
AFUB_001400	6416
AFUB_001410	2384
AFUB_001420	2729
AFUB_001430	1049
AFUB_001440	1796
AFUB_001450	70
AFUB_001460	2178
AFUB_001470	18225
AFUB_001480	2772
AFUB_001490	473
AFUB_001500	155
AFUB_001510	3691
AFUB_001520	11765
AFUB_001530	745
AFUB_001540	1904
AFUB_001550	4626
AFUB_001560	5167
AFUB_001570	5387
AFUB_001580	2648
AFUB_001590	1374
AFUB_001600	1038
AFUB_001610	1460
AFUB_001620	3164
AFUB_001630	1238
AFUB_001640	5858
AFUB_001650	234
AFUB_001660	725
AFUB_001670	415
AFUB_001680	102
AFUB_001690	2774
AFUB_001700	8635
AFUB_001710	2283
AFUB_001720	5269
AFUB_001730	351
AFUB_001740	214
AFUB_001750	34239
AFUB_001760	7236
AFUB_001770	1723
AFUB_001780	2350
AFUB_001790	13753
AFUB_001800	362
AFUB_001810	31317
AFUB_001820	1712
AFUB_001830	2842
AFUB_001840	1346
AFUB_001850	2482
AFUB_001860	812
AFUB_001870	4925
AFUB_001880	2696
AFUB_001890	2968
AFUB_001900	9182
AFUB_001910	127
AFUB_001920	453
AFUB_001930	497
AFUB_001940	4367
AFUB_001950	1416
AFUB_001960	1254
AFUB_001970	120
AFUB_001980	17
AFUB_001990	802
AFUB_002000	4804
AFUB_002010	487
AFUB_002020	559
AFUB_002030	405
AFUB_002040	3636
AFUB_002050	193
AFUB_002060	234
AFUB_002070	98
AFUB_002080	764
AFUB_002090	1940
AFUB_002100	549
AFUB_002110	8
AFUB_002120	9736
AFUB_002130	109
AFUB_002140	6392
AFUB_002150	1136
AFUB_002160	4075
AFUB_002170	280
AFUB_002180	368
AFUB_002190	509
