Geneid	HISAT2 on data 116 and data 1: aligned reads (BAM)
AFUB_000010	70
AFUB_000020	137
AFUB_000030	24
AFUB_000040	231
AFUB_000050	1
AFUB_000060	0
AFUB_000070	0
AFUB_000080	7
AFUB_000090	5
AFUB_000100	23
AFUB_000110	724
AFUB_000120	7
AFUB_000130	8
AFUB_000140	24
AFUB_000150	16
AFUB_000160	0
AFUB_000170	0
AFUB_000180	2
AFUB_000190	2
AFUB_000200	0
AFUB_000210	6
AFUB_000220	0
AFUB_000230	1
AFUB_000240	688
AFUB_000250	26
AFUB_000260	48
AFUB_000270	18
AFUB_000280	108
AFUB_000290	26
AFUB_000300	107
AFUB_000310	411
AFUB_000320	23
AFUB_000330	6
AFUB_000340	20230
AFUB_000350	224
AFUB_000360	35
AFUB_000370	37
AFUB_000380	212
AFUB_000390	394
AFUB_000400	612
AFUB_000410	4533
AFUB_000420	5845
AFUB_000430	1813
AFUB_000440	804
AFUB_000450	3307
AFUB_000460	610
AFUB_000470	562
AFUB_000480	27
AFUB_000490	2676
AFUB_000500	3184
AFUB_000510	1518
AFUB_000520	752
AFUB_000530	5952
AFUB_000540	737
AFUB_000550	1010
AFUB_000560	700
AFUB_000570	1239
AFUB_000580	1741
AFUB_000590	201
AFUB_000600	210
AFUB_000610	212
AFUB_000620	779
AFUB_000630	8774
AFUB_000640	23
AFUB_000650	580
AFUB_000660	4337
AFUB_000670	143
AFUB_000680	0
AFUB_000690	4182
AFUB_000700	369
AFUB_000710	20
AFUB_000720	14
AFUB_000730	115
AFUB_000740	1
AFUB_000750	21
AFUB_000760	7
AFUB_000770	2
AFUB_000780	6
AFUB_000790	4
AFUB_000800	0
AFUB_000810	11
AFUB_000820	14
AFUB_000830	2
AFUB_000840	236
AFUB_000850	519
AFUB_000860	333
AFUB_000870	20
AFUB_000880	4228
AFUB_000890	45
AFUB_000900	75
AFUB_000910	28
AFUB_000920	65
AFUB_000930	383
AFUB_000940	443
AFUB_000950	39
AFUB_000960	396
AFUB_000970	54
AFUB_000980	241
AFUB_000990	8675
AFUB_001000	368
AFUB_001010	32
AFUB_001020	19
AFUB_001030	8
AFUB_001040	65
AFUB_001050	9958
AFUB_001060	1513
AFUB_001070	8001
AFUB_001080	5000
AFUB_001090	0
AFUB_001100	2747
AFUB_001110	2559
AFUB_001120	12
AFUB_001130	6
AFUB_001140	1861
AFUB_001150	142
AFUB_001160	61
AFUB_001170	357
AFUB_001180	2414
AFUB_001190	21596
AFUB_001200	7982
AFUB_001210	1086
AFUB_001220	455
AFUB_001230	1057
AFUB_001240	0
AFUB_001250	2970
AFUB_001260	783
AFUB_001270	0
AFUB_001280	93
AFUB_001290	1606
AFUB_001300	477
AFUB_001310	1356
AFUB_001320	4431
AFUB_001330	1900
AFUB_001340	17373
AFUB_001350	387
AFUB_001360	41
AFUB_001370	2396
AFUB_001380	0
AFUB_001390	0
AFUB_001400	7795
AFUB_001410	2072
AFUB_001420	837
AFUB_001430	733
AFUB_001440	643
AFUB_001450	48
AFUB_001460	1542
AFUB_001470	13942
AFUB_001480	2629
AFUB_001490	269
AFUB_001500	99
AFUB_001510	3311
AFUB_001520	9772
AFUB_001530	411
AFUB_001540	1720
AFUB_001550	3675
AFUB_001560	3532
AFUB_001570	5229
AFUB_001580	2150
AFUB_001590	898
AFUB_001600	982
AFUB_001610	850
AFUB_001620	2175
AFUB_001630	966
AFUB_001640	5544
AFUB_001650	184
AFUB_001660	656
AFUB_001670	654
AFUB_001680	46
AFUB_001690	2297
AFUB_001700	7256
AFUB_001710	1145
AFUB_001720	3840
AFUB_001730	306
AFUB_001740	217
AFUB_001750	30723
AFUB_001760	4685
AFUB_001770	1296
AFUB_001780	1518
AFUB_001790	7587
AFUB_001800	310
AFUB_001810	31868
AFUB_001820	1786
AFUB_001830	1826
AFUB_001840	1089
AFUB_001850	1596
AFUB_001860	777
AFUB_001870	4272
AFUB_001880	2141
AFUB_001890	3030
AFUB_001900	5434
AFUB_001910	32
AFUB_001920	247
AFUB_001930	413
AFUB_001940	3780
AFUB_001950	1036
AFUB_001960	836
AFUB_001970	130
AFUB_001980	17
AFUB_001990	538
AFUB_002000	3745
AFUB_002010	327
AFUB_002020	420
AFUB_002030	195
AFUB_002040	2222
AFUB_002050	166
AFUB_002060	176
AFUB_002070	62
AFUB_002080	327
AFUB_002090	1169
AFUB_002100	464
AFUB_002110	9
AFUB_002120	6442
AFUB_002130	94
AFUB_002140	4615
AFUB_002150	812
AFUB_002160	4562
AFUB_002170	105
AFUB_002180	181
AFUB_002190	320
AFUB_002200	8
AFUB_002210	4
AFUB_002220	0
AFUB_002230	376
AFUB_002240	856
AFUB_002250	384
AFUB_002260	1079
AFUB_002270	39
AFUB_002280	25
AFUB_002290	933
AFUB_002300	14
AFUB_002310	17
AFUB_002320	1429
AFUB_002330	1032
AFUB_002340	978
AFUB_002350	1907
AFUB_002360	18
AFUB_002370	2187
AFUB_002380	82
AFUB_002390	3815
AFUB_002400	974
AFUB_002410	19390
