Geneid	HISAT2 on data 95 and data 1: aligned reads (BAM)
AFUB_000010	71
AFUB_000020	145
AFUB_000030	14
AFUB_000040	251
AFUB_000050	0
AFUB_000060	0
AFUB_000070	0
AFUB_000080	7
AFUB_000090	1
AFUB_000100	37
AFUB_000110	1542
AFUB_000120	29
AFUB_000130	6
AFUB_000140	27
AFUB_000150	18
AFUB_000160	0
AFUB_000170	0
AFUB_000180	0
AFUB_000190	0
AFUB_000200	0
AFUB_000210	4
AFUB_000220	3
AFUB_000230	0
AFUB_000240	748
AFUB_000250	36
AFUB_000260	25
AFUB_000270	19
AFUB_000280	110
AFUB_000290	31
AFUB_000300	101
AFUB_000310	454
AFUB_000320	23
AFUB_000330	23
AFUB_000340	14016
AFUB_000350	294
AFUB_000360	43
AFUB_000370	68
AFUB_000380	111
AFUB_000390	1360
AFUB_000400	1131
AFUB_000410	3636
AFUB_000420	17307
AFUB_000430	2785
AFUB_000440	2690
AFUB_000450	6131
AFUB_000460	1024
AFUB_000470	812
AFUB_000480	25
AFUB_000490	1581
AFUB_000500	4393
AFUB_000510	2842
AFUB_000520	1254
AFUB_000530	12423
AFUB_000540	1140
AFUB_000550	1978
AFUB_000560	800
AFUB_000570	1781
AFUB_000580	2877
AFUB_000590	420
AFUB_000600	301
AFUB_000610	229
AFUB_000620	1393
AFUB_000630	14176
AFUB_000640	27
AFUB_000650	888
AFUB_000660	7349
AFUB_000670	85
AFUB_000680	0
AFUB_000690	2890
AFUB_000700	282
AFUB_000710	24
AFUB_000720	8
AFUB_000730	119
AFUB_000740	0
AFUB_000750	14
AFUB_000760	2
AFUB_000770	4
AFUB_000780	4
AFUB_000790	4
AFUB_000800	0
AFUB_000810	4
AFUB_000820	34
AFUB_000830	2
AFUB_000840	543
AFUB_000850	798
AFUB_000860	637
AFUB_000870	20
AFUB_000880	6344
AFUB_000890	42
AFUB_000900	66
AFUB_000910	2
AFUB_000920	179
AFUB_000930	733
AFUB_000940	1851
AFUB_000950	95
AFUB_000960	509
AFUB_000970	105
AFUB_000980	404
AFUB_000990	2024
AFUB_001000	109
AFUB_001010	8
AFUB_001020	17
AFUB_001030	7
AFUB_001040	62
AFUB_001050	12756
AFUB_001060	1572
AFUB_001070	10382
AFUB_001080	6040
AFUB_001090	0
AFUB_001100	4041
AFUB_001110	1872
AFUB_001120	28
AFUB_001130	7
AFUB_001140	2378
AFUB_001150	100
AFUB_001160	72
AFUB_001170	353
AFUB_001180	3588
AFUB_001190	37044
AFUB_001200	14650
AFUB_001210	1278
AFUB_001220	674
AFUB_001230	1518
AFUB_001240	0
AFUB_001250	6276
AFUB_001260	5168
AFUB_001270	8
AFUB_001280	75
AFUB_001290	2401
AFUB_001300	896
AFUB_001310	2704
AFUB_001320	6066
AFUB_001330	5184
AFUB_001340	17725
AFUB_001350	492
AFUB_001360	136
AFUB_001370	3037
AFUB_001380	0
AFUB_001390	0
AFUB_001400	8557
AFUB_001410	2459
AFUB_001420	767
AFUB_001430	803
AFUB_001440	1514
AFUB_001450	48
AFUB_001460	2167
AFUB_001470	22532
AFUB_001480	2303
AFUB_001490	375
AFUB_001500	142
AFUB_001510	3976
AFUB_001520	15015
AFUB_001530	1060
AFUB_001540	1573
AFUB_001550	2615
AFUB_001560	5720
AFUB_001570	6501
AFUB_001580	2593
AFUB_001590	1326
AFUB_001600	1138
AFUB_001610	1437
AFUB_001620	6123
AFUB_001630	927
AFUB_001640	7997
AFUB_001650	306
AFUB_001660	542
AFUB_001670	393
AFUB_001680	57
AFUB_001690	2840
AFUB_001700	5169
AFUB_001710	2004
AFUB_001720	3856
AFUB_001730	405
AFUB_001740	222
AFUB_001750	63056
AFUB_001760	6952
AFUB_001770	2034
AFUB_001780	2095
AFUB_001790	12212
AFUB_001800	388
AFUB_001810	50494
AFUB_001820	943
AFUB_001830	2762
AFUB_001840	1641
AFUB_001850	2880
AFUB_001860	949
AFUB_001870	3940
AFUB_001880	2801
AFUB_001890	3677
AFUB_001900	15198
AFUB_001910	17
AFUB_001920	382
AFUB_001930	427
AFUB_001940	4500
AFUB_001950	1213
AFUB_001960	1202
AFUB_001970	188
AFUB_001980	54
AFUB_001990	1161
AFUB_002000	2939
AFUB_002010	522
AFUB_002020	441
AFUB_002030	327
AFUB_002040	4159
AFUB_002050	309
AFUB_002060	518
AFUB_002070	192
AFUB_002080	913
AFUB_002090	2123
AFUB_002100	734
AFUB_002110	17
AFUB_002120	12292
AFUB_002130	77
AFUB_002140	8872
AFUB_002150	1141
AFUB_002160	3785
AFUB_002170	354
AFUB_002180	424
AFUB_002190	433
AFUB_002200	16
AFUB_002210	8
AFUB_002220	0
AFUB_002230	345
AFUB_002240	997
AFUB_002250	551
AFUB_002260	1623
AFUB_002270	38
AFUB_002280	18
AFUB_002290	1109
AFUB_002300	17
AFUB_002310	29
AFUB_002320	1570
AFUB_002330	966
AFUB_002340	1267
AFUB_002350	3468
AFUB_002360	28
AFUB_002370	1020
AFUB_002380	67
AFUB_002390	5517
AFUB_002400	1021
AFUB_002410	37737
AFUB_002420	259
AFUB_002430	2540
AFUB_002440	42
AFUB_002450	19155
AFUB_002460	840
AFUB_002470	606
AFUB_002480	141
AFUB_002490	5054
AFUB_002500	625
AFUB_002510	2963
AFUB_002520	3363
AFUB_002530	7023
AFUB_002540	679
AFUB_002550	1220
AFUB_002560	1089
AFUB_002570	6840
AFUB_002580	722
AFUB_002590	3340
AFUB_002600	270
AFUB_002610	4
AFUB_002620	2
AFUB_002630	0
AFUB_002640	1
AFUB_002650	14
AFUB_002660	4152
AFUB_002670	529
AFUB_002680	21301
AFUB_002690	4
AFUB_002700	0
AFUB_002710	27
AFUB_002720	969
AFUB_002730	5173
AFUB_002740	352
AFUB_002750	83
AFUB_002760	143
AFUB_002770	89
AFUB_002780	884
AFUB_002790	1768
AFUB_002800	4344
AFUB_002810	1566
AFUB_002820	1476
AFUB_002830	231
AFUB_002840	885
AFUB_002850	3789
AFUB_002860	32
AFUB_002870	1055
AFUB_002880	898
AFUB_002890	6720
AFUB_002900	2
AFUB_002910	329
AFUB_002920	8026
AFUB_002930	62163
AFUB_002940	313
AFUB_002950	5488
AFUB_002960	2188
AFUB_002970	3235
AFUB_002980	4961
AFUB_002990	1242
AFUB_003000	692
AFUB_003010	4465
AFUB_003020	0
AFUB_003030	0
AFUB_003040	1195
AFUB_003050	231
AFUB_003060	10
AFUB_003070	5878
AFUB_003080	1309
AFUB_003090	365
AFUB_003100	1195
AFUB_003110	824
AFUB_003120	3376
AFUB_003130	2
AFUB_003140	2
AFUB_003150	10773
AFUB_003160	36
AFUB_003170	1322
AFUB_003180	86
AFUB_003190	422
AFUB_003200	393
AFUB_003210	3239
AFUB_003220	3659
AFUB_003230	293
AFUB_003240	30
AFUB_003250	1821
AFUB_003260	534
AFUB_003270	983
AFUB_003280	784
AFUB_003290	5207
AFUB_003300	3341
AFUB_003310	1226
AFUB_003320	1195
AFUB_003330	103
AFUB_003340	3
AFUB_003350	195
AFUB_003360	5462
AFUB_003370	1732
AFUB_003380	3581
AFUB_003390	1183
AFUB_003400	3151
AFUB_003410	686
AFUB_003420	4410
AFUB_003430	250
AFUB_003440	15567
AFUB_003450	2036
AFUB_003460	3667
AFUB_003470	530
AFUB_003480	4162
AFUB_003490	1025
AFUB_003500	798
AFUB_003510	8273
AFUB_003520	4765
AFUB_003530	1352
AFUB_003540	1898
AFUB_003550	496
AFUB_003560	13867
AFUB_003570	132
AFUB_003580	331
AFUB_003590	0
AFUB_003600	451
AFUB_003610	143
AFUB_003620	7
AFUB_003629	4
AFUB_003630	88
AFUB_003640	0
AFUB_003650	0
AFUB_003660	0
AFUB_003670	2
AFUB_003680	0
AFUB_003690	2
AFUB_003700	2
AFUB_003710	3
AFUB_003720	2
AFUB_003730	0
AFUB_003740	2
AFUB_003750	0
AFUB_003760	22
AFUB_003770	17
AFUB_003780	1244
AFUB_003790	6142
AFUB_003800	21554
AFUB_003810	14150
AFUB_003820	1492
AFUB_003830	1155
AFUB_003840	637
AFUB_003850	1210
AFUB_003860	2762
AFUB_003870	1798
AFUB_003880	0
AFUB_003890	10
AFUB_003900	3118
AFUB_003910	10227
AFUB_003920	21126
AFUB_003930	24
AFUB_003940	446
AFUB_003950	2899
AFUB_003960	1716
AFUB_003970	1089
AFUB_003980	4
AFUB_003990	36
AFUB_004000	2607
AFUB_004010	314
AFUB_004020	20925
AFUB_004030	3098
AFUB_004040	18798
AFUB_004050	193
AFUB_004060	6768
AFUB_004070	2764
AFUB_004080	3
AFUB_004090	3300
AFUB_004100	742
AFUB_004110	1357
AFUB_004120	1933
AFUB_004130	2961
AFUB_004140	487
AFUB_004150	2936
AFUB_004160	1264
AFUB_004170	9840
AFUB_004185	790
AFUB_004200	3659
AFUB_004210	5516
AFUB_004220	993
AFUB_004230	1640
AFUB_004240	1385
AFUB_004250	5071
AFUB_004260	55
AFUB_004270	304
AFUB_004280	309
AFUB_004290	3292
AFUB_004300	65
AFUB_004310	1076
AFUB_004320	4004
AFUB_004330	4894
AFUB_004340	7192
AFUB_004350	17616
AFUB_004360	825
AFUB_004370	26299
AFUB_004380	2564
AFUB_004390	1717
AFUB_004400	2257
AFUB_004410	22692
AFUB_004420	2101
AFUB_004430	36038
AFUB_004440	6009
AFUB_004450	596
AFUB_004460	378
AFUB_004470	1158
AFUB_004480	549
AFUB_004489	72
AFUB_004490	109
AFUB_004500	63
AFUB_004510	697
AFUB_004520	997
AFUB_004530	46452
AFUB_004540	3826
AFUB_004550	337
AFUB_004560	1239
AFUB_004570	4658
AFUB_004580	198
AFUB_004590	3408
AFUB_004600	12459
AFUB_004610	2258
AFUB_004620	7853
AFUB_004630	1622
AFUB_004640	408
AFUB_004650	713
AFUB_004660	42592
AFUB_004670	377
AFUB_004680	3941
AFUB_004690	75
AFUB_004700	6882
AFUB_004710	3920
AFUB_004720	1164
AFUB_004730	1052
AFUB_004740	1540
AFUB_004750	1793
AFUB_004760	267
AFUB_004770	198
AFUB_004780	2201
AFUB_004790	2295
AFUB_004800	133
AFUB_004810	1607
AFUB_004820	1812
AFUB_004830	2344
AFUB_004840	2315
AFUB_004850	68
AFUB_004860	2006
AFUB_004870	39448
AFUB_004880	11692
AFUB_004890	4896
AFUB_004900	4090
AFUB_004910	491
AFUB_004920	408
AFUB_004930	1261
AFUB_004940	3045
AFUB_004950	181
AFUB_004960	760
AFUB_004970	16649
AFUB_004980	476
AFUB_004990	9116
AFUB_005000	47446
AFUB_005010	9585
AFUB_005020	2528
AFUB_005030	1176
AFUB_005040	5372
AFUB_005050	1451
AFUB_005060	2442
AFUB_005070	680
AFUB_005080	19
AFUB_005090	232
AFUB_005100	1612
AFUB_005110	1678
AFUB_005120	2028
AFUB_005130	7625
AFUB_005140	1279
AFUB_005150	419
AFUB_005160	2360
AFUB_005170	149
AFUB_005180	4881
AFUB_005190	2597
AFUB_005200	427
AFUB_005210	1357
AFUB_005220	0
AFUB_005230	0
AFUB_005240	5403
AFUB_005250	6515
AFUB_005260	0
AFUB_005270	4408
AFUB_005280	2978
AFUB_005290	1305
AFUB_005300	17501
AFUB_005310	4534
AFUB_005320	12935
AFUB_005330	18252
AFUB_005340	3431
AFUB_005350	2124
AFUB_005360	9525
AFUB_005370	593
AFUB_005380	380
AFUB_005390	58759
AFUB_005400	16549
AFUB_005410	971
AFUB_005420	6115
AFUB_005430	1788
AFUB_005440	34284
AFUB_005450	4329
AFUB_005460	2860
AFUB_005470	0
AFUB_005480	4193
AFUB_005490	11818
AFUB_005500	177
AFUB_005510	1014
AFUB_005520	2123
AFUB_005530	409
AFUB_005540	459
AFUB_005550	3473
AFUB_005560	36911
AFUB_005570	16706
AFUB_005580	430
AFUB_005590	3990
AFUB_005600	4889
AFUB_005610	2532
AFUB_005620	429
AFUB_005630	6039
AFUB_005640	48
AFUB_005650	2484
AFUB_005660	5185
AFUB_005670	3353
AFUB_005680	1172
AFUB_005690	30469
AFUB_005700	104
AFUB_005710	312
AFUB_005720	824
AFUB_005730	342
AFUB_005740	292138
AFUB_005750	6583
AFUB_005760	4158
AFUB_005770	3113
AFUB_005780	277
AFUB_005790	1526
AFUB_005800	641
AFUB_005810	612
AFUB_005820	987
AFUB_005830	14122
AFUB_005840	25056
AFUB_005850	1405
AFUB_005860	1961
AFUB_005870	545
AFUB_005880	1164
AFUB_005890	475
AFUB_005900	4786
AFUB_005910	283
AFUB_005920	2880
AFUB_005930	1520
AFUB_005940	5835
AFUB_005950	85
AFUB_005960	6
AFUB_005970	3
AFUB_005980	16689
AFUB_005990	11223
AFUB_006000	46057
AFUB_006010	3859
AFUB_006020	2344
AFUB_006029	974
AFUB_006030	322
AFUB_006040	200
AFUB_006050	4212
AFUB_006060	1332
AFUB_006070	250
AFUB_006080	550
AFUB_006090	27414
AFUB_006100	2881
AFUB_006110	1
AFUB_006120	1951
AFUB_006130	498
AFUB_006140	791
AFUB_006150	1255
AFUB_006160	469
AFUB_006170	86
AFUB_006180	18709
AFUB_006190	15170
AFUB_006200	2854
AFUB_006210	1746
AFUB_006220	7903
AFUB_006230	2137
AFUB_006240	55
AFUB_006250	88
AFUB_006260	1136
AFUB_006270	19
AFUB_006280	21
AFUB_006290	5985
AFUB_006300	657
AFUB_006310	4876
AFUB_006320	5816
AFUB_006330	671
AFUB_006340	2727
AFUB_006350	2162
AFUB_006360	2815
AFUB_006370	395
AFUB_006380	77176
AFUB_006390	98
AFUB_006400	6184
AFUB_006410	6491
AFUB_006420	882
AFUB_006430	2800
AFUB_006440	6522
AFUB_006450	2430
AFUB_006460	2738
AFUB_006470	5775
AFUB_006480	484
AFUB_006490	3693
AFUB_006500	29
AFUB_006510	39
AFUB_006520	36
AFUB_006530	1370
AFUB_006540	4633
AFUB_006550	13139
AFUB_006560	7077
AFUB_006570	5993
AFUB_006580	1416
AFUB_006590	11818
AFUB_006600	1457
AFUB_006610	2733
AFUB_006620	2416
AFUB_006630	1708
AFUB_006640	1246
AFUB_006650	738
AFUB_006660	1992
AFUB_006670	2184
AFUB_006680	4344
AFUB_006690	2943
AFUB_006700	4907
AFUB_006710	12325
AFUB_006720	28723
AFUB_006730	1907
AFUB_006740	297
AFUB_006750	1363
AFUB_006760	527
AFUB_006770	376989
AFUB_006780	9057
AFUB_006790	3138
AFUB_006800	1648
AFUB_006810	498
AFUB_006820	873
