"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","category"
"GO:0032452","histone demethylase activity","4/644","29/28407",0.00396164734697831,0.0364379424588354,0.02783336079762,"Jmjd6/Kdm4a/Kdm3a/Fbxl19",4,"down_MF"
