"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","category"
"GO:0035066","positive regulation of histone acetylation","3/631","13/28891",0.00251828036168983,0.0215362614444155,0.0154773767560563,"Ddx21/Mybbp1a/Tgfb1",3,"up_BP"
