baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
19888	0.927983971096153	3.43236830644356	4.46600887188642	0.768553848616459	0.442158212013066	NA
27395	249.037943587809	0.158580652351882	0.451640368442987	0.35112151931543	0.72549718440234	0.932070994100956
18777	353.029832225979	0.570957668814868	0.412514437045526	1.38409136151483	0.166330481683168	0.568308187880497
100503730	1.35267327069982	3.97855116522859	3.98691904859351	0.997901165470648	0.31832728679234	NA
21399	351.168586775431	0.830014039573429	0.443371075108176	1.87205274807545	0.061199306283608	0.342814157921711
58175	1.12006394019644	-3.71334083927045	3.69358331795253	-1.00534914732311	0.314728757322849	NA
108664	688.12236125683	0.435732476257669	0.444485453318033	0.980307618629534	0.326934295149273	0.742052610121009
12421	333.517635615521	-0.612242705991659	0.429326036067919	-1.42605538578332	0.15385235540501	0.548313142168791
240690	90.9815460380481	-0.784450101416642	0.561296785900168	-1.39756742087628	0.162243007375761	0.561386155990035
319263	450.955678267063	-0.268632678297732	0.401691765756501	-0.668753261077732	0.503652886009237	0.848012913387412
71096	0.273350330405041	-1.69953624221476	4.46205018526791	-0.38088685058407	0.703287210083426	NA
59014	156.3155919089	0.766561725041577	0.578919643525991	1.32412457171556	0.185461676211999	0.595512153656074
76187	9.55688392452353	1.47669793353255	1.2743682954627	1.1587685748227	0.24655053010108	0.663321304782077
72481	2.39816980703157	0.348094138173211	2.86398507291999	0.121541882834714	0.903261842873353	NA
76982	0.13667516520252	-0.816427528089151	4.55175477697924	-0.17936544653466	0.857650761041662	NA
17864	5.99514130826526	-1.25858543237063	1.53623228894288	-0.819267659864573	0.412633719644601	0.799455268725257
70675	492.762519211067	-0.60047830182228	0.406818010938538	-1.47603666916556	0.139934048549621	0.523079454876022
73331	2.18533641422445	3.17870631574548	2.86352079707901	1.11006922631328	0.266969196883195	NA
170755	505.779393146937	-0.760415145881786	0.501491768369884	-1.51630633610107	0.129441910248516	0.506560842000258
620986	7.36662154264872	-1.3132690873621	1.39999594216419	-0.938052067016686	0.348217653166198	0.759198385411824
240697	2.04866124902193	4.57689423258767	3.10848684548965	1.47238655335751	0.14091652221099	NA
73824	53.1777845095699	-1.79979113337894	0.701113850624343	-2.56704546882966	0.0102569161897133	0.119025017827704
266793	0.273350330405041	-1.69953624221476	4.46205018526791	-0.38088685058407	0.703287210083426	NA
100038398	12.950544337546	-0.899958918345337	1.02806110126073	-0.875394387786585	0.38135935239546	0.778001184596727
100039596	0.13667516520252	-0.816427528089151	4.55175477697924	-0.17936544653466	0.857650761041662	NA
69312	0.717139932613595	-1.56005771378035	4.1389468931497	-0.376921413599767	0.706232007350404	NA
26754	460.99190298303	0.072626112705491	0.417773109852083	0.173841041926334	0.861990388654125	0.972374501780588
211660	195.391089085087	-0.420512256505895	0.453403751447035	-0.927456500224871	0.35368956708522	0.762660281912348
211673	1180.42833048656	0.0967107837691387	0.373532266231144	0.258908781147419	0.795705622774369	0.956724413001142
329093	0	NA	NA	NA	NA	NA
109294	0.594116703093195	1.02453508113642	4.5148569890644	0.226925256684318	0.820481862318282	NA
320492	0.13667516520252	-0.816427528089151	4.55175477697924	-0.17936544653466	0.857650761041662	NA
240725	3.35471435000919	0.184832274940091	2.28382728618522	0.080930933813662	0.935496879021662	NA
240726	468.302892361079	0.0278647285302221	0.494372675784786	0.056363811948119	0.955051984987389	0.992017992546598
383491	0.13667516520252	-0.816427528089151	4.55175477697924	-0.17936544653466	0.857650761041662	NA
17978	1832.51546535181	0.371037886913322	0.453923178908118	0.817402380301066	0.4136985158653	0.799923866881971
72265	1090.32923616119	-0.27502489769914	0.423751702018538	-0.649023700410077	0.516323057217438	0.855446685609665
212442	200.056780508237	0.0364126204136165	0.557907096431314	0.0652664586031115	0.947961847540693	0.991153119064304
381246	0	NA	NA	NA	NA	NA
433273	4.17996887594384	0.323456270805636	1.89748207847154	0.1704660478618	0.864643633420092	NA
14048	0.362120710319156	0.145344318948077	4.55175413041099	0.03193149603073	0.974526681240028	NA
17681	0	NA	NA	NA	NA	NA
21749	265.481280158804	-0.612451986567284	0.57714710935283	-1.06117136626404	0.288612029643066	0.71001596238831
226866	2.0077333570342	-1.50469736386339	2.72120753265498	-0.552952079474554	0.58029622436698	NA
19989	4803.93667904282	-0.116743900996907	0.547585254397204	-0.213197671156105	0.83117278466213	0.965229695057356
98711	57.6932422274612	-0.323816365528293	0.627400909813579	-0.516123519209606	0.605768142363324	0.894937939200855
29819	72.9050970858101	-0.107656674051635	0.54104313041017	-0.19897983728214	0.842278516738014	0.968038693968543
66799	422.483928918625	0.982747723314515	0.521158848989288	1.8856970868295	0.0593357856950841	0.337810873788786
67923	584.095459709602	1.24559823105484	0.454519104559517	2.74047497357008	0.00613504540030728	0.0862606859617807
329101	1.39808827801426	4.02316865451861	3.59089575589547	1.1203802415911	0.262551761084777	NA
70397	356.63380125103	0.832500560513103	0.598743442434266	1.39041282377719	0.164403554589952	0.565343068148238
17087	160.036210199611	0.333759689308871	0.525215130395866	0.635472342651874	0.52512039927695	0.860011678194605
57339	1.14542062693231	-1.07531224452157	3.43929912280657	-0.312654470031698	0.754543190107517	NA
14545	1.33006287478526	2.19365037012925	3.3618399972199	0.65251480497088	0.514069125269041	NA
257630	0.13667516520252	-0.816427528089151	4.55175477697924	-0.17936544653466	0.857650761041662	NA
17215	316.568040874268	0.392874691650066	0.454036235620056	0.865293694265469	0.386877610935011	0.781733815023793
74229	52.996243856028	1.22314470358015	0.670944908383338	1.82301808732308	0.0683006514919115	0.364056834606465
71877	12.7697200371731	-1.72546597310057	1.24351009237909	-1.38757697559125	0.165265896550739	0.567193801901991
170829	9.59150844803158	0.572304008576372	1.3650336663324	0.419259995333337	0.675026129829001	0.917726123247954
75712	18.0026510860251	0.846500448325639	0.901248674281483	0.93925291929057	0.347600904741827	0.758635548834535
14859	123.188357119431	6.1036044683909	0.876404720787554	6.96436740197621	3.29882676417561e-12	2.4350839564223e-09
241041	0.825123529212542	-0.163824976216507	3.95745864405539	-0.0413965099705068	0.966979795054129	NA
226922	0.13667516520252	-0.816427528089151	4.55175477697924	-0.17936544653466	0.857650761041662	NA
387225	0.231995992774038	1.53528346133359	4.56209215174643	0.336530567613779	0.736470804739079	NA
70155	2500.66071424197	1.10403145227754	0.561838652203197	1.96503292884564	0.0494104264641615	0.304789385528929
100503399	0.13667516520252	-0.816427528089151	4.55175477697924	-0.17936544653466	0.857650761041662	NA
280645	22.6473537729513	0.42103460342178	0.954408682932264	0.441147079810946	0.659106521900586	0.913576920143239
98366	252.200472980062	-0.140880819649328	0.431506752748128	-0.326485782092872	0.744056844742103	0.93877915640379
68002	147.548253730042	1.61188403036676	0.518951943943757	3.10603717584582	0.0018961287574117	0.0395508050231228
68187	112.145705004129	0.411724932704767	0.502726301591189	0.818984269177101	0.412795388710065	0.799651892373617
12823	0.238108314144066	1.53528346133359	4.56209215174643	0.336530567613779	0.736470804739079	NA
68421	593.547498061305	-0.152502365579473	0.466436658945247	-0.32695192938807	0.743704243531888	0.938690822058345
210933	0.13667516520252	-0.816427528089151	4.55175477697924	-0.17936544653466	0.857650761041662	NA
210940	0	NA	NA	NA	NA	NA
665903	2.50878678037189	0.997808425898219	2.30972523756061	0.432003084034378	0.665739171690779	NA
213109	696.297492664496	-0.486599123075372	0.394125258746091	-1.23463064667179	0.216967997815687	0.628620537936554
19243	222.613390520533	-1.34445386888894	0.495312412686539	-2.71435529264595	0.0066404904765125	0.090216970308202
266744	0	NA	NA	NA	NA	NA
408191	0	NA	NA	NA	NA	NA
19076	97.2959922985931	0.419473849582682	0.5192914100988	0.807781221535849	0.419216537137794	0.803609879161866
67503	3.35407309722123	-0.608803205129337	2.11702232571431	-0.28757524081562	0.773671899576815	NA
19335	59.8823440606751	0.535922234703856	0.574442630896014	0.932943005758341	0.350849396185986	0.760290933293966
213539	24.6486082125696	1.63843827744295	1.08839436353787	1.50537188755474	0.13222849250954	0.511178347388496
98403	233.291232263509	-0.0863451160877052	0.44864921371052	-0.192455739248029	0.847385234732886	0.969500555726064
433287	4.3625017937653	0.29815815135279	1.73756089547662	0.17159579968045	0.863755309842891	0.972911349691986
320705	17.3800173008947	-1.17090219611759	0.960239731623911	-1.21938528219137	0.222697993393905	0.634431440442715
13518	748.813317071466	-0.0225790239049599	0.482626700258569	-0.0467836194990105	0.962685684483773	0.992882626493721
100628580	0.374783479346586	0.145344318948078	4.55175413041099	0.03193149603073	0.974526681240028	NA
69668	575.818601912269	0.254253323593736	0.396595872101129	0.641089182917424	0.521464741739755	0.857675068238538
27993	481.407113161418	-0.317005117572253	0.393239679247079	-0.806137158333592	0.420163768202583	0.80427035116793
52318	99.6119707558021	0.519091387930546	0.574408567562945	0.903697154331987	0.36615600846373	0.76940173294588
19253	343.791002062165	-1.956515960993	0.408806448042605	-4.78592245880891	1.70203764629968e-06	0.000177188736755478
21755	0.676336635349908	2.97979473198952	4.48740788381578	0.664034741021962	0.506668076026753	NA
12627	0.13667516520252	-0.816427528089151	4.55175477697924	-0.17936544653466	0.857650761041662	NA
211383	0.13667516520252	-0.816427528089151	4.55175477697924	-0.17936544653466	0.857650761041662	NA
226970	67.213739625842	-0.125030847342911	0.586552033277174	-0.213162413987963	0.831200283799674	0.965229695057356
214469	2797.45195265035	0.0344197482438749	0.374331683203938	0.0919498663572188	0.926737871618357	0.987851271575861
226971	3423.32431188068	1.06467446118288	0.373719110235739	2.84886277426725	0.00438758004013007	0.0704930785891273
50785	224.567447179543	-0.788567861337306	0.472687695093334	-1.66826399232077	0.0952633325518992	0.434373335489734
320011	1356.83690588531	-0.731426561889847	0.407726806217141	-1.79391335260973	0.0728269998713983	0.377841603784174
214854	1566.5943295034	-1.04665948371494	0.390359192682554	-2.68127279524861	0.00733427001879427	0.0963145798588291
214855	320.592905096938	-0.210650810838697	0.465154983477613	-0.4528615586655	0.650648433193547	0.909409204118563
226976	1221.24168483085	0.424040466264937	0.462089467094308	0.917658800862462	0.358797523174744	0.765981428104054
214895	249.661736606311	-1.05000838113854	0.42585260777109	-2.46566150348187	0.0136760506506255	0.141191674432682
94220	236.147255470335	0.792492974334512	0.458539179056102	1.72829937011239	0.0839345659453084	0.409261863381766
94218	359.050006395397	-0.745172154525265	0.430977812459621	-1.72902672244892	0.0838043125520737	0.409077112740413
78321	138.153598778734	0.315884718099972	0.52321303365345	0.603740155122355	0.54601641263953	0.868713170746003
109346	87.2004088163078	0.384173835650069	0.541820376209793	0.709042798164011	0.478297918385423	0.833789614482697
