"","V1"
"AFUB_004010",0.987393681177382
"AFUB_004020",0.61980050832629
"AFUB_004030",0.00207227466596478
"AFUB_004040",0.462291758619573
"AFUB_004050",0.652280657409536
"AFUB_004060",0.0482049569983874
"AFUB_004070",0.875157875047587
"AFUB_004090",0.774673908701252
"AFUB_004100",0.48375763303244
"AFUB_004110",0.164534845371723
"AFUB_004120",0.000122109351537058
"AFUB_004130",0.00518232335377564
"AFUB_004140",0.833017378026491
"AFUB_004150",0.00744186241152316
"AFUB_004160",0.850420847331348
"AFUB_004170",0.377136256852171
"AFUB_004185",0.000286429837953335
"AFUB_004200",0.00287151372007605
"AFUB_004210",0.351605945456277
"AFUB_004220",0.027286648662997
"AFUB_004230",0.00156385843689207
"AFUB_004240",0.19518518858125
"AFUB_004250",0.0253917519016999
"AFUB_004260",0.0262652120455082
"AFUB_004270",0.622236563015074
"AFUB_004280",0.0920282383621509
"AFUB_004290",0.583359896945615
"AFUB_004300",0.00728605612494179
"AFUB_004310",0.552951190405059
"AFUB_004320",0.000465809596468368
"AFUB_004330",0.0503189133669085
"AFUB_004340",0.339084944953039
"AFUB_004350",0.0110379110510443
"AFUB_004360",0.00675412024720488
"AFUB_004370",0.000887587660915492
"AFUB_004380",0.0491321114322424
"AFUB_004390",0.0256034489135635
"AFUB_004400",0.00353453589416549
"AFUB_004410",0.542406312505283
"AFUB_004420",0.268338224423525
"AFUB_004430",0.620691754264201
"AFUB_004440",5.10140012210427e-05
"AFUB_004450",0.045117871053336
"AFUB_004460",0.0903105671531368
"AFUB_004470",0.0105512017947245
"AFUB_004480",0.101442322476168
"AFUB_004489",0.00249227089277761
"AFUB_004490",0.163851037253553
"AFUB_004500",0.44851928859217
"AFUB_004510",0.195265875582815
"AFUB_004520",0.00129534618630519
"AFUB_004530",0.0113116083285202
"AFUB_004540",0.43356167964088
"AFUB_004550",0.0475992134822912
"AFUB_004560",0.433185521292112
"AFUB_004570",0.0142029545217058
"AFUB_004580",0.181115942732645
"AFUB_004590",0.215997825688894
"AFUB_004600",0.00035358498729994
"AFUB_004610",0.716394785533639
"AFUB_004620",0.00193817163754888
"AFUB_004630",0.000208878778192722
"AFUB_004640",0.000259951226598557
"AFUB_004650",0.256110877428966
"AFUB_004660",0.834253095072333
"AFUB_004670",0.31418074301373
"AFUB_004680",0.00101869915213424
"AFUB_004690",0.00279085915095892
"AFUB_004700",0.00284150055408107
"AFUB_004710",0.0283287976282751
"AFUB_004720",0.000148723260300877
"AFUB_004730",0.140569325105653
"AFUB_004740",0.50632610742787
"AFUB_004750",0.00134054306642768
"AFUB_004760",0.667562144349439
"AFUB_004770",4.99520110532601e-06
"AFUB_004780",2.67486066348991e-05
"AFUB_004790",0.0543356288581104
"AFUB_004800",0.041180719707043
"AFUB_004810",0.0470948685763676
"AFUB_004820",0.853026960361332
"AFUB_004830",0.273091061212257
"AFUB_004840",0.00125198700430088
"AFUB_004850",0.00310218355715347
"AFUB_004860",0.0234636762228576
"AFUB_004870",0.923829985423056
"AFUB_004880",0.000927528470336923
"AFUB_004890",0.0623682645948703
"AFUB_004900",0.825679733605493
"AFUB_004910",4.25498110729729e-05
"AFUB_004920",0.14494978975706
"AFUB_004930",0.0903851645804046
"AFUB_004940",0.860721140550795
"AFUB_004950",0.206490187830131
"AFUB_004960",0.0662588520833162
"AFUB_004970",5.99087963883685e-05
"AFUB_004980",0.0514836586263195
"AFUB_004990",0.76901381332605
"AFUB_005000",0.586363797928586
"AFUB_005010",0.878563089964599
"AFUB_005020",0.00827687226356854
"AFUB_005030",0.0371128579918931
"AFUB_005040",0.00764939644397331
"AFUB_005050",0.358713930605399
"AFUB_005060",0.258369248821397
"AFUB_005070",0.0094825205347087
"AFUB_005080",0.200159764472232
"AFUB_005090",0.201721722183348
"AFUB_005100",0.00267974177352082
"AFUB_005110",0.00450340108075991
"AFUB_005120",0.575416101411258
"AFUB_005130",0.140764891174951
"AFUB_005140",0.318698985263137
"AFUB_005150",0.168411728017251
"AFUB_005160",0.000316121886259593
"AFUB_005170",0.00745164362278762
"AFUB_005180",0.00811223053961842
"AFUB_005190",0.0278667967665184
"AFUB_005200",0.0348522812862792
"AFUB_005210",0.618223248399974
"AFUB_005240",0.449350724571353
"AFUB_005250",0.0196429091456593
"AFUB_005270",0.167915689126714
"AFUB_005280",0.464276685222701
"AFUB_005290",0.0280613345765526
"AFUB_005300",0.000133869591042957
"AFUB_005310",0.0109082037811869
"AFUB_005320",0.035641341735088
"AFUB_005330",0.299732142362242
"AFUB_005340",0.808542673742635
"AFUB_005350",0.00199696536997785
"AFUB_005360",0.225106806973715
"AFUB_005370",0.250734702873299
"AFUB_005380",0.605508968163199
"AFUB_005390",0.817708172422094
"AFUB_005400",0.13092807055847
"AFUB_005410",0.0015707381382263
"AFUB_005420",0.0627214824760721
"AFUB_005430",0.00010608828161907
"AFUB_005440",0.0654856023706528
"AFUB_005450",0.0294587852432758
"AFUB_005460",0.00663598837779322
"AFUB_005480",0.206391913618177
"AFUB_005490",0.170546506131546
"AFUB_005500",0.330666880309123
"AFUB_005510",0.164351458247027
"AFUB_005520",0.0867754750732282
"AFUB_005530",0.00610165876342233
"AFUB_005540",0.364637347651777
"AFUB_005550",0.715643119479608
"AFUB_005560",0.000629492059405325
"AFUB_005570",0.013695488824939
"AFUB_005580",0.0556400491784935
"AFUB_005590",0.42734345287216
"AFUB_005600",0.0085177079202809
"AFUB_005610",0.000737702462877233
"AFUB_005620",0.619361569511163
"AFUB_005630",0.03375203608978
"AFUB_005640",0.673151798481572
"AFUB_005650",0.000138372256542182
"AFUB_005660",0.0208268511593487
"AFUB_005670",0.0254242454530129
"AFUB_005680",0.381534299434559
"AFUB_005690",0.870697077557834
"AFUB_005700",0.000575930533247159
"AFUB_005710",0.131978714790685
"AFUB_005720",0.0781597370390764
"AFUB_005730",0.00122562190985095
"AFUB_005740",0.846358088072687
"AFUB_005750",0.0287659329344635
"AFUB_005760",0.170583049209434
"AFUB_005770",0.0158677556912397
"AFUB_005780",0.147544372612549
"AFUB_005790",0.566497163007001
"AFUB_005800",0.00842679439851842
"AFUB_005810",0.000814697857642594
"AFUB_005820",0.319739893115494
"AFUB_005830",0.0248368023041838
"AFUB_005840",0.539856129817091
"AFUB_005850",0.970907220681222
"AFUB_005860",0.000429679884136609
"AFUB_005870",0.0128774399810918
"AFUB_005880",0.133134710804821
"AFUB_005890",0.809636010911545
"AFUB_005900",0.0396751991702155
"AFUB_005910",0.0396886801650904
"AFUB_005920",0.00361832014926398
"AFUB_005930",0.0391062160226858
"AFUB_005940",0.00126555868242875
"AFUB_005950",0.470535452913429
"AFUB_005980",0.168371672881059
"AFUB_005990",0.000827037734489445
"AFUB_006000",0.658451759749326
"AFUB_006010",0.0156566877344643
"AFUB_006020",0.00127550485134052
"AFUB_006029",0.0534687696044248
"AFUB_006030",0.0856903282333607
"AFUB_006040",0.151594319370097
"AFUB_006050",0.0041745260956247
"AFUB_006060",0.317790205960464
"AFUB_006070",0.802580576785491
"AFUB_006080",0.433259474329833
"AFUB_006090",0.00040981302832608
"AFUB_006100",0.000288560566785675
"AFUB_006120",0.000567483679468858
"AFUB_006130",0.276568755148347
"AFUB_006140",0.00295593449928889
"AFUB_006150",0.00183690356377219
"AFUB_006160",0.880481740039724
"AFUB_006170",0.326969427055858
"AFUB_006180",0.0332406673007892
"AFUB_006190",0.497536608177937
"AFUB_006200",0.113779063271862
"AFUB_006210",0.29695695902345
"AFUB_006220",0.020272406208528
"AFUB_006230",0.0461630432125769
"AFUB_006240",0.421949206628327
"AFUB_006250",0.00553351565088032
"AFUB_006260",0.00151457349172823
"AFUB_006290",0.0108669850778274
"AFUB_006300",0.269326732237337
"AFUB_006310",0.0490983356571998
"AFUB_006320",0.682599265045419
"AFUB_006330",0.00655678188528892
"AFUB_006340",0.00747056099385885
"AFUB_006350",0.00363168760581608
"AFUB_006360",0.395307444959767
"AFUB_006370",3.76402547035811e-05
"AFUB_006380",0.106272782412304
"AFUB_006390",0.000388037911619384
"AFUB_006400",0.109250431064724
"AFUB_006410",0.0151002775330038
"AFUB_006420",0.456448724964738
"AFUB_006430",0.00208771364176516
"AFUB_006440",0.0199417963379326
"AFUB_006450",0.762063383463388
"AFUB_006460",0.234742259449306
"AFUB_006470",0.0239651838737194
"AFUB_006480",0.432846568879605
"AFUB_006490",0.157010914821043
"AFUB_006500",0.930596780637837
"AFUB_006510",0.846683330027713
"AFUB_006520",0.0026021585137273
"AFUB_006530",0.931409776483913
"AFUB_006540",0.577235189620078
"AFUB_006550",0.81527293341455
"AFUB_006560",0.00726726326096861
"AFUB_006570",0.111194517805548
"AFUB_006580",0.168283001070892
"AFUB_006590",0.58406082163627
"AFUB_006600",0.0816592543307098
"AFUB_006610",0.200239105329775
"AFUB_006620",0.0036324540563371
"AFUB_006630",0.324125752163365
"AFUB_006640",0.00483807355518873
"AFUB_006650",0.619834853774226
"AFUB_006660",0.578693658817975
"AFUB_006670",0.00628862298072274
"AFUB_006680",0.587395257314446
"AFUB_006690",0.408628226933147
"AFUB_006700",0.00790333980911123
"AFUB_006710",0.0146110857438747
"AFUB_006720",0.473427273800666
"AFUB_006730",0.000141135026040792
"AFUB_006740",0.0151594320310793
"AFUB_006750",0.0536948291527534
"AFUB_006760",0.0269329311468725
"AFUB_006770",0.82464134304297
"AFUB_006780",0.00797877386858186
"AFUB_006790",0.447068646957974
"AFUB_006800",0.000645050178616125
"AFUB_006810",0.016272064348282
"AFUB_006820",0.00423729707632563
"AFUB_006830",0.00149969797009269
"AFUB_006840",0.0281919663470255
"AFUB_006850",0.11500837285059
"AFUB_006860",0.102949407066919
"AFUB_006870",0.528400551436155
"AFUB_006880",0.0978973597864522
"AFUB_006890",0.00783218124064168
"AFUB_006900",0.00359066230939875
"AFUB_006910",0.259506225257363
"AFUB_006920",0.0402142182963022
"AFUB_006930",0.00502472395865065
"AFUB_006940",0.0139738946807786
"AFUB_006950",0.809600637024433
"AFUB_006960",0.00549680161135934
"AFUB_006970",0.125370476093541
"AFUB_006980",0.944709122969037
"AFUB_006990",1.94883748799095e-05
"AFUB_007000",0.655470721926207
"AFUB_007010",0.132557232416945
"AFUB_007020",0.763813668910937
"AFUB_007030",0.00962899074313914
"AFUB_007040",0.382458921789933
"AFUB_007050",0.0609309967696435
"AFUB_007060",0.291400679515276
"AFUB_007070",0.827682842771555
"AFUB_007080",0.00130601537944206
"AFUB_007090",0.00203071738656311
"AFUB_007100",0.00336546817153112
"AFUB_007110",0.139374927450939
"AFUB_007120",0.000107165016453404
"AFUB_007130",0.00612111933848038
"AFUB_007140",0.0202238153847684
"AFUB_007150",0.730051386765353
"AFUB_007160",0.0191191050534789
"AFUB_007170",0.00255538993998308
"AFUB_007180",0.0013873485734347
"AFUB_007190",5.84512709431553e-05
"AFUB_007200",0.00975296767300709
"AFUB_007210",0.575656852687068
"AFUB_007220",0.0680489957872564
"AFUB_007230",0.00916602911527113
"AFUB_007240",0.220076114041121
"AFUB_007250",0.0688752273208845
"AFUB_007260",0.00586988750942479
"AFUB_007270",0.016718351168329
"AFUB_007280",0.019442813052036
"AFUB_007290",0.0844288391236128
"AFUB_007300",0.0425498544897037
"AFUB_007310",0.847280265063689
"AFUB_007320",0.281554386207448
"AFUB_007330",0.312778382392561
"AFUB_007340",0.886200312949536
"AFUB_007350",0.145396002925824
"AFUB_007360",0.0687673598098003
"AFUB_007370",0.0125700656663028
"AFUB_007380",0.0317681260754536
"AFUB_007390",0.00122429169574525
"AFUB_007400",0.0721745313096065
"AFUB_007410",0.000361868860918436
"AFUB_007420",0.240810091879689
"AFUB_007430",0.818777601552205
"AFUB_007440",9.21503925892373e-05
"AFUB_007450",0.00119758685237017
"AFUB_007460",0.994764781813086
"AFUB_007470",0.0452800101470531
"AFUB_007480",0.00638490375512839
"AFUB_007490",0.0040101852572896
"AFUB_007500",0.231975142968264
"AFUB_007510",0.0047016913915528
"AFUB_007520",2.78603896065043e-05
"AFUB_007530",0.235853221106542
"AFUB_007550",0.0366207290455164
"AFUB_007560",0.169306751789141
"AFUB_007570",0.00970137598683875
"AFUB_007580",0.0302164880918734
"AFUB_007590",0.0104812826870695
"AFUB_007600",0.0737113112581472
"AFUB_007610",0.00864656753394973
"AFUB_007620",0.0507027183396369
"AFUB_007630",0.0360436189001622
"AFUB_007640",0.509188797557569
"AFUB_007650",0.0743058605326134
"AFUB_007660",0.735803698480768
"AFUB_007670",0.0809930305983851
"AFUB_007680",0.010344172485889
"AFUB_007690",0.000152220820702575
"AFUB_007700",0.16090868029119
"AFUB_007710",0.242659632308417
"AFUB_007720",0.0833480124578477
"AFUB_007730",0.00072521654102801
"AFUB_007740",0.0342234931524494
"AFUB_007750",0.528131432727964
"AFUB_007760",0.477606293565589
"AFUB_007770",0.264369605395016
"AFUB_007780",0.363720645926183
"AFUB_007790",0.278401535615338
"AFUB_007800",0.14280821758377
"AFUB_007810",0.156040428278218
"AFUB_007820",0.0156348857725154
"AFUB_007830",0.00846151580345405
"AFUB_007840",0.00031221740063416
"AFUB_007850",0.649054238566904
"AFUB_007860",0.0060435545920916
"AFUB_007865",0.423225338907623
"AFUB_007870",0.340572237902544
"AFUB_007880",0.871008538030802
"AFUB_007890",0.389959586593555
"AFUB_007900",0.596771330607946
"AFUB_007910",0.221483615696674
"AFUB_007920",0.124311436682323
"AFUB_007930",0.0519960648159815
"AFUB_007940",0.000365637425290068
"AFUB_007950",0.0265714788367993
"AFUB_007960",0.178996222222509
"AFUB_007970",0.000121457209674639
"AFUB_007980",0.0738201055366249
"AFUB_007990",0.0455776214760369
"AFUB_008000",0.00288286934147041
"AFUB_008010",0.603360307094682
"AFUB_008020",0.35483075509194
"AFUB_008030",0.0164975486609226
"AFUB_008040",0.00147970386253872
"AFUB_008050",0.00203384778379764
"AFUB_008060",0.970698619605437
"AFUB_008070",0.00376478958460648
"AFUB_008080",0.697614584714799
"AFUB_008090",0.00184053398868305
"AFUB_008100",0.457208694485161
"AFUB_008110",0.0116836531564838
"AFUB_008120",0.0126514681189537
"AFUB_008130",0.0484199964421417
"AFUB_008140",0.946324864801139
"AFUB_008150",0.000883235560265774
"AFUB_008160",0.00216086243959761
"AFUB_008170",0.00121423712018298
"AFUB_008230",0.0785356434148046
"AFUB_008240",0.107552989394788
"AFUB_008250",0.0285850980497129
"AFUB_008260",0.39144072915721
"AFUB_008270",0.227142462636553
"AFUB_008280",0.297787346649246
"AFUB_008290",0.00303333022717307
"AFUB_008300",0.000745243799272327
"AFUB_008310",0.0286687899056153
"AFUB_008320",0.00278140784785275
"AFUB_008330",0.347840586226811
"AFUB_008340",0.290649377882831
"AFUB_008350",0.297468435586526
"AFUB_008360",0.241110827106729
"AFUB_008370",0.357574167511505
"AFUB_008380",0.00116100396600327
"AFUB_008390",0.0472402096945202
"AFUB_008400",0.00973422822667851
"AFUB_008410",0.00700645861519835
"AFUB_008420",0.0207239093755992
"AFUB_008430",0.172493456430531
"AFUB_008440",0.0256562820329501
"AFUB_008450",0.156586636630605
"AFUB_008460",0.0760735673496139
"AFUB_008470",0.00149134662069793
"AFUB_008480",0.000366905038836632
"AFUB_008490",0.0339130075417262
"AFUB_008500",0.00797750664021602
"AFUB_008510",0.000745685125495093
"AFUB_008520",0.795239444146231
"AFUB_008530",0.745596998288592
"AFUB_008540",0.122202496058794
"AFUB_008550",0.000284980584890008
"AFUB_008560",0.000116323612223125
"AFUB_008570",0.0426971024337808
"AFUB_008580",0.013425236468616
"AFUB_008590",0.0331722870504954
"AFUB_008600",0.113656595182479
"AFUB_008610",0.00235455885356793
"AFUB_008620",0.00618922497731882
"AFUB_008630",0.00499867256981176
"AFUB_008640",0.00555158705241796
"AFUB_008650",0.00775249322033433
"AFUB_008660",0.000571495831055881
"AFUB_008670",0.190214550829207
"AFUB_008680",0.00415788528956018
"AFUB_008690",0.00263026075392453
"AFUB_008700",0.0625280968014975
"AFUB_008710",1.18724743575173e-06
"AFUB_008730",0.0090289571736191
"AFUB_008740",0.00537914194306715
"AFUB_008750",0.0135881873657091
"AFUB_008760",0.0130697309303162
"AFUB_008800",0.0725963459700118
"AFUB_008810",0.11488318999056
"AFUB_008820",0.00412591406842244
"AFUB_008830",0.261304410475068
"AFUB_008840",0.00156310514033451
"AFUB_008850",0.000463445407552494
"AFUB_008860",0.218470843189204
