Geneid	HISAT2 on Control2 (BAM)
193587	0
195297	0
100113412	0
547330	0
211027	0
219060	0
627777	0
547427	0
547428	0
100101940	0
627813	0
100101942	0
320913	0
100114901	0
100114902	0
100114904	0
100115376	0
100118398	0
100123473	2
626545	0
100124293	0
100124294	0
100124295	0
100124296	0
100124335	0
100124336	0
100124338	0
100124339	0
100124340	0
100124341	0
100124342	0
100124343	0
100124344	0
100124345	0
100124346	0
100124347	0
100124348	0
100124349	0
100124351	0
100124352	0
100124354	0
100124355	0
100124356	0
100124357	0
100124358	0
100124359	0
100124360	0
100124361	0
100124362	0
100124363	0
100124364	0
100124365	0
100124366	0
100124367	0
100124368	0
100124369	0
100124370	0
100124371	0
100124372	0
100124387	0
100124388	0
100124390	0
100124391	0
100124392	0
100124393	0
100124396	0
100124397	0
654839	0
100124398	0
100124399	0
654838	0
100101484	10
13135	1469
105501	878
18348	0
69089	1061
20540	109
68836	696
17387	744
65107	1011
140743	2
27374	216
219072	245
16475	124
74359	70
19173	740
751525	0
73902	0
239096	8
56215	1029
75913	16
58248	514
110794	4
50934	124
239099	107
105651	11
12050	568
54196	1637
59049	29
13644	6
140806	0
67272	0
17888	0
387204	0
791403	0
140781	0
100124433	0
68966	447
239102	172
432855	0
105663	503
11766	131
319984	0
71412	0
667952	1
28200	2443
268747	4
12891	0
18185	0
100038376	0
74551	48
28199	5888
68680	111
19186	1355
85308	313
19188	1245
268749	288
16391	749
56739	0
75751	685
74140	1493
100861981	0
71099	3
67881	356
18002	255
105446	309
28113	282
21816	429
56187	859
52585	3094
67842	388
12684	733
57260	16
16995	14
104110	129
56532	45
73181	10
277154	41
56410	52
219094	486
654795	364
17228	2
17223	0
545055	0
545056	65
17224	2
17232	0
17225	0
17227	0
17231	2
13035	12
14942	0
14941	0
14944	0
245839	0
14943	0
14940	0
14939	6
192113	0
100038506	0
30054	0
219103	86
328417	361
75339	278
100503823	69
66645	190
219105	806
100503842	71
76007	561
432860	0
14611	0
14619	4362
14623	0
68631	468
668090	13
21821	133
239114	0
68043	153
67518	0
57258	105
100862055	0
50523	394
20220	1341
100526476	0
219114	12
67840	460
75965	350
68514	988
14180	4
67932	0
380907	0
71330	1660
628693	13
219131	12
236451	32
219132	42
628705	95
239122	229
69008	1362
71891	1036
219134	2
50769	0
71844	198
751526	0
219135	459
72125	14
100862065	0
219140	1362
239126	11
100504019	0
70478	894
29820	179
50720	0
24053	0
100046950	0
67355	0
219144	9
68177	2488
16648	817
75349	0
66674	433
66597	74
668253	130
328424	6
100504051	21
387134	0
387174	0
100316771	0
239133	0
67153	90
239134	0
545062	4
629059	178
319433	7
18130	454
71000	0
268752	160
432867	0
654465	0
654458	0
73670	0
619548	0
72609	0
13030	14730
14137	3355
382913	26
14463	573
12143	14
219148	38
58865	0
210376	440
219149	7
100124452	0
72400	82
20680	52
67750	0
271209	0
71037	0
100504162	0
78176	0
73382	0
110265	2194
78271	0
268755	0
387233	0
100526520	0
16554	635
219150	158
210925	206
54616	603
14365	2
50759	0
380912	519
18155	0
74195	481
100503545	23
71145	4
52033	18
71988	44
67179	886
68584	0
219151	27
100504279	2
12759	20713
268756	8833
11495	2
13850	6985
110902	54
19229	685
100043676	0
69303	0
66854	142
56471	1
100504326	0
11549	153
791407	0
12934	90
432870	0
239157	0
12177	1295
71978	409
13592	0
628416	0
73977	0
100038671	0
108912	34
105440	273
14714	7
68813	435
18039	0
18040	0
100043072	0
11500	0
58860	190
13522	0
20855	0
73554	6
18092	12
18095	0
67712	661
239167	0
100504477	0
67464	0
100504489	0
100862072	0
100862085	0
100504453	0
100862375	3
94352	127
791405	0
71843	317
105513	960
21933	15
246710	175
73523	0
13655	4
57784	290
219158	580
268759	10
213019	48
20410	437
19057	84
213053	4374
57746	2
67065	181
723838	0
105653	5
12153	2978
20389	4
213469	2
72549	243
15460	23
213484	416
239170	256
13829	13
14171	2
100861616	0
328440	7
65246	771
13449	79
73648	0
14586	72
100043132	0
74667	0
675947	0
319448	1588
668489	3
70086	1
105670	793
19645	225
751541	0
67168	452
16432	19984
100504566	14
67381	197
214254	21
20916	3165
100503116	9
74425	0
15558	0
13885	3440
380916	249
100038618	0
100043169	0
271221	15
70859	4
18826	1989
100043176	2
56373	6278
67302	479
380918	0
67926	0
75272	0
338337	438
67554	1947
100043189	60
22070	7864
100038852	0
100303751	11
68705	209
668504	1
67516	0
67467	423
27275	158
21807	2216
100503222	12
75789	0
72661	0
73272	2
210808	199
108811	30
239188	0
100043755	8
629678	0
380920	0
66148	411
108670	40
100502638	0
219170	0
100316715	0
21943	0
219181	780
380921	4
219189	2637
105590	0
100861718	0
66214	0
66897	165
211253	176
211255	326
432879	2
22380	458
13709	613
67955	564
16840	32
73989	0
791080	0
18530	0
100038734	0
380924	4
219228	8
319903	0
75155	0
56419	23
219249	209
219257	0
328451	46
74967	0
211712	0
100502750	0
66732	0
93688	0
13134	2
76789	436
77744	37
72662	167
52023	65
12224	0
546623	0
16597	755
76627	0
210789	89
100502869	0
66200	509
50933	282
380928	357
239217	387
100628599	0
71264	0
16365	4
211286	605
50789	965
105689	713
64929	0
105439	0
70898	0
13618	140
73877	0
320671	0
18996	0
72486	27
320249	0
100502987	321
74213	264
76273	1163
71362	0
74864	0
380930	0
24064	39
621364	0
212085	0
73631	0
100043809	0
668736	0
668738	0
668739	0
621487	0
668743	0
100043811	0
621499	0
100043814	0
668742	0
76965	0
239250	0
622052	0
75409	0
192885	0
75822	0
723905	0
387135	0
723891	0
387139	2
751527	0
75957	158
751549	0
103978	0
75088	0
23888	103
100503703	0
13190	14
76355	554
58245	503
223227	0
668814	0
73306	0
239273	124
58187	2
66573	20
100037258	5572
66435	119
50787	0
75432	0
239283	0
105559	579
100503814	0
76108	434
100862014	0
70572	1094
223254	551
320268	49
223255	435
56643	0
105445	445
68889	663
110168	1
321019	28
223262	0
319727	36
68059	3808
69634	572
68245	0
328479	0
65100	0
69248	0
22772	0
100038380	0
110821	1820
223267	1298
654799	33
70551	123
380934	0
338370	0
223272	21
14169	0
69393	0
20363	119733
100039139	111
14600	10223
106052	305
106064	939
328489	0
414066	2
67041	89
100862317	0
239318	0
12274	243
223825	0
109828	1
239319	225
67281	1686
100302529	3
105787	392
67515	331
19219	10
71432	0
13132	379
12279	3078
23880	134
78757	546
18414	83
16880	12043
268780	14
14573	0
545085	103
665556	0
170762	431
73692	156
71175	858
20512	0
223332	17
68646	4040
27401	81
320506	265
100505224	3
105887	770
223337	6216
75568	4
16197	5
320277	0
19116	7403
268782	3046
78244	411
67832	375
19355	49
100862295	0
75777	0
75646	796
100038608	7
75259	203
100502601	0
81799	8
17117	2293
22293	0
239336	2
239337	12
110960	3594
18162	29
381002	0
73339	0
20024	1137
22763	1178
100316684	3
100040052	31
268783	248
66629	1684
68070	26
100862396	2
669751	0
77877	699
14000	180
12563	4
12565	0
70886	0
320873	2
64833	0
215654	0
545091	1
320865	0
100040529	0
223413	0
100862086	0
70350	35
432939	0
17909	776
66270	1430
52521	557
211147	0
448987	21
622531	0
100038662	0
11732	719
223431	0
791293	2
432940	757
223433	96
223435	366
328516	0
110082	29
100628607	0
18163	1
73784	0
223453	4062
67434	545
252967	217
223455	3404
69574	2523
12465	2523
68073	216
57254	0
100616095	17
66835	0
20356	17
15529	4079
54381	1082
73486	0
75880	2
239364	2
67154	1352
100503407	10
114128	508
17181	34
77358	0
19946	806
239368	0
15473	12522
67724	86
223473	10
71637	0
16539	0
56274	164
107587	0
100126269	0
666173	958
100316736	0
100124469	0
12864	3262
626596	0
78803	0
17749	281
26942	29
30945	736
68839	1286
66696	3
18458	4149
22631	964
100505062	0
100038735	0
100862212	1
68036	1567
100503499	0
252973	3
52589	574
100503538	0
74892	0
382985	84
100041478	8
70790	1936
100503601	0
18285	0
21847	459
54375	1748
69679	0
66335	681
118452	0
14368	90
68588	0
69906	299
223499	395
116838	0
75766	0
64705	5077
100503072	2
239393	115
105976	0
328531	0
432945	0
22762	19
170719	1393
100503540	0
223513	0
11600	10
100503767	0
239405	0
16341	1466
100038728	0
66736	567
239408	0
22045	0
67429	414
223527	775
192190	38
55960	377
319613	131
69659	3
239410	4
432950	0
67498	0
71120	0
74726	0
75281	0
239420	0
83925	26
100316685	0
100502643	0
68135	1821
78581	115
19357	1120
239435	24
239436	2
100039748	5
69790	161
14042	704
100503094	0
320679	3
100628567	0
665097	0
18383	121
383032	0
239447	1224
105853	971
18133	4
18606	1270
100862169	0
319944	422
72107	11
100503794	3
97998	728
12818	1656
73334	0
68537	693
105837	85
20649	701
15117	0
594843	0
210463	0
387609	205
319829	0
67819	1076
100504341	3
210544	181
239463	86
75758	291
22770	861
70472	60
76773	100
67731	68
268807	2
69787	11
210998	1805
631797	0
74868	198
546638	2
68260	108
75841	902
69694	143
100502741	5
66218	3366
211401	1836
100416830	0
20775	2245
223593	780
68501	176
211770	483
100503021	0
71088	0
399603	519
320469	14
117586	697
432956	0
17869	62
19296	28
67552	0
432958	0
73994	0
83492	0
78462	0
331063	0
74236	0
270328	0
665769	0
74548	0
74460	0
223601	167
100861767	0
13196	439
71603	0
11514	0
76740	1120
18256	0
654498	0
110862	0
54562	0
213068	14
239510	658
21819	0
20491	80
22402	69
17988	1122
100040667	0
20442	2181
69334	0
380993	43
387226	0
387228	0
13992	453
100504454	0
100503580	0
70363	0
69700	0
100503602	0
223604	0
76510	290
353342	190
100041120	1
93696	264
239528	175
100861801	0
14083	360
387169	0
100040929	0
105841	117
106068	242
100503661	0
239530	0
19245	280
268816	0
100041273	6
100503729	0
107831	0
69439	0
11838	2
16469	51
66769	2
72373	0
223626	150
57277	0
68311	0
69462	0
23936	13
17068	33
78725	0
76486	0
625599	0
15202	0
110115	0
13072	2
67038	0
17069	7269
57248	2
110454	355
17067	29
100041546	26
546643	3
546644	6
223631	3991
17071	2
100041107	0
105892	1218
23934	0
68453	348
22701	61
100503873	0
72665	22
72960	576
14787	0
378435	0
223642	62
100861886	0
69146	460
223645	75
223646	2104
66656	1355
105734	60
66194	513
22122	471
78834	305
69020	699
223648	62
332110	458
105732	390
432964	14
105782	557
67959	1365
223649	649
223650	148
271278	129
100503893	6
18810	1009
100316774	0
671535	551
66168	2179
100038659	4
74281	0
100526548	0
100503915	2
75475	2084
109075	336
14731	492
66445	4126
106025	559
68877	371
59053	108
73542	0
223658	857
12181	504
20289	8
15499	285
13350	478
170729	0
666504	0
30840	312
52710	142
268822	477
94230	994
72027	1578
66914	888
72749	36
54151	835
16581	117
100861904	0
14106	0
73062	625
76282	5499
69572	264
79456	25
223664	264
378937	122
223665	609
223666	118
71591	40
223669	47
66398	256
26961	5419
239546	17
117171	139
17189	0
71939	0
93686	752
100042318	66
75761	2250
223672	1441
278679	6
245282	4
626615	0
108956	1
76409	0
328561	5
666661	48
328563	10
666348	1
71898	2422
239552	0
17886	3172
56551	3065
239554	4
55944	634
100504021	6
12300	0
100861922	0
67042	72
19293	0
17972	66
12984	47
12983	210
100504034	0
73376	0
22117	4545
246221	2196
72844	92
71753	12084
16185	34
72709	48
20607	0
19354	189
72318	197
207393	1
17305	33
105844	293
104445	384
107753	6
106039	595
100504071	0
100038696	0
20401	63
57028	12
16852	189
97961	285
110253	402
100038602	2
654469	266
14958	3613
26912	2392
14429	3
223690	203
223691	1545
27008	252
27660	2
69833	343
20665	0
100041655	2
100038573	0
18693	331
57274	0
207495	2
53357	1037
17133	72
223693	889
100316695	3
27373	120
100503109	0
16520	0
105785	12
67040	4562
13404	0
75729	10
73739	177
223696	707
74158	750
14904	488
223697	1122
100504191	15
54152	203
504193	0
73340	0
494448	126
100038357	0
109361	0
80287	61
52609	158
18591	37
27367	4204
100302601	5
100302600	0
20972	60
66513	125
17309	18
239555	634
11911	1381
100861991	0
66538	328
239556	4
383075	0
17444	16
213956	33
106059	5
213988	782
100628612	0
11564	417
105835	221
223701	138
67638	0
207911	0
78102	2
20524	1072
70356	2642
321003	180
57755	6
56438	818
383080	1
328572	694
214669	293
214685	37
19387	1551
20286	885
100504312	0
21685	836
57259	1238
68479	489
11429	3156
78929	186
105859	15
29858	33
66346	0
28075	913
14375	319
20826	549
328573	0
74369	0
76457	50
20788	1505
723897	0
435145	2
72049	5
66570	101
76505	2
24050	4
74716	0
17939	683
338368	4
69029	1271
67130	311
100862061	13
56448	4004
545123	6
13101	12285
13105	5287
545124	2
380997	1
223706	2
68444	4492
627860	1298
71754	1659
76279	19391
21411	645
21378	0
100504637	8
100526477	0
106026	0
74039	63
68607	337
74778	368
73826	779
104307	0
109754	8835
100504676	23
239559	11
66251	176
69291	220
23970	1101
319953	74
12124	52
223722	613
12257	983
223723	346
64706	6
223726	0
77627	0
29859	0
75772	4
116939	208
68653	2058
170736	74
64099	38
72301	0
223732	10
109270	49
328576	0
73167	1
271305	3
18141	712
223739	696
100526461	1
22270	0
73225	108
140557	6
100502582	0
67747	0
100502602	0
14114	0
100861793	2
54138	771
328577	0
223745	0
22422	2
105975	0
723966	0
387245	0
19013	4334
72355	53
18766	29
239570	664
29870	39
72026	161
12614	747
223752	267
223753	133
223754	507
106014	0
328579	0
70073	0
223770	515
223773	79
223774	205
76737	1291
223775	648
100502684	0
239591	0
170790	0
667558	1
83456	0
406218	0
69120	32
67976	2051
223776	1141
328580	198
170787	226
29857	63
19094	30
140570	4304
69440	158
71474	553
77980	897
223780	0
56727	0
105847	492
52683	1019
100126824	0
72962	1979
70113	123
546648	0
75459	0
100134861	0
12895	2
12651	0
60597	0
11883	593
100532730	0
58234	114
11434	0
68708	96
100502796	142
54526	0
380959	451
100038621	0
66871	71
20738	0
16564	1208
635871	0
26874	1524
545126	0
239606	31
66725	77
239611	0
223809	0
12805	0
239618	0
67740	0
223827	394
67057	338
67197	398
223828	289
106042	88
100502901	0
77248	0
328594	0
223838	0
78895	58
266632	313
19230	1089
320709	0
100043315	0
54003	2
223843	0
791370	8
105722	158
100502979	0
402773	0
100043335	0
70040	0
319722	26
77044	473
72193	1218
105727	30
67760	3471
69354	16981
105827	220
239647	114
71919	203
19011	15
223864	86
100503050	4
67739	1226
56233	191
22337	3
380967	358
12824	0
223870	202
18642	403
78541	428
239650	0
545140	0
634104	0
629524	0
70069	0
239652	10
257943	0
258278	0
259038	0
73302	0
258449	0
258277	0
16770	0
258502	0
69612	379
100217417	17
100503377	97
100217416	10
12455	153
100048895	39
73863	0
11512	626
12297	25
74351	1174
223881	193
105833	0
66120	217
11842	1287
22410	1
22408	0
13199	0
100049164	4
19082	264
381022	1099
69159	20
13363	10
74775	250
100861967	0
100503512	0
22143	140
22142	4
75951	0
22146	313
100503555	0
19132	12
78733	10
239659	15
72778	2053
72572	145
16512	2
51812	159
73600	6
545136	2
54614	353
22379	150
110213	27618
380969	30
75284	48
72393	0
11827	0
11830	0
11831	0
26934	55
11419	110
83797	213
14555	6789
66379	586
71949	93
65970	1330
100042918	3
72277	2
207214	1417
70281	1
239667	183
11908	676
75002	0
100503618	1
70152	4923
668178	0
393082	7
554292	7
380975	0
18174	941
432982	0
68614	639
207785	74
21422	190
19009	154
78445	37
23994	2537
207818	846
109901	497
207839	22
619313	0
59033	25
20273	2
668225	264
208258	0
11482	60
11479	202
380977	8
105968	0
56149	51
15370	48
68118	757
77717	0
74127	5
100316694	0
110310	14
406219	0
66322	0
64818	0
16679	0
100126226	0
574415	0
16680	0
114566	0
239673	0
109052	0
432985	0
432986	0
406223	0
432987	0
16688	0
16687	0
110308	0
56735	0
406222	0
105866	0
223915	0
16681	0
16678	0
406220	0
77055	0
16682	4
223917	0
332131	0
16691	5129
16668	2310
100862030	0
75705	4707
209039	782
223918	627
16012	46
223920	967
246277	1344
68744	549
16421	51
19411	101
106073	444
105988	17
56612	909
60315	346
223921	205
170574	0
20683	835
110542	13
66151	616
18521	1971
26404	28
21357	289
54615	54
223922	89
100043600	0
67942	1548
751542	0
67488	658
15422	0
15421	0
100503872	0
109663	0
209448	0
723958	0
15427	0
15426	0
15425	0
15424	0
751557	0
15423	0
432989	0
71726	307
12419	710
15382	1106
18022	36
56447	1369
724064	0
100862049	0
80910	25
29813	384
16402	769
74174	0
223927	0
105855	196
100503932	0
18574	34
58200	0
14663	0
20771	0
20770	0
258859	0
54483	2
74120	288
18312	0
385674	56
71063	225
74763	1418
73261	8
76779	103
268857	11
52864	100
13419	34
68015	3871
12914	379
76397	0
436332	0
11515	439
106393	51
83383	38
83396	41
66449	276
78885	458
246154	121
83945	1801
67824	150
15369	676
66626	1393
78809	0
100169865	7
207740	276
17237	1120
100503704	25
66911	284
72615	313
74684	3
71089	0
432995	10
66049	298
74022	1906
170644	794
19041	194
665119	2
27426	330
239691	23
208211	343
70511	154
268859	0
68238	0
74720	0
239706	183
268860	7837
100861674	0
66690	329
54128	922
52502	1665
436336	2
252870	1412
69053	542
14811	0
68172	0
75329	5
13731	464
70426	0
26425	240
383103	12
12265	31
58239	433
74374	511
100503866	3
12703	12
21959	0
19120	0
19119	0
19118	0
100503881	0
223970	8
56722	1429
100503907	4
100043147	4
20621	56
106200	392
106205	816
66409	638
69918	6
14852	2167
100316833	0
21935	6
74478	57
223978	1378
791359	0
72555	0
622509	0
75493	0
50505	234
239719	488
100124432	0
723899	0
70100	0
74108	458
67118	872
66598	34
26565	2
76684	0
432999	8
106298	466
18203	215
94184	1412
93734	448
74482	0
67254	0
223989	1463
723916	0
67203	429
17880	37
66086	389
17250	45
545280	0
20583	48
66793	0
442816	0
632352	0
70620	233
17217	171
19090	212
72083	351
12609	141
224008	107
67451	707
433003	6
70120	381
74006	1125
224014	164
18316	0
74066	0
50525	0
665562	1
16136	0
22362	0
21976	595
68606	824
26413	2131
106369	19
66053	769
70458	2
723816	0
791069	0
64136	1209
76872	0
69101	10
22195	1722
239731	0
58180	83
224019	21
224020	800
15160	11045
67474	587
12929	715
72168	132
66863	781
69009	211
74685	0
18440	6
224022	88
77626	407
72315	12
94112	478
665892	2
224023	341
224024	154
433004	2
80733	18
13356	1660
22114	8
22115	0
27886	131
195333	0
13358	4121
22363	0
53960	0
13353	767
19125	3123
65079	0
66779	0
27801	276
19385	557
15547	333
94223	241
100316814	0
27883	691
387180	0
11877	450
12846	14009
26462	727
13972	39
21380	0
619305	0
14724	4
18951	14
12741	120
12544	28
22230	724
72307	325
18100	334
15260	332
100505355	0
100504250	0
110785	36
404737	0
110787	13
404740	0
16142	34
110786	22
404739	0
404743	2
110612	16
258443	0
258458	0
259071	0
258937	0
258354	0
258158	0
258959	0
258960	0
239739	3
108105	14
68162	0
239743	114
75785	1128
208146	255
208158	2
381038	624
224044	0
27416	163
224045	758
100504291	12
13544	350
11773	2925
100042948	10
27406	1055
328643	0
100316739	0
208624	229
107522	163
73047	21
21762	4270
208643	8408
100217430	2
78408	18
12724	776
245841	134
21832	399
12667	118
625060	0
625123	0
66561	0
13845	6
328646	0
209018	120
100504359	0
72190	241
74147	7192
100043489	241
71751	322
66664	178
239759	0
75826	668
239760	1
319765	22
20462	919
100043507	0
100862159	0
104156	88
110197	4
671242	0
12970	2
70573	450
67838	2118
11625	217461
59083	7538
94175	14603
385643	6031
16644	44136
13682	5281
100216532	5
100217420	12
106344	50
11450	0
100043541	965
320099	8
20440	3161
100504504	2
239766	0
17174	1702
67775	470
20604	0
224055	0
100862208	11
12053	151
68841	159
210126	1285
624582	130
723830	0
319487	2
71338	0
22061	0
100043571	8
210530	16
12737	3022
114141	0
100043057	0
16180	2986
100504628	712
239789	0
239790	0
224065	0
67501	1520
100038623	0
14167	0
100504645	0
751543	0
239796	489
27281	0
268878	2
224079	0
74143	1908
328657	0
100043102	79
71528	0
15205	210
75531	0
71756	7583
74488	12
14729	14
224088	3587
224090	17
224092	366
224093	154
268880	92
78618	691
66849	709
100862313	0
11815	0
114672	0
71911	8768
224098	0
13383	1286
30060	4
239827	2
106264	712
68092	522
320213	687
224105	645
72084	308
66994	133
224109	209
328660	0
268882	321
68980	153
100316697	0
69576	0
70238	313
224111	604
277203	2
100504089	15
100502673	292
66061	51
13026	1841
106407	0
245308	0
22042	601
51789	467
675921	1
140474	0
224116	4
381043	0
100502698	387
69823	683
70144	212
69707	46
57808	1363
239833	41
100316698	0
106326	523
69150	752
100502742	35
22661	897
171286	8
77446	145
17063	0
16419	1987
22247	1053
545156	618
100043670	5
76378	0
239839	34
107589	1585
76649	18
278725	0
100862381	5
70757	1297
224129	66
317717	320
72599	1113
69768	0
20357	55
546663	6
224132	713
66667	49
547253	1091
100043217	0
209200	1181
80285	1320
16646	926
69544	59
70186	860
381045	428
209294	0
268885	0
433016	0
100503125	1
408196	0
76770	0
20861	0
209324	0
100038854	0
100034684	0
20862	0
20863	0
12374	0
12524	55
106347	0
57738	4
106389	14
320299	77
68306	12
224139	1882
15163	165
207215	4
77782	4
207227	2
74197	323
67657	274
15233	10840
68194	889
14314	166
320184	970
239845	0
75175	0
414072	41
56637	812
18171	932
320214	2
12856	583
64082	3
85031	775
11544	164
12519	9
76916	707
224143	318
67846	303
12549	225
56375	30
22268	13
74663	0
207683	827
100502943	0
268890	1
14432	0
75722	0
100503040	27
170658	23
56490	54
791329	2
626693	0
100124467	43
100043314	0
13490	0
106248	139
212153	86
332175	2
207798	672
100499519	4
11964	1177
72117	1651
207806	938
320007	4
212514	124
212517	0
117606	17
100526478	0
212547	187
66067	232
57781	31
239849	2
271375	2
74603	12
67896	288
100038470	4
74102	323
67841	1409
547267	2
208154	16
17470	18
208166	2
100047671	0
208169	0
14525	9
212998	0
208171	0
56370	8
213012	91
208177	1156
100503378	82
433022	2046
84544	8
58998	1106
639644	0
73693	0
73703	0
433023	0
17450	0
77647	2
57263	0
57262	2
245195	11
224170	70
224171	57
667772	0
73255	0
216818	0
73916	25
100503470	0
16423	952
100503490	0
628951	0
224180	0
100043404	0
70508	284
619312	0
69339	0
75211	0
68190	14
208650	136
100862397	0
11658	1218
73820	0
239852	0
100628589	0
80859	206
385658	8
74201	96
629242	0
68193	3117
66391	32
271377	387
76302	711
52575	395
66315	161
224224	117
320712	124
21787	1348
239853	0
56277	33
100503609	0
69457	0
28185	2552
52633	4872
100503632	12
67581	424
71027	0
66497	98
100503647	0
78749	167
12837	20
73379	72
54613	23
328695	0
224247	0
12892	2879
71223	0
224250	390
259003	0
259002	0
259004	0
258998	0
258999	0
258178	0
259001	0
258478	0
258318	0
258319	0
258392	0
258035	0
404309	0
257972	0
433031	0
259000	0
258775	0
258477	0
258036	0
404310	0
258996	0
258997	0
258479	0
258994	0
257881	0
258993	0
404311	0
328699	0
75636	0
67014	209
224273	83
56297	81
75145	0
13840	0
106338	124
68146	137
68159	0
19128	1176
13837	0
224291	0
67609	355
72020	243
100861916	51
106143	1158
15557	0
18736	0
68942	625
73569	6
239857	0
75501	0
224318	0
74185	1206
52645	0
70972	0
78221	0
19876	89
268902	96
751561	0
320355	0
224344	0
110920	1069
67742	26
78215	0
268903	263
76610	0
76601	0
30940	707
77994	12
387229	0
387246	0
723952	0
100862299	0
100503619	58
13052	2140
12228	29
67102	137
75818	0
78812	0
246048	0
19146	0
78654	0
100039724	0
17968	10
75247	0
402727	0
78023	0
387173	0
27393	724
67374	123
11957	2782
14390	1265
11820	2496
100038614	4
224405	39
11504	232
75310	0
23794	58
67768	149
78913	801
53858	226
74112	687
12469	2719
414095	21
224419	0
12013	542
100039901	0
14805	0
78924	0
239931	0
54420	2
239932	0
69699	0
69533	0
239933	0
69661	0
268905	0
16699	0
117172	0
69696	0
546672	0
433047	0
75351	0
23927	0
26560	0
170657	0
170651	0
77918	0
170654	0
16704	0
170939	0
71369	0
68740	0
100040201	0
16700	0
100040214	0
68484	0
100040249	0
622935	0
170656	0
16701	0
16703	0
71363	0
16693	0
21844	39
100038709	0
20655	12224
224432	593
26559	51
68500	0
66578	46
100503390	23
77037	920
207932	108
70967	8
68001	299
104015	344
67394	6
67367	423
74387	2
791288	0
50913	0
50914	2
15976	1444
16155	246
100503120	3
15975	1006
15980	452
77975	168
100503130	0
246738	325
14450	725
20658	2869
60364	128
100038392	11
66609	185
16443	1009
28080	2595
53881	200
121022	112
246133	0
68936	274
100503166	0
75328	0
16509	0
54720	541
76785	0
209195	2
12394	16
69857	1
791074	0
72264	0
224440	188
12408	2033
109857	10
70028	539
338467	325
110749	20
56173	435
20465	0
110948	581
170765	27
56176	303
22129	590
13185	507
13548	550
16522	0
16516	10
13876	140
23872	657
69776	0
100040997	0
56088	380
93871	519
74296	0
15312	1329
71446	127
385668	2
50795	10
93961	0
72058	576
16415	38
18546	2
13508	0
100862217	0
56175	97
17857	26
52793	0
17858	99
50528	225
72388	103
114604	153
207781	2926
114565	238
320586	5
328734	9
624086	221
106583	490
319358	12
24001	53
224481	195
621628	5
68230	2
100502833	0
224480	0
75815	0
78043	0
75934	0
239985	584
70544	713
106557	5
666919	0
224454	73
78512	0
66616	984
20975	318
321007	181
66467	538
68842	375
77106	13
100310872	14
21648	64
547127	94
100040500	0
100040563	8
100040525	48
100040531	17
83672	3
22350	166
100040654	5
73617	0
751529	0
100037282	46
380608	140
68195	214
381059	0
20112	28
21461	0
100216474	0
667055	51
68655	0
667102	0
72536	35
320936	0
66832	151
100040822	0
100037283	964
75296	365
12458	0
667114	4
55951	1545
106489	564
320111	41
21331	0
100504601	0
20997	0
23984	31
66931	8
67791	0
433064	1
67543	0
71092	0
19317	1433
100526796	26
76634	0
69310	2
319750	0
50873	61
52027	0
68262	24
26407	470
224523	10
18815	49527
20519	75
77414	0
20518	4
20517	8394
100862021	8
16004	880
100502594	0
104103	10
17171	15
80978	0
240023	23
67681	779
21454	2345
100303746	57
224530	3551
110460	1596
100502686	7
60532	654
20656	3371
436440	0
21462	2
625850	2
381058	9
100038394	0
27263	0
236574	0
100041352	2
19862	0
72578	2
667384	0
272667	0
21646	2
17356	1110
635895	0
664821	0
664831	0
75011	0
240025	215
64074	148
74917	0
21826	54
71682	5
67912	585
72057	365
106740	20
100041586	0
100041574	79
100861785	0
100041639	0
100041621	21
100862074	4
21647	0
381062	102
328747	0
100038481	0
13388	102
67544	561
19170	2373
21374	225
18567	282
213389	138
71008	2
12648	1071
68799	31
213781	1
213811	111
449000	44
22759	24
626854	95
100041965	449
67045	405
66643	9
240028	114
626942	0
387230	0
387248	0
387235	0
75202	16
15116	2
14293	65
14289	25
100503522	0
14294	0
14291	0
665210	0
627111	0
665227	0
627132	0
328759	0
433070	0
627367	0
224552	0
665376	0
627537	0
627576	0
224572	0
627636	0
22313	0
321021	0
321020	0
627743	0
224576	0
22312	0
665525	0
627805	0
171228	0
627814	0
224582	0
14290	0
171225	0
171229	0
171226	0
171224	0
171231	0
171230	0
171227	0
51792	1464
171236	0
224585	190
627924	0
665654	0
665662	0
665669	0
171232	0
171233	0
171235	0
171234	0
210503	10
22712	44
22709	81
24132	166
22710	11
381066	134
73229	241
100310809	38
240034	149
381067	131
75424	70
70081	49
73233	242
74670	179
665820	0
665825	3
631010	0
210853	16
240038	100
631624	87
319615	174
224598	101
74149	348
210876	0
628185	0
100042679	10
240041	160
434701	0
665976	0
22700	31
666002	0
638102	0
619697	0
619788	0
320020	2
449521	140
22654	36
332221	0
240047	2
212733	2
386612	110
353502	568
27279	77
54419	4
56863	0
320309	0
268930	12
76498	25
73016	0
638247	292
224613	345
76917	10
433082	2
75956	4113
100628593	118
67673	1018
353130	0
71003	4
69814	0
57256	0
13184	0
630537	0
620253	0
20234	0
638345	0
30943	2
70835	0
213171	0
69259	176
18607	818
245847	337
11984	566
224617	430
18209	51
72016	856
12449	162
100628603	0
381072	4
27410	6169
654822	8
19826	132
13177	1827
66705	18
13560	194
67078	413
56716	89
319259	0
268932	0
224619	256
75614	3
328778	2
18763	451
22084	872
18207	116
65962	439
381073	0
213753	1303
20974	4
11692	574
71893	28
213773	440
67504	5
73474	0
100306952	2
