Geneid	HISAT2 on Control1 (BAM)
19275	14
19711	0
13437	821
13346	91
100503248	0
11790	9
69080	249
100862164	0
241118	0
74241	45
319998	2
98733	27
16322	2
71728	175
20536	16
100862333	0
620079	0
13838	4
18505	0
100039210	0
433323	0
23874	483
68393	4
74205	244
195434	34
57814	6
20254	0
100862182	0
252903	18
69368	522
100038695	0
69163	343
100862198	0
20720	13
241128	0
26554	833
72208	0
210293	78
241134	0
16367	681
100503073	4
76867	432
100503095	0
12829	13
12828	8
75734	413
66261	0
100044526	0
15463	224
80721	0
71386	0
20297	0
71227	0
77629	0
98496	2012
227325	0
100628595	0
14897	1921
66153	89
71781	0
100503433	3
381287	10
621875	2
100040135	0
665378	31
620078	1
100040213	1
100039794	33
665338	0
109032	46
434484	81
100503502	0
100503045	0
20684	164
319997	17
12283	921
64294	764
71141	0
227326	0
70060	2
72792	1525
70247	1858
15559	0
78795	78
100861644	0
227327	0
383538	0
17975	2129
100303740	3
80828	0
319336	4
14767	0
71863	0
19231	2115
18582	109
26895	229
18159	0
208718	191
11650	1
76768	0
11648	0
13599	0
69453	0
11447	0
11449	0
26987	874
98363	14
227331	641
100040591	1
73234	0
53972	439
319977	12
620454	1
23956	39
16331	75
77040	558
100217415	2
20215	0
100503175	0
227333	396
227334	693
394430	2
394434	839
394432	1
394435	459
94284	482
394433	1136
22236	0
15504	0
394436	5262
100040766	31
381280	138
78605	0
171382	0
75396	1812
14659	0
100503197	0
320982	70
78650	0
73475	0
98402	28
77331	0
347722	148
74403	0
14472	0
208372	0
74918	0
12778	16
108679	357
433332	0
12835	214
171531	23
623503	0
19329	395
16978	559
329207	0
51801	58
67921	367
665783	9
50880	1501
227357	8
100503326	0
70788	0
227358	2
67444	427
67086	0
55927	627
18627	155
74019	209
65247	145
13345	0
208727	61
67273	1579
259040	0
258228	0
259041	0
259039	0
258274	0
258483	0
258484	0
257890	0
66915	367
260301	0
14733	96
100504295	0
387167	0
241158	4
67446	134
108657	1165
100037260	0
23830	390
64095	10
208760	0
16560	4
11611	8336
71874	4
381284	0
208777	171
69821	324
269224	14
66385	431
404545	2
110611	7261
18000	1268
227377	302
59041	792
51800	119
67026	235
66615	471
21915	254
66262	120
98314	274
381334	0
100041596	6
666009	47
619597	0
241159	0
18566	0
74689	0
67698	235
20452	13
75381	0
100504401	29
73454	0
75159	0
227394	0
329217	0
67854	0
74441	0
634331	0
634346	0
52392	143
227399	661
252876	105
18484	593
78603	0
69030	2
70866	0
100504494	12
241175	0
100504525	0
23836	0
320311	563
100504568	14
27392	410
227446	459
100042023	0
21934	20
635504	16
227449	549
626049	2
98432	454
12043	29
320761	0
70750	433
20479	1044
20724	2
71869	0
241196	0
20248	0
394252	0
383548	0
381286	0
66957	0
116872	0
18788	0
241197	0
20725	131
241201	0
227485	0
319901	30
636808	0
634762	0
22099	616
67949	289
76707	227
68204	0
81879	198
14633	2
16324	31
100502628	0
64143	162
226351	180
226352	685
19258	47
66343	201
226356	0
319229	0
170706	915
13167	6721
73103	8
68428	438
226359	0
17167	70
13798	0
98452	0
72999	6901
70829	311
15564	0
66942	197
100502702	0
269109	0
74117	1104
74150	851
71111	30
72585	0
210356	16
107895	31
667090	13
72160	5
266645	152
100502745	0
72949	277
22625	0
226407	566
226409	80
226412	352
387147	0
67812	1230
226413	0
17219	18
226414	886
12767	16
210417	0
100042740	3
13137	0
13136	207
22789	0
12269	6093
12270	6
18640	460
226418	115
212439	6
64435	4
100502856	4
18703	26557
69169	6
93672	0
58181	0
329244	0
16153	0
17164	973
226419	34
16865	580
54354	265
56489	252
14270	459
108900	2
26361	0
13034	402
226421	17
320718	0
212933	3851
98396	71
226422	175
98415	757
212980	985
13714	223
213006	131
18557	560
723818	0
213409	0
213417	55
74137	174
68875	71
213452	255
213464	399
74626	60
21367	24
269116	23
100038653	0
16980	0
17248	357
240752	48
108954	1536
240753	1153
100502933	7
68338	299
280287	19
19701	0
214253	2049
20668	105
20643	195
70579	1588
667118	356
240754	6
381290	152
269120	0
116847	1028
100502984	0
14264	56
100502999	0
12227	169
667414	0
71884	0
12654	0
53311	0
11539	254
17928	0
68507	26
57439	1880
240755	0
72017	90
72674	1187
100861791	0
240756	286
98710	244
100503055	0
71001	2
75605	393
20980	0
329251	24
67196	5
329252	2
13924	0
100038590	0
320139	2
68724	209
171469	0
13710	18
215615	583
21854	283
93689	9
77552	1
226432	519
215690	129
13007	225
27280	12
21952	0
16763	2
21956	3
18772	0
226438	0
66241	399
12292	0
329253	0
16565	48
76422	0
67313	2
100042513	0
383563	2
67886	286
320054	4
67997	79
381293	6
71084	0
226442	258
100503460	10
100503474	13
667686	0
26424	742
320138	0
735252	0
723890	0
19264	188
338375	0
59125	753
545363	0
16876	10
69549	55
75546	0
329260	288
170788	0
71209	0
226470	338
12316	18
14060	3447
50702	1610
624286	148
214403	2953
545366	5964
12628	17701
240776	18
75910	0
226472	0
214498	209
26878	0
69367	329
20822	175
56207	296
19735	59
100861894	0
246709	0
50778	12
624910	0
64214	2
215378	0
100043240	0
791353	0
100503781	0
18783	42
320019	0
19225	2
100043257	5
100043261	0
20028	0
75584	0
226499	502
108989	919
96875	969
545370	78
402734	1091
73176	0
117198	1346
66875	191
98685	328
19821	268
100503012	3
63913	45
66967	611
69399	71
66637	64
269132	27
19731	363
100861876	0
71281	0
67771	813
100503084	0
17970	47
226517	576
226518	4
16782	16
226519	344
626058	0
71836	0
13211	1031
74091	38
67792	0
329271	0
19734	606
24014	78
240816	0
240817	0
433365	0
240819	2
14645	9354
100861882	0
207678	0
78112	0
12290	2
15939	115
15064	234
58244	181
207792	15
100503411	0
19775	720
433367	4
72482	461
16872	0
100861926	0
104009	4428
74081	504
208263	727
240832	1855
329274	0
214575	0
170484	0
77352	0
20652	72
11352	194
30935	130
100503836	0
215015	395
78255	367
72713	2
73435	0
226525	168
69953	129
226527	97
89867	1699
100504090	0
240843	2
11899	0
735253	0
23850	2
72025	0
26374	645
100217414	0
21960	0
67647	34
75255	0
329278	0
64659	581
12301	362
29809	528
100316784	0
620246	4
620750	0
381305	377
11905	30761
240869	50
14455	303
100628588	0
100217446	1
226539	205
70454	33
226541	119
73844	1
100502590	0
11758	8167
22164	0
240873	4
14103	0
226551	233
75368	0
67292	169
103967	1
72753	0
474332	7
723821	0
387210	0
71449	143
53330	140
17926	0
100038657	0
226562	966
226564	287
14261	6329
55990	1340
226565	2
14262	2765
78258	0
18933	6
98376	65
240879	0
16579	160
240880	471
381306	8
69962	53
20339	2
20343	10
20344	32
100503816	54
14067	9230
116914	1951
74895	81
66352	188
171567	127
11931	826
56429	173
433374	1
16963	3
69476	0
75857	0
83993	0
108735	1602
226591	279
240888	4
74106	715
70456	3388
271639	7
68481	189
100503268	0
226594	110
100503283	2
433375	5074
12503	4
18986	146
240892	0
59290	0
98558	0
100039795	1380
100503318	0
27878	249
71592	114
226601	0
226604	0
240894	0
100503962	2
226610	0
80914	77
68944	767
100862084	0
56752	4648
66447	291
240899	0
100503977	0
20183	172
110648	0
18514	371
66977	2
19737	122
100862094	106
19736	10
78465	2
15490	1199
67303	13
18214	110
107652	362
16589	179
545378	0
622708	4
26904	2
665574	151
76925	0
70729	34
320078	2
226641	1108
80915	309
435653	2
98752	8
14130	598
246256	45
14131	64
75472	17
66052	2169
17528	6
66425	472
12355	2341
641376	1960
11807	77148
14127	74
226646	2969
240913	19
57370	168
19044	370
30941	245
66155	339
100862110	0
100504072	7
21945	475
27045	832
18637	295
68874	81
71740	10
226652	113
22278	433
226654	340
16456	1689
56009	49
16429	0
18106	1
17085	34
75345	6
12506	30
100041098	119
27218	2
12523	108
100038548	2
100862186	0
30925	4
93840	5
18071	0
59287	638
12847	2094
100504176	2
19298	1429
98193	2127
18611	339
12372	3
27222	0
98660	7
140559	168
16524	2
16513	63
67556	155
100862199	0
98365	4
93842	2
21346	140
71870	3
71319	0
240916	0
74748	0
677296	0
68440	46
100040320	4
12944	6145
20219	7214
18313	0
258759	0
258758	0
258880	0
258881	0
14125	0
258645	0
100504232	0
13349	60
94332	141
383619	30
240921	0
545384	0
623121	3
236312	16
100033459	8
100504251	2
226691	50
15951	52
100504287	3
666028	0
100040462	101
381308	7
15950	254
26388	108
226695	3
258712	1
258711	0
258713	0
258717	0
259162	0
404222	0
258716	0
258715	0
258302	0
20739	6
258710	0
66289	0
258238	0
258709	0
258756	0
546747	0
54418	24
23893	40
24012	8
14194	2074
98256	2324
13603	30
12663	32
75820	0
26909	12
319455	0
545389	132
723921	0
76816	79
15365	4
23797	80
30928	382
75589	0
69428	0
11566	628
631584	0
545391	0
78825	454
791357	7
75164	0
666295	12
320110	3
66359	397
51810	3061
68226	41
269152	4
69726	77
15278	363
226744	213
109232	44
226747	1270
100503705	0
226751	410
67426	8653
19165	3322
277333	4
320404	151
381310	4
11545	653
72568	42
27217	0
170760	415
100504581	0
15078	684
208768	227
100504598	0
320202	0
100862334	0
69051	63
13590	13
208795	328
13849	3349
619326	127
67459	225
98417	178
226757	1918
329307	12
72978	0
403180	0
240960	1
98386	214
433384	0
13800	7
27058	861
625823	0
13244	1156
67330	1
67948	191
209456	318
12334	900
170725	2
433386	0
96935	4
53791	138
68897	54
71678	397
108909	177
338366	3165
21339	98
78772	0
73363	29
63953	65
73590	0
74971	0
15284	66
66112	6762
67247	5250
100316821	0
226777	3613
226778	21
98732	530
100217449	0
381314	905
387189	0
387211	2
23827	742
107508	1898
319562	0
100039138	42
226781	1305
114668	0
226791	215
21808	7
67223	154
110957	0
74717	4
69308	0
67769	268
100862400	26
26381	50
320272	0
22283	0
226823	263
16526	4
100042424	76
100039307	0
108000	8
19250	62
226830	508
19130	810
100504619	40
320119	147
52477	389
226841	0
226844	84
100125339	0
75558	0
68972	59
381318	12
381319	7
619288	0
11910	33
100504360	10
100861628	0
66208	38
66950	54
226849	2469
100504379	0
76843	14
77065	283
226856	3041
18005	34
98736	7
22782	681
74023	55
22033	91
100628582	0
100042625	239
214742	70
100038712	18
16510	0
226861	15
320952	0
73455	2
214791	0
100503471	0
329324	0
215193	157
54139	1418
319266	121
215243	15
15483	10388
14373	2
100503531	0
16780	82
215303	0
387201	0
74942	0
18845	485
100628615	0
12490	43
320400	4
320977	82
723963	0
387224	0
17221	8
12946	560
12902	4
215728	0
619314	0
670558	0
76142	3
70337	1575
213783	115
270685	37
83397	49
381990	97
66084	473
73419	277
100504234	0
13982	329
64009	874
68632	72
22353	0
67141	15
108853	78
56533	2
100041224	0
18390	0
320495	6
215748	245
77777	4
237253	14
18537	474
320642	26
69912	42
407824	40
16798	706
23924	225
215751	556
100503695	2
67418	214
237256	34
100628581	0
68652	1680
338362	19
70097	759
791352	0
320825	10
620417	0
78808	276
215772	2
67844	806
382450	0
14816	0
78056	0
268281	260
71865	157
13853	43
22288	614
320273	8
74732	4
66125	330
22634	41
100862331	0
75122	0
353258	197
215789	134
66848	207
56535	338
66757	49
66253	218
15273	119
100504211	0
215798	20
100039571	38
66201	227
69412	0
76743	0
18101	2
100504235	0
17684	330
378431	2
380629	611
73112	164
19707	274
100045792	0
215814	221
215819	34
56016	2
215821	0
237300	0
73968	0
64058	1655
21929	60
100504265	0
94222	0
15979	289
237310	0
237313	0
76157	4
18634	986
26408	404
17761	449
73811	0
621697	1
72567	776
71804	0
29863	229
52906	40
100038717	0
100504283	0
17863	3
56422	1094
73990	3
237320	4883
76924	0
67692	0
432436	0
20393	544
114671	0
319887	0
379043	87
667281	0
606736	3
56554	122
100038752	1
353169	2
237336	126
100504411	0
100038582	0
21412	91
14051	2
20042	1592
100529074	1
100529075	1
76306	80
26464	570
22361	457
111174	0
209512	0
493809	0
209513	2
215854	0
215855	0
215856	0
209517	0
435206	0
276742	0
435207	0
215859	0
382348	0
494546	0
503558	2
53331	322
100862153	0
59012	0
14219	63
18605	309
209558	551
70208	256
11846	14468
432442	108
13822	366
100504474	725
73803	0
215866	0
77220	0
100040851	0
268288	4
237339	79
667572	0
73910	253
16773	115
100040961	4
19272	1356
210757	2
100504516	0
114676	0
67719	0
67412	0
212448	0
52665	372
68031	270
72780	111
100504540	0
66311	14
73681	84
100504586	394
66847	251
211329	51
15214	6
69692	9
21987	91
100041294	8
268291	254
432450	6
76757	0
442820	0
100862254	0
215890	0
215895	12
57430	258
212892	16
72580	114
414093	8
66521	287
692132	0
270711	0
103511	7
215900	30
212898	216
22110	516
72480	65
319638	339
12813	0
14302	99
100041585	12
319415	0
15182	398
17118	391
215919	0
16775	164
66337	18
71924	37
327743	0
14360	208
100504626	0
103213	35
327744	28
19714	312
100504659	0
213332	28
75299	0
72045	0
100041085	313
215928	8
215929	809
72472	1478
67239	82
67371	166
19850	0
11702	296
78334	151
70840	0
70503	275
327747	4
71713	459
83767	22
100504721	3
140741	0
103199	292
633979	0
268294	208
171580	26
20598	278
73075	10
53599	6857
75973	141
70538	7
629461	2
100628609	0
103268	63
140742	241
213402	4
624784	191
56484	218
215951	132
666540	2
54198	1037
21907	0
14628	241
140740	2395
268297	10
109205	4
74530	0
71365	177
331623	135
67851	223
100862325	0
12484	15
414125	0
69443	0
76563	80
170728	515
11630	444
70365	0
11793	922
100316688	0
12142	12
19072	430
78977	0
23828	0
380669	0
209462	50
320363	0
100418235	0
14806	0
100504076	0
77987	464
20464	0
14727	29
14728	95
77296	0
210198	0
320995	0
71090	0
215031	0
19886	0
66686	96
94221	520
66650	0
52014	933
629689	0
22639	2
215085	0
100862347	0
100038725	131
100502820	4
18821	1
432460	0
100502868	0
71567	60
66403	141
100042554	5
75906	2
17155	3736
100502920	13
544696	163
73390	16
14609	53
100862378	0
791298	0
74928	0
15500	358
56442	3321
18768	8
12140	47
100502970	0
57319	446
100504180	0
74399	0
245263	0
791309	2
70297	508
110829	373
19386	1194
76138	62
13608	0
103505	0
237353	4
103080	253
268301	106
18451	169
69836	904
18302	690
215999	743
216001	503
56709	426
100503588	2
74747	169
52717	449
69090	176
94214	35
53374	4
19156	8680
22295	0
74048	137
100302688	0
71279	118
107449	68
100503834	0
73616	3
327760	0
13180	4080
20397	1487
65971	0
237360	22
100862379	0
18646	6
27355	273
18119	14
13688	1538
100503821	14
216011	87
237362	0
67895	1753
20224	1247
71767	1028
71361	364
404634	8
100628583	0
12817	80
432466	6762
69894	37
11925	0
70423	126
21337	0
15275	120
70162	2
216019	4
338359	252
74706	0
30930	625
19073	113
72320	265
56200	425
100862011	0
94213	654
216021	6
67500	536
100217463	0
52463	9
73132	1314
327762	240
70432	176
432467	78
67307	3335
68371	3435
53404	0
68802	1
641387	0
67345	795
100502721	0
93759	170
30045	124
216033	0
791346	0
216028	0
100502808	0
69433	0
28193	1265
108829	635
641340	258
13654	4
211488	306
100038508	0
216049	2
170799	0
71371	196
100503521	4
75148	0
73287	42
327766	13
69288	941
320700	17
12534	18
11735	281
76551	538
69563	0
66859	49
71721	8
70911	0
319646	0
83675	46
319572	102
21780	726
216080	155
52637	2099
69718	929
622812	0
108950	0
100040505	33
52696	609
327768	73
100861952	0
11994	0
71236	0
14687	0
76877	122
110279	595
74392	437
11540	43
544707	0
103149	4010
71125	2
68778	2349
67332	693
192734	0
14598	0
23887	43
100503432	2
71733	156
104248	317
13202	3556
103140	2249
14871	4130
75886	0
14872	786
17319	1112
70377	8
20587	238
100861975	0
17385	6
103172	5764
333670	5
22364	0
333669	2
64453	133
64454	0
64452	0
15468	24
751554	0
20203	2
64451	86
18541	176
67523	2
76964	2
216119	92
54387	407
16987	839
74953	21
76573	53
14317	6796
12834	228
100861980	0
12833	236
59093	19
100038479	0
20509	97
12822	14320
100169878	8
80294	341
110532	192
100045653	4
108707	482
16414	159
108705	3880
20610	1292
22213	541
100316811	0
100502831	0
670895	0
16697	0
100009614	0
100502921	0
16694	0
100502953	0
77763	0
100041250	0
100041261	0
634517	0
100041281	0
634504	0
675294	0
100503388	0
670880	0
100040299	0
100191037	0
544710	0
622629	0
100041351	0
252974	2
75188	0
237387	2148
28240	70
67884	87
18641	830
11634	0
54427	0
50723	19
100503488	0
28295	644
110816	186
216131	407
28169	3180
18114	1037
13014	479
216134	950
791283	0
258224	0
216136	580
71709	64
257883	0
12365	0
70976	0
20513	2
258305	0
257734	0
259163	0
18372	0
259044	0
259074	0
259042	0
18357	0
72128	154
624765	0
216144	0
624845	0
625029	0
50784	192
70427	199
21830	0
237397	2
216148	6
100503607	0
382384	0
17123	0
110012	315
216150	761
16904	5
12215	6853
15166	8
216151	394
67112	0
70294	376
83554	0
73106	0
100503626	0
18483	57
78906	4
414101	10
19205	1253
216152	53
19152	9
50701	0
100503642	214
11537	0
216154	370
100862144	0
109284	269
114229	20
13496	22
216156	780
170483	8
216157	1795
12798	148
27403	211
70719	232
66420	485
625249	2165
216161	513
20869	1379
100503659	35
66043	1317
100862154	0
59090	540
12696	291
69770	43
13637	7
68114	234
75406	1214
14431	2672
70248	630
103232	24
20054	2442
23805	21
66374	264
18551	250
70335	8404
66548	26
216166	38
237400	49
17192	699
100503758	0
66594	0
21423	335
246086	0
67331	0
66932	491
118445	68
216169	964
100113398	4
100862189	2
56214	316
103236	1136
208198	434
17347	1281
208228	85
71564	179
11776	1186
208266	322
78670	313
20222	234
11705	8
71912	0
18245	3978
100316778	0
237403	0
66094	140
73218	340
432478	0
30055	951
16907	112
17873	50
14708	78
208666	0
106947	242
52551	912
50492	156
208677	4015
26396	1887
16969	608
59004	233
13629	20476
100217454	5
100503773	0
13144	352
69678	0
69564	0
16467	0
103406	41
17179	10
66047	207
57267	726
100526465	1
27375	737
18717	672
70312	285
21390	31
209047	7
15353	405
73822	135
432479	104
56371	308
102115	360
100503793	8
72273	13
18029	1349
319586	0
103425	997
13611	10
14676	10
14672	831
14797	6552
21886	256
114606	48
268319	27
50721	84
70615	151
100233208	6
666448	0
73610	0
100040944	0
666738	0
666501	0
331188	0
666548	0
100038681	2
666790	0
408062	65
327780	4
216177	67
237411	82
100503696	0
237412	25
432480	0
100862390	0
544717	176
21665	75
74782	4
67933	183
18045	484
70003	0
50493	2096
66341	2
58250	6
338365	240
28109	275
216188	2
319277	454
216190	456
69784	0
77976	105
216197	57
442847	0
216198	413
100503200	12
70428	375
71137	79
625690	1
237422	131
14202	0
103266	198
74238	67
12952	163
74007	2
626858	0
626940	0
100503271	1
103136	217
72843	146
67341	0
28088	1031
270757	0
69754	283
27204	78
78170	0
21859	280
100503291	0
627035	0
382395	0
66263	31
22027	13548
103220	65
103466	319
192188	1610
83559	0
76640	0
100038674	0
17172	0
18478	15347
16000	11406
100503785	0
22172	0
110312	0
75317	4
626115	0
69736	77
67282	223
71712	16
432486	312
20962	33
212862	1446
109272	0
20728	20
237433	0
104303	760
70683	250
216225	0
320091	6
237436	25
20186	1465
216227	338
213326	416
67019	146
75089	1010
77531	0
100043039	0
11783	98
67454	106
18674	2696
100861804	0
21917	739
100503982	0
723955	0
110333	0
100526517	0
627800	0
667203	0
17997	267
380653	0
380654	10
237459	307
100316689	0
13713	257
432488	2
16993	391
15109	3819
71761	4893
237465	6
69878	0
74454	0
57764	131
667338	0
100504069	0
327799	0
56307	833
74923	0
723908	2
215008	141
13998	797
22025	180
66414	227
100861832	0
215472	0
319880	295
67723	58
77048	133
54712	456
12905	230
69629	0
216233	550
70523	11
67270	428
93765	449
71207	3606
100526463	1
216238	690
100504157	0
12226	909
75301	0
100628616	0
13179	3251
17022	441
75025	0
16545	0
13516	0
100038699	0
66716	0
791295	0
667438	0
67972	636
382406	108
14426	312
100861874	0
67603	1116
100504202	0
100417125	0
71832	4
17311	103
100043224	0
100043227	0
100043231	0
100043235	0
100043239	0
100043247	0
237500	175
216274	34
68281	78
66605	0
67569	0
100526516	0
67405	0
237504	0
216285	0
74978	0
103098	0
100861880	0
100861891	0
100861901	0
637578	0
100043292	0
278279	171
327812	8
216292	38
52713	204
639162	0
321001	0
327814	8
380660	391
108030	634
17877	0
17878	0
237523	2
628870	0
17931	323
114774	133
20979	265
368203	0
260315	2
109335	0
52679	0
75630	0
13008	237
320150	180
432502	119
237542	605
71769	76
53605	770
382421	0
21664	760
71321	5
629206	0
52705	223
73690	16
69286	0
67537	0
544736	0
353025	0
268345	0
69355	0
382423	2392
237553	10
216343	0
100861951	0
66687	569
668041	1
216344	435
100038558	0
67226	2773
66816	131
216345	674
14160	118
100861970	0
77798	0
216350	6
19279	1
619332	0
19263	1608
58802	0
67342	0
100504412	0
72068	538
100504423	24
72286	0
237558	0
216363	344
71086	6
103175	0
544741	4
382427	0
100038610	0
237560	0
100862026	0
12461	893
327826	386
64050	302
77397	0
17105	829
17110	2
432508	504
70574	55
17246	461
215436	123
103468	104
100862040	19
215449	273
71067	0
17245	47
50929	0
116849	0
668198	0
668203	0
668205	0
668209	0
668213	0
668216	0
15978	0
69181	402
100038589	0
97640	0
73400	0
71902	869
67081	0
74053	0
75321	0
117599	250
73914	14
68212	793
100504548	0
66225	4
15364	0
321010	0
320626	2
791076	0
100038546	0
70874	0
320183	250
100504616	1
380664	202
24117	7
100504636	0
74694	38
75612	3598
192678	543
56480	583
73192	1381
216393	0
270802	114
117600	18
216394	0
668272	10
216395	259
100043513	0
54140	1221
319272	4
319468	35
387251	0
67074	1129
14479	568
100042958	8
268354	0
100505018	0
75030	0
20503	919
320398	175
68876	68
52468	705
723962	0
723882	0
11567	2
66399	215
100504608	0
17299	71
13115	2
216438	11
12567	524
67125	3838
100504703	11
216439	43
216440	3664
14421	1679
216441	36
52666	47
80904	132
100038591	3
117150	468
16572	52
69654	1474
110962	407
13198	66
216443	1006
216445	43
14632	4
16326	1013
16325	1080
71750	1222
237611	18
407790	14
108037	2722
104080	0
16971	11589
20852	801
17937	133
72243	20
210035	94
432516	0
21334	0
320080	225
11536	452
107605	32
103142	2069
19683	2621
380674	96
216453	6
216454	2203
54150	18415
70061	1201
27400	4466
19075	73
17938	2193
56351	518
100862107	8
11947	18320
751518	0
116848	754
56516	319
216456	6272
66701	528
17339	0
21853	155
28194	8419
103161	11325
20847	1478
83430	0
103135	632
56530	1156
12974	2424
210582	457
237615	432
72002	28
69917	499
67588	119
68094	1615
17904	1671
216459	19
100502705	65
23943	357
103284	95
67945	3767
18813	834
13867	1753
668459	5
27370	1803
22781	5
211389	2503
19344	1404
12566	201
20431	3
13139	133
78428	185
58223	1123
73827	42
74330	645
66844	247
66118	227
14561	0
12512	118
19682	211
14533	495
16404	199
71664	7203
18373	0
258861	0
622733	0
544748	0
546487	0
258315	0
258863	0
257667	0
100862148	0
258862	0
258540	0
257666	0
257664	0
258232	0
258538	0
404321	0
258537	0
258281	0
258723	0
257985	0
258724	0
258542	0
258069	0
258544	0
258935	0
258932	0
258150	0
258375	0
258933	0
258549	0
258929	0
258541	0
258282	0
258934	0
258547	0
258068	0
258548	0
258546	0
258931	0
258930	0
258321	0
258543	0
258545	0
258791	0
258252	0
259165	0
258665	0
258667	0
258773	0
100043200	0
258266	0
258670	0
258772	0
258666	0
258668	0
258669	0
258672	0
258671	0
258297	0
