baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
100287102	0	NA	NA	NA	NA	NA
653635	24.2607978419017	0.147485646895162	0.602725111973359	0.24469802894438	0.806690254329823	0.943021727181272
102466751	1.19810523471504	1.54234879436524	2.42592109802476	0.635778630896554	0.524920717416967	NA
79501	0	NA	NA	NA	NA	NA
729737	0.673070612418994	1.77684900344002	3.35103216167713	0.530239316638112	0.595946014606559	NA
102725121	1.22922115455114	-1.78533571400464	2.44904656300369	-0.728992147791167	0.466006465699136	NA
102723897	27.1811000476628	0.44083182331248	0.8079003541144	0.545651231698875	0.585305700859877	0.848349764542402
100132287	0.433331504993731	2.25875016463031	3.7716135819226	0.598881649874348	0.549251809013481	NA
105378947	1.40133452934687	0.726671855877995	2.08922492259708	0.347818871974149	0.727976215781721	NA
101928626	2.52189760130864	-1.04120413055385	1.96509052740255	-0.52985046542874	0.596215612516032	NA
102465432	3.54383511576736	0.441463194772623	1.42611992378529	0.309555450007925	0.756899038885935	NA
81399	0.0619045007133901	0.754833029816706	3.80763960221013	0.198241721558565	0.842855946103471	NA
100133331	22.6934983139729	0.646976104477035	1.34307035141475	0.481714233208656	0.630008963645122	0.873229015547394
100288069	13.4298709379385	-0.579050929814036	0.728061058895218	-0.795332922616004	0.426419867358779	0.748180418935402
400728	11.8854592894707	-1.01349919774637	0.865637518165678	-1.17081246650909	0.241674165700527	0.576828666884553
79854	31.4714317747138	0.188955519490594	0.48094750445085	0.392881796333148	0.694406787151344	0.900735551272704
643837	287.332111652263	0.764713338602848	0.402449048894106	1.90014944923888	0.0574135099491744	0.253214101014231
284593	0.117362405920792	0.966979131950772	3.80391144144486	0.254206531049913	0.799336005255948	NA
100130417	7.3022620559979	-1.46872200306195	1.25172333018317	-1.1733599331787	0.24065149747315	0.576106718127318
148398	28.634860219151	-0.341087665215479	0.74034166835174	-0.460716558038479	0.645001973855558	0.879420597782703
26155	1742.77746275316	-0.953486009963434	0.294238925286494	-3.24051622005839	0.00119313484048436	0.0158713267830135
339451	37.685950001586	0.279328206891364	0.734259798841115	0.380421490230337	0.703632564747448	0.904802843292049
84069	41.1103540978262	0.384641281398658	0.735142717710988	0.523219875721975	0.600821251532569	0.85754030877971
84808	4.26803165857101	2.5394932906965	1.83693478066815	1.38246241370246	0.166829763573103	NA
57801	98.8500898012048	3.84969773588468	0.494448305325151	7.78584473730394	6.92489488899326e-15	2.21455312062295e-12
9636	4492.10940918293	3.38787458039484	0.500093962348703	6.77447606942425	1.24857898178938e-11	2.01703429326182e-09
375790	1570.991137752	0.0973158094269007	0.30304484342816	0.321126762382843	0.748114330026605	0.924158577179101
105369174	62.2933232984626	0.67230031982211	0.640037691573256	1.05040738799234	0.293530850363727	0.632617434213641
105378948	26.3939504972105	0.783108438825121	0.707955095360993	1.10615552307849	0.268659210050094	0.606241655632825
401934	0.312129958007423	1.4891990600117	3.7911134746499	0.392813106220522	0.694457523843249	NA
54991	86.7101442052813	-0.049919027648794	0.393257933390873	-0.126937115338949	0.898990170441932	0.973856931704007
554210	0.0619045007133901	0.754833029816706	3.80763960221013	0.198241721558565	0.842855946103471	NA
254173	3.44510312634979	0.802235287510421	1.678063077071	0.478072188389185	0.632598826085751	NA
8784	6.83939243240166	0.697374369986745	1.00631551436819	0.692997732847822	0.488310974281265	0.789385418884398
7293	1.44061543245215	0.234337066219589	1.9939836848334	0.117522057979711	0.906446365420185	NA
51150	2456.78815441613	0.034554859855899	0.2714634543971	0.127291019458375	0.898710067922629	0.973856931704007
126792	339.962385507989	-1.13526760409644	0.449512058502537	-2.52555539417199	0.0115515568704338	0.0868606826963282
388581	3.58288589629299	0.241738499110565	1.92583619253051	0.125523915298801	0.900108793099936	NA
118424	672.566503903652	-0.032333898978123	0.275808187811743	-0.117233281704432	0.9066751937657	0.976037897648579
6339	9.09938941583485	0.870509275658829	1.30043571909092	0.669398158539792	0.503241525979558	0.799149675767345
116983	208.605857817727	-0.433562568989224	0.528867652135272	-0.819794077476171	0.4123335078951	0.738607469817837
126789	104.659466454845	-0.26806355321372	0.352660110437486	-0.760118724176598	0.447183621316381	0.764412277302027
54973	500.872350986163	-0.265908487414214	0.232888976539092	-1.14178219753385	0.253544564009763	0.58794642814599
102465435	0.190727797723849	0.0813559794152433	3.79125830377216	0.0214588331621449	0.98287964227189	NA
80772	89.2772995858667	-0.155658247479971	0.398229141188119	-0.390876084596831	0.695888832212368	0.90127927934274
83756	9.83428037011994	-0.61689194542204	1.01837361310486	-0.605761910445846	0.544672866166348	0.823899165326334
1855	318.447706584398	-0.333989465425481	0.273103764751545	-1.22293980725358	0.221352431914368	0.551549243038631
54587	17.5556867826887	-0.86273784161302	1.17744353470852	-0.732721201638422	0.463728490041371	0.7760172403832
54998	874.011628640233	-0.45522825730034	0.348798849637355	-1.3051311888604	0.19184818018325	0.512757406994446
81669	1128.17228565258	0.1169722116097	0.363515008015195	0.321780969232528	0.747618632496281	0.924056158007313
148413	112.996923637949	-0.207942928491472	0.306133090844249	-0.679256619785892	0.496975277659388	0.794981251209807
55052	430.136286955921	-0.60113117150981	0.350051038725028	-1.71726721251643	0.085930359850382	0.323762620547123
441869	0.0619045007133901	0.754833029816706	3.80763960221013	0.198241721558565	0.842855946103471	NA
643965	0.0733653918030565	-0.780134086350143	3.80433701544228	-0.205064399705778	0.837521810258225	NA
64856	2.86706041586559	-0.0372354075483094	2.42532972447526	-0.0153527197446795	0.987750783153602	NA
219293	2.58567613140362	0.586479703855826	1.48511701711944	0.394904709255419	0.692913214400098	NA
