Geneid	Mouse_Uninf_2_SRR17015119
75570	116
22626	11
69171	3057
227298	2026
68818	428
74104	345
245860	1314
52231	871
74577	378
20872	638
22145	1629
381272	0
56812	430
19275	9
19711	0
13437	1069
13346	5
100503248	0
11790	0
69080	835
100862164	2
241118	6
74241	408
319998	58
98733	1
16322	2
71728	1565
20536	4
100862333	0
620079	0
13838	1640
18505	0
100039210	0
433323	584
23874	2071
68393	3
74205	261
195434	327
57814	0
20254	0
100862182	6
252903	359
69368	2789
100038695	10
69163	361
100862198	0
20720	31
241128	19
26554	4399
72208	3
210293	12295
241134	0
16367	10
100503073	5
76867	1109
100503095	92
12829	15
12828	29
75734	2078
66261	31
100044526	2
15463	3515
80721	8
71386	0
20297	0
71227	0
77629	0
98496	2708
227325	17
100628595	0
14897	14025
66153	10
71781	42
100503433	21
381287	178
621875	463
100040135	0
665378	36
620078	79
100040213	1
100039794	11
665338	3
109032	1288
434484	1215
100503502	1
100503045	15
20684	5260
319997	1822
12283	7353
64294	5066
71141	4
227326	675
70060	0
72792	4
70247	6440
15559	185
78795	279
100861644	1
227327	80
383538	0
17975	26134
100303740	38
80828	41
319336	28
14767	0
71863	2
19231	5425
18582	436
26895	539
18159	0
208718	920
11650	0
76768	0
11648	0
13599	0
69453	0
11447	0
11449	7
26987	1766
98363	4
227331	4033
100040591	97
73234	0
53972	2
319977	0
620454	5
23956	0
16331	10010
77040	1704
100217415	693
20215	50
100503175	105
227333	9607
227334	1600
394430	0
394434	0
394432	1197
394435	95
94284	97
394433	64
22236	29
15504	42
394436	32
100040766	45
381280	283
78605	0
171382	0
75396	2
14659	37
100503197	3
320982	2379
78650	0
73475	0
98402	176
77331	0
347722	1374
74403	104
14472	0
208372	0
74918	0
12778	1508
108679	1595
433332	0
12835	23
171531	140
623503	2
19329	2
16978	7305
329207	21
51801	88
67921	1167
665783	52
50880	866
227357	0
100503326	0
70788	2
227358	121
67444	1111
67086	3
55927	347
18627	333
74019	403
65247	1024
13345	10
208727	1374
67273	1327
259040	0
258228	0
259041	0
259039	0
258274	0
258483	0
258484	0
257890	0
66915	895
260301	2
14733	153
100504295	0
387167	0
241158	12
67446	139
108657	1142
100037260	30
23830	247
64095	3931
208760	1
16560	38
11611	0
71874	1
381284	2
208777	82
69821	414
269224	83
66385	1445
404545	18
110611	18415
18000	8449
227377	271
59041	1627
51800	2
67026	488
66615	1291
21915	544
66262	1626
98314	404
381334	0
100041596	0
666009	1
619597	2
241159	0
18566	46
74689	0
67698	791
20452	7347
75381	1
100504401	81
73454	0
75159	0
227394	147
329217	55
67854	0
74441	0
634331	0
634346	8
52392	2219
227399	3528
252876	261
18484	1721
78603	40
69030	12
70866	0
100504494	11
241175	0
100504525	0
23836	0
320311	126
100504568	1
27392	2939
227446	3517
100042023	2
21934	1297
635504	49
227449	2940
626049	1
98432	947
12043	2742
320761	38
70750	1239
20479	4885
20724	0
71869	0
241196	0
20248	0
394252	0
383548	0
381286	0
66957	0
116872	34
18788	53622
241197	2729
20725	2657
241201	0
227485	0
319901	435
636808	0
634762	0
22099	2900
67949	1880
76707	4292
68204	139
81879	6
14633	0
16324	0
100502628	0
64143	2884
226351	1275
226352	28
19258	1337
66343	236
226356	0
319229	1
170706	1024
13167	1743
73103	71
68428	2218
226359	0
17167	7301
13798	0
98452	0
72999	633
70829	2309
15564	4
66942	790
100502702	0
269109	4
74117	17416
74150	1134
71111	0
72585	0
210356	0
107895	1617
667090	47
72160	297
266645	7
100502745	0
72949	2929
22625	100
226407	3087
226409	239
226412	2087
387147	1
67812	4277
226413	6
17219	1532
226414	3583
12767	2443
210417	4
100042740	2
13137	12
13136	3096
22789	0
12269	0
12270	3
18640	1523
226418	631
212439	17
64435	64
100502856	33
18703	88
69169	1366
93672	15
58181	0
329244	2
16153	4
17164	7989
226419	152
16865	718
54354	4811
56489	3099
14270	4950
108900	53
26361	0
13034	697
226421	2783
320718	4
212933	11
98396	1334
226422	1182
98415	11369
212980	376
13714	5426
213006	1420
18557	222
723818	0
213409	0
213417	0
74137	2122
68875	658
213452	2255
213464	2026
74626	231
21367	9
269116	0
100038653	0
16980	2
17248	4335
240752	3554
108954	11014
240753	669
100502933	25
68338	0
280287	0
19701	0
214253	2
20668	113
20643	909
70579	6126
667118	6696
240754	844
381290	569
269120	0
116847	2
100502984	0
14264	2
100502999	32
12227	6629
667414	5
71884	32
12654	417
53311	2
11539	0
17928	2
68507	684
57439	1851
240755	57
72017	1678
72674	4738
100861791	3
240756	1021
98710	1339
100503055	0
71001	0
75605	2319
20980	1
329251	400
67196	38
329252	0
13924	143
100038590	0
320139	4326
68724	2913
171469	0
13710	2
215615	5489
21854	844
93689	0
77552	4
226432	2580
215690	5286
13007	833
27280	193
21952	1
16763	48
21956	0
18772	0
226438	0
66241	227
12292	137
329253	7
16565	8109
76422	3
67313	2
100042513	0
383563	5
67886	3310
320054	43
67997	353
381293	135
71084	0
226442	2628
100503460	46
100503474	0
667686	2
26424	0
320138	188
735252	1
723890	0
19264	44091
338375	0
59125	4492
545363	0
16876	2
69549	70
75546	0
329260	4114
170788	1
71209	0
226470	1440
12316	519
14060	0
50702	0
624286	0
214403	11
545366	15
12628	25203
240776	0
75910	0
226472	0
214498	817
26878	261
69367	643
20822	987
56207	977
19735	3768
100861894	0
246709	116
50778	326
624910	0
64214	1700
215378	0
100043240	2
791353	0
100503781	0
18783	2959
320019	0
19225	172
100043257	376
100043261	0
20028	0
75584	0
226499	1510
108989	18830
96875	32270
545370	11
402734	2
73176	0
117198	6489
66875	1291
98685	1547
19821	1821
100503012	17
63913	2203
66967	4177
69399	304
66637	188
269132	2
19731	1774
100861876	2
71281	3
67771	8439
100503084	11
17970	7686
226517	4893
226518	3
16782	8
226519	3343
626058	515
71836	73
13211	11961
74091	120
67792	4
329271	0
19734	20
24014	3932
240816	0
240817	0
433365	0
240819	6
14645	15479
100861882	0
207678	0
78112	0
12290	5039
15939	4501
15064	298
58244	1150
207792	13
100503411	0
19775	3502
433367	0
72482	688
16872	0
100861926	0
104009	557
74081	7897
208263	5246
240832	4806
329274	0
214575	63
170484	70
77352	18
20652	6950
11352	3262
30935	2100
100503836	0
215015	2491
78255	4496
72713	413
73435	0
226525	754
69953	200
226527	151
89867	168
100504090	1
240843	0
11899	0
735253	0
23850	1
72025	0
26374	2169
100217414	143
21960	2
67647	2665
75255	56
329278	10
64659	701
12301	2161
29809	4565
100316784	15
620246	32
620750	2
381305	7035
11905	22
240869	1050
14455	7458
100628588	0
100217446	161
226539	562
70454	304
226541	1437
73844	2
100502590	0
11758	5304
22164	60
240873	41
14103	68
226551	3170
75368	0
67292	717
103967	67
72753	0
474332	8
723821	0
387210	0
71449	702
53330	1770
17926	0
100038657	0
226562	11743
226564	0
14261	0
55990	4
226565	0
14262	0
78258	0
18933	36
98376	405
240879	0
16579	528
240880	1786
381306	122
69962	145
20339	163
20343	12085
20344	16979
100503816	100
14067	50825
116914	330
74895	212
66352	634
171567	276
11931	149
56429	2
433374	5
16963	54
69476	0
75857	0
83993	0
108735	4665
226591	1235
240888	0
74106	1256
70456	679
271639	1
68481	14
100503268	0
226594	5231
100503283	151
433375	5077
12503	290
18986	2156
240892	0
59290	0
98558	0
100039795	18
100503318	64
27878	663
71592	1651
226601	0
226604	0
240894	0
100503962	49
226610	865
80914	591
68944	1407
100862084	2
56752	2297
66447	81
240899	0
100503977	0
20183	81
110648	0
18514	921
66977	98
19737	0
100862094	0
19736	0
78465	0
15490	438
67303	0
18214	11
107652	3213
16589	2064
545378	0
622708	7
26904	148
665574	37
76925	5
70729	53
320078	46
226641	7802
80915	464
435653	9
98752	2555
14130	7846
246256	1588
14131	17773
75472	19
66052	1854
17528	0
66425	31
12355	10
641376	601
11807	19
14127	5128
226646	2811
240913	2
57370	862
19044	749
30941	630
66155	845
100862110	0
100504072	91
21945	996
27045	443
18637	313
68874	97
71740	172
226652	16992
22278	1567
226654	71
16456	110
56009	147
16429	0
18106	4308
17085	2409
75345	1041
12506	3920
100041098	131
27218	211
12523	11392
100038548	1310
100862186	5
30925	606
93840	28
18071	0
59287	4131
12847	13072
100504176	0
19298	1404
98193	3573
18611	1691
12372	4
27222	0
98660	1
140559	2509
16524	9
16513	18
67556	3208
100862199	6
98365	763
93842	250
21346	12612
71870	128
71319	43
240916	4
74748	358
677296	6
68440	353
100040320	0
12944	2
20219	0
18313	0
258759	0
258758	0
258880	0
258881	0
14125	700
258645	0
100504232	0
13349	9
94332	85
383619	2367
240921	575
545384	220
623121	203
236312	3934
100033459	94
100504251	1
226691	3667
15951	4398
100504287	73
666028	0
100040462	4038
381308	491
15950	4748
26388	4
226695	299
258712	2
258711	0
258713	0
258717	0
259162	0
404222	0
258716	0
258715	0
258302	0
20739	805
258710	0
66289	0
258238	0
258709	0
258756	0
546747	0
54418	0
23893	0
24012	0
14194	1476
98256	898
13603	125
12663	1085
75820	0
26909	84
319455	0
545389	7576
723921	6
76816	1168
15365	423
23797	2675
30928	1828
75589	0
69428	5
11566	4116
631584	0
545391	3
78825	1717
791357	29
75164	0
666295	102
320110	17
66359	918
51810	21535
68226	146
269152	4
69726	248
15278	176
226744	1173
109232	213
226747	8909
100503705	0
226751	1164
67426	539
19165	1540
277333	21
320404	3678
381310	10
11545	5004
72568	318
27217	0
170760	2902
100504581	2
15078	740
208768	1743
100504598	3
320202	0
100862334	0
69051	490
13590	46
208795	1866
13849	1842
619326	0
67459	2171
98417	1349
226757	16867
329307	100
72978	0
403180	0
240960	174
98386	6158
433384	5
13800	106
27058	1149
625823	0
13244	6476
67330	74
67948	1544
209456	1193
12334	9077
170725	0
433386	0
96935	4
53791	150
68897	368
71678	1881
108909	2145
338366	6381
21339	500
78772	0
73363	33
63953	720
73590	0
74971	0
15284	370
66112	11
67247	1753
100316821	2
226777	2
226778	0
98732	3725
100217449	17
381314	2431
387189	18
387211	8
23827	740
107508	8287
319562	16
100039138	0
226781	0
114668	0
226791	137
21808	12471
67223	1060
110957	0
74717	2
69308	1
67769	812
100862400	145
26381	2
320272	2
22283	3
226823	1067
16526	0
100042424	278
100039307	0
108000	551
19250	120
226830	451
19130	79
100504619	0
320119	1095
52477	2369
226841	29
226844	1529
100125339	7
75558	10
68972	204
381318	136
381319	148
619288	0
11910	1116
100504360	79
100861628	0
66208	61
66950	615
226849	3508
100504379	106
76843	193
77065	1458
226856	3874
18005	216
98736	12
22782	1305
74023	50
22033	764
100628582	4
100042625	60
214742	337
100038712	31
16510	0
226861	105
320952	0
73455	0
214791	0
100503471	0
329324	21
215193	1102
54139	83
319266	493
215243	2286
15483	300
14373	0
100503531	0
16780	48
215303	4
387201	0
74942	0
18845	126
100628615	0
12490	219
320400	99
320977	1173
723963	0
387224	0
17221	96
12946	2658
12902	876
215728	0
619314	0
670558	1
76142	18
70337	0
213783	2680
270685	1549
83397	170
381990	594
66084	599
73419	748
100504234	21
13982	99
64009	6126
68632	2
22353	0
67141	208
108853	419
56533	0
100041224	0
18390	43
320495	1933
215748	223
77777	120
237253	77
18537	1412
320642	35
69912	330
407824	110
16798	3973
23924	1049
215751	975
100503695	13
67418	2398
237256	2554
100628581	23
68652	5225
338362	601
70097	2568
791352	0
320825	0
620417	0
78808	2201
215772	2714
67844	6165
382450	1
14816	19
78056	0
268281	3461
71865	1184
13853	22
22288	5508
320273	49
74732	1010
66125	824
22634	18
100862331	0
75122	2
353258	1724
215789	1433
66848	1948
56535	416
66757	111
66253	83
15273	4558
100504211	408
215798	1553
100039571	12
66201	1063
69412	0
76743	4
18101	0
100504235	7
17684	403
378431	44
380629	2200
73112	1284
19707	1310
100045792	12
215814	139
215819	27
56016	13
215821	7
237300	0
73968	0
64058	37
21929	1486
100504265	2
94222	0
15979	7388
237310	7
237313	0
76157	0
18634	679
26408	4494
17761	224
73811	3
621697	36
72567	5896
71804	66
29863	217
52906	391
100038717	5
100504283	11
17863	505
56422	943
73990	29
237320	4
76924	1
67692	3
432436	0
20393	2336
114671	0
319887	30
379043	12
667281	387
606736	1486
56554	57
100038752	0
353169	30
237336	1142
100504411	0
100038582	0
21412	0
14051	21
20042	4984
100529074	119
100529075	112
76306	11
26464	409
22361	0
111174	0
209512	0
493809	0
209513	1
215854	0
215855	0
215856	0
209517	0
435206	0
276742	0
435207	0
215859	0
382348	0
494546	0
503558	0
53331	4706
100862153	0
59012	6
14219	3
18605	1505
209558	0
70208	2419
11846	46661
432442	1770
13822	4904
100504474	0
73803	0
215866	0
77220	2
100040851	0
268288	153
237339	639
667572	0
73910	1977
16773	0
100040961	3
19272	9
210757	280
100504516	30
114676	64
67719	0
67412	0
212448	1
52665	232
68031	1120
72780	3
100504540	4
66311	34
73681	683
100504586	373
66847	200
211329	1787
15214	0
69692	195
21987	0
100041294	22
268291	39
432450	0
76757	0
442820	0
100862254	0
215890	0
215895	0
57430	0
212892	28
72580	1361
414093	166
66521	812
692132	0
270711	0
103511	0
215900	55
212898	4687
22110	2758
72480	410
319638	1163
12813	264
14302	19
100041585	2
319415	0
15182	1954
17118	7952
215919	0
16775	5
66337	9
71924	69
327743	6
14360	3436
100504626	62
103213	716
327744	184
19714	3156
100504659	29
213332	51
75299	12
72045	0
100041085	16
215928	18
215929	0
72472	2006
67239	1017
67371	644
19850	2183
11702	506
78334	2959
70840	0
70503	0
327747	0
71713	2265
83767	2
100504721	62
140741	0
103199	2122
633979	2
268294	795
171580	2837
20598	462
73075	4
53599	5980
75973	8
70538	0
629461	0
100628609	0
103268	214
140742	2452
213402	139
624784	11
56484	1529
215951	302
666540	19
54198	4221
21907	0
14628	2240
140740	3546
268297	1266
109205	8
74530	0
71365	189
331623	587
67851	207
100862325	0
12484	9522
414125	47
69443	49
76563	462
170728	882
11630	3748
70365	0
11793	1465
100316688	2
12142	507
19072	3330
78977	4
23828	0
380669	5
209462	645
320363	0
100418235	0
14806	66
100504076	0
77987	6641
20464	0
14727	6912
14728	10059
77296	0
210198	0
320995	0
71090	0
215031	0
19886	0
66686	26
94221	1749
66650	0
52014	3612
629689	0
22639	12
215085	0
100862347	0
100038725	650
100502820	9
18821	213
432460	3
100502868	0
71567	898
66403	769
100042554	62
75906	5
17155	14625
100502920	24
544696	468
73390	176
14609	93
100862378	0
791298	0
74928	0
15500	553
56442	7540
18768	806
12140	1335
100502970	23
57319	9411
100504180	0
74399	0
245263	0
791309	34
70297	1864
110829	7056
19386	17538
76138	39
13608	0
103505	0
237353	1
103080	267
268301	1738
18451	3339
69836	2
18302	40
215999	2445
216001	1965
56709	633
100503588	38
74747	426
52717	954
69090	406
94214	31
53374	2510
19156	72739
22295	530
74048	18100
100302688	99
71279	2450
107449	54
100503834	0
73616	3
327760	0
13180	18
20397	10509
65971	2
237360	133
100862379	0
18646	157
27355	407
18119	13
13688	2227
100503821	560
216011	306
237362	2
67895	1037
20224	4965
71767	670
71361	1459
404634	68
100628583	0
12817	0
432466	392
69894	10
11925	0
70423	8
21337	1
15275	6334
70162	15
216019	0
338359	736
74706	33
30930	3413
19073	41920
72320	969
56200	10822
100862011	0
94213	2147
216021	22
67500	4107
100217463	22
52463	98
73132	916
327762	849
70432	1367
432467	162
67307	8
68371	44
53404	0
68802	4
641387	63
67345	7694
100502721	464
93759	1212
30045	74
216033	0
791346	0
216028	0
100502808	0
69433	0
28193	6351
108829	16176
641340	282
13654	254
211488	1701
100038508	8
216049	9
170799	2
71371	1572
100503521	0
75148	0
73287	15
327766	53
69288	436
320700	98
12534	197
11735	2
76551	2145
69563	1
66859	6
71721	0
70911	0
319646	0
83675	12
319572	0
21780	1302
216080	641
52637	273
69718	2173
622812	0
108950	0
100040505	22
52696	981
327768	0
100861952	0
11994	0
71236	0
14687	32
76877	3
110279	703
74392	3937
11540	796
544707	3
103149	108
71125	8
68778	2808
67332	1189
192734	10
14598	24
23887	336
100503432	28
71733	12
104248	3513
13202	226
103140	144
14871	18
75886	0
14872	202
17319	401
70377	164
20587	1210
100861975	0
17385	15
103172	48
333670	6
22364	46
333669	25
64453	631
64454	0
64452	0
15468	657
751554	0
20203	19
64451	998
18541	2434
67523	19
76964	0
216119	97
54387	2689
16987	309
74953	17
76573	0
14317	0
12834	23
100861980	0
12833	41
59093	33
100038479	0
20509	448
12822	354
100169878	1
80294	1471
110532	1306
100045653	10
108707	1079
16414	53335
108705	2880
20610	2905
22213	1621
100316811	8
100502831	0
670895	0
16697	0
100009614	0
100502921	0
16694	0
100502953	0
77763	0
100041250	0
100041261	0
634517	0
100041281	0
634504	0
675294	0
100503388	0
670880	0
100040299	0
100191037	0
544710	0
622629	0
100041351	0
252974	11
75188	2
237387	64
28240	2763
67884	309
18641	7653
11634	3
54427	7
50723	1110
100503488	1
28295	278
110816	1755
216131	4334
28169	1950
18114	3578
13014	1354
216134	1910
791283	0
258224	0
216136	682
71709	27
257883	0
12365	0
70976	0
20513	0
258305	0
257734	0
259163	0
18372	0
259044	0
259074	0
259042	0
18357	0
72128	901
624765	0
216144	0
624845	0
625029	0
50784	293
70427	570
21830	0
237397	2
216148	4
100503607	0
382384	0
17123	0
110012	323
216150	1300
16904	53
12215	7351
15166	6
216151	754
67112	1
70294	916
83554	13
73106	14
100503626	59
18483	1306
78906	4
414101	140
19205	6360
216152	263
19152	709
50701	2
100503642	401
11537	2
216154	871
100862144	0
109284	682
114229	31
13496	2264
216156	984
170483	46
216157	1944
12798	6133
27403	3785
70719	21168
66420	1781
625249	1221
216161	10751
20869	1760
100503659	229
66043	530
100862154	0
59090	6178
12696	1094
69770	165
13637	8
68114	1089
75406	832
14431	90
70248	2420
103232	113
20054	11040
23805	187
66374	1208
18551	35
70335	18
66548	713
216166	0
237400	246
17192	574
100503758	0
66594	0
21423	2566
246086	0
67331	0
66932	2104
118445	731
216169	829
100113398	39
100862189	0
56214	870
103236	2925
208198	502
17347	3945
208228	4534
71564	207
11776	5704
208266	2010
78670	1219
20222	1535
11705	17
71912	4
18245	2474
100316778	4
237403	2
66094	130
73218	538
432478	16
30055	778
16907	725
17873	517
14708	40
208666	0
106947	417
52551	1717
50492	712
208677	4
26396	1782
16969	4758
59004	735
13629	50643
100217454	36
100503773	0
13144	681
69678	1
69564	17
16467	10
103406	35
17179	266
66047	745
57267	622
100526465	7
27375	147
18717	4887
70312	915
21390	111
209047	7
15353	708
73822	472
432479	340
56371	1182
102115	706
100503793	20
72273	74
18029	1588
319586	0
103425	3232
13611	1489
14676	1495
14672	889
14797	2460
21886	17
114606	14
268319	104
50721	349
70615	114
100233208	9
666448	0
73610	4
100040944	17
666738	0
666501	0
331188	6
666548	0
100038681	56
666790	6
408062	431
327780	53
216177	540
237411	266
100503696	0
237412	147
432480	0
100862390	0
544717	97
21665	302
74782	37
67933	972
18045	989
70003	3
50493	4640
66341	133
58250	1458
338365	1831
28109	2127
216188	37
319277	6546
216190	1751
69784	0
77976	365
216197	4102
442847	58
216198	3667
100503200	103
70428	2365
71137	0
625690	1
237422	791
14202	16
103266	420
74238	188
12952	528
74007	107
626858	0
626940	0
100503271	0
103136	2003
72843	1368
67341	0
28088	4029
270757	0
69754	766
27204	442
78170	2
21859	59
100503291	4
627035	0
382395	0
66263	95
22027	35966
103220	50
103466	926
192188	25
83559	0
76640	0
100038674	0
17172	0
18478	0
16000	4727
100503785	43
22172	3
110312	1
75317	104
626115	3
69736	298
67282	513
71712	1626
432486	3127
20962	9
212862	278
109272	0
20728	4
237433	10
104303	1150
70683	6595
216225	0
320091	0
237436	468
20186	0
216227	2
213326	1892
67019	332
75089	3729
77531	91
100043039	4
11783	4717
67454	397
18674	3060
100861804	0
21917	5840
100503982	26
723955	0
110333	0
100526517	0
627800	0
667203	2
17997	1329
380653	0
380654	34
237459	2718
100316689	22
13713	1502
432488	9
16993	2467
15109	2820
71761	2
237465	43
69878	126
74454	10
57764	67
667338	2
100504069	16
327799	19
56307	4713
74923	0
723908	7
215008	797
13998	4726
22025	626
66414	94
100861832	7
215472	0
319880	2162
67723	302
77048	1287
54712	4012
12905	133
69629	0
216233	291
70523	3
67270	671
93765	1122
71207	2416
100526463	14
216238	3984
100504157	0
12226	7804
75301	0
100628616	0
13179	121
17022	2
75025	0
16545	0
13516	0
100038699	0
66716	0
791295	0
667438	0
67972	16178
382406	430
14426	1619
100861874	0
67603	4060
100504202	8
100417125	0
71832	44
17311	263
100043224	0
100043227	0
100043231	0
100043235	0
100043239	0
100043247	0
237500	907
216274	541
68281	179
66605	0
67569	0
100526516	0
67405	0
237504	0
216285	0
74978	0
103098	0
100861880	0
100861891	0
100861901	0
637578	0
100043292	0
278279	123
327812	8
216292	330
52713	723
639162	1
321001	1
327814	0
380660	0
108030	0
17877	0
17878	0
237523	0
628870	0
17931	4710
114774	6
20979	0
368203	0
260315	0
109335	0
52679	32
75630	0
13008	65
320150	1607
432502	31
237542	11488
71769	193
53605	4696
382421	44
21664	32
71321	0
629206	0
52705	2199
73690	616
69286	0
67537	0
544736	0
353025	0
268345	0
69355	0
382423	3849
237553	0
216343	0
100861951	0
66687	3033
668041	261
216344	1905
100038558	18
67226	1010
66816	396
216345	7126
14160	4
100861970	0
77798	0
216350	16
19279	2
619332	0
19263	0
58802	11
67342	0
100504412	1
72068	2943
100504423	103
72286	0
237558	0
216363	256
71086	125
103175	2
544741	159
382427	0
100038610	0
237560	2
100862026	1
12461	6926
327826	1771
64050	1701
77397	0
17105	369016
17110	11177
432508	5820
70574	438
17246	2965
215436	466
103468	1565
100862040	555
215449	5362
71067	2
17245	971
50929	0
116849	0
668198	0
668203	0
668205	0
668209	0
668213	0
668216	0
15978	17
69181	1262
100038589	4
97640	0
73400	0
71902	4713
67081	0
74053	0
75321	0
117599	1555
73914	1671
68212	870
100504548	0
66225	65
15364	6
321010	61
320626	4
791076	0
100038546	0
70874	2
320183	34
100504616	40
380664	1102
24117	0
100504636	0
74694	159
75612	11459
192678	6129
56480	3292
73192	3560
216393	2
270802	319
117600	40
216394	2
668272	61
216395	912
100043513	0
54140	8
319272	183
319468	4057
387251	6
67074	5592
14479	4276
100042958	4
268354	0
100505018	0
75030	1
20503	857
320398	171
68876	192
52468	3487
723962	2
723882	0
11567	31
66399	419
100504608	4
17299	543
13115	10
216438	82
12567	3692
67125	1972
100504703	33
216439	1185
216440	6137
14421	2588
216441	150
52666	4
80904	358
100038591	91
117150	1504
16572	30
69654	2543
110962	866
13198	231
216443	2059
216445	3129
14632	62
16326	0
16325	0
71750	1335
237611	23
407790	2
108037	1133
104080	0
16971	27257
20852	9322
17937	1135
72243	22
210035	593
432516	9
21334	0
320080	1073
11536	70
107605	20
103142	25
19683	2
380674	1
216453	0
216454	0
54150	0
70061	0
27400	0
19075	203
17938	4116
56351	787
100862107	8
11947	16852
751518	18
116848	7070
56516	1165
216456	21
66701	277
17339	4
21853	234
28194	0
103161	28
20847	3079
83430	12
103135	1218
56530	1194
12974	5631
210582	482
237615	4052
72002	27
69917	864
67588	1729
68094	6920
17904	3702
216459	73
100502705	244
23943	13073
103284	827
67945	2054
