Geneid	PCA2-infected_7h_SRR15896667
74104	604
245860	311
52231	301
74577	75
20872	4684
22145	10357
56812	238
19275	6
19711	0
13437	1507
13346	0
100503248	0
11790	0
69080	669
241118	0
74241	41
319998	6
98733	8
16322	4
71728	187
20536	2
620079	0
13838	8
18505	0
100039210	0
433323	47
23874	3727
68393	0
74205	771
195434	318
57814	0
20254	0
252903	216
69368	1458
100038695	1
69163	2675
20720	741
241128	2
100503052	110
26554	1339
210293	1971
241134	0
16367	1
100503073	5
76867	192
100503095	20
12829	17
12828	12
75734	3017
66261	5
15463	1151
80721	0
71386	0
20297	0
71227	0
77629	0
98496	5
227325	0
14897	1846
66153	212
71781	0
100503433	0
665317	0
381287	24
621875	21
100039742	13
665378	0
620078	5
100040213	0
100039794	1
665338	0
109032	2415
434484	660
100503502	1
100503045	0
20684	583
319997	933
12283	2800
64294	1443
71141	0
227326	0
70060	0
72792	0
70247	8386
15559	27
78795	141
227327	35
383538	5
17975	93459
100303740	26
80828	9
319336	198
14767	0
71863	0
19231	43896
100502660	3
18582	1894
26895	613
18159	0
208718	417
620213	6399
11650	0
76768	0
11648	0
13599	0
69453	0
11447	0
11449	0
26987	5266
98363	1
227331	1896
100040591	55
73234	2
53972	0
319977	0
23956	0
16331	1198
77040	428
100217415	0
20215	2
100503175	24
227333	784
227334	488
394430	0
394434	0
394432	46
394435	3
94284	4
394433	6
22236	1
15504	176
394436	0
100040766	1
381280	2501
171382	1
75396	0
14659	97
100503197	0
320982	152
98402	5
347722	702
74403	268
14472	52
208372	0
74918	0
12778	0
108679	2280
433332	0
12835	1
171531	6
623503	0
19329	58
16978	2710
329207	45
51801	13700
67921	2425
50880	1133
227357	6
100503326	0
70788	3
227358	64
67444	3645
67086	2
55927	1595
18627	143
74019	473
65247	264
13345	0
208727	280
67273	5608
259040	0
258228	0
259041	0
259039	0
258274	0
258483	0
258484	0
257890	0
66915	8801
260301	243
14733	334
100504295	0
387167	1
241158	0
67446	306
108657	734
100037260	59
23830	214
64095	8
208760	0
16560	2
11611	0
71874	0
381284	0
208777	0
69821	822
269224	201
66385	2655
404545	2
110611	5481
18000	4837
227377	15
59041	673
51800	20
67026	491
66615	1281
21915	12915
66262	1217
98314	190
381334	0
100041596	0
666009	0
619597	0
241159	0
18566	1
67698	1991
100041686	6753
20452	905
100504401	1
227394	2
329217	1
67854	0
74441	0
634331	0
634346	1
52392	1240
227399	1254
252876	436
18484	520
78603	58
70866	0
100504494	70
241175	0
100504525	0
23836	0
320311	2
100504568	0
100504602	114
27392	276
227446	724
100042023	2
21934	1
635504	17
227449	528
98432	78
12043	2083
70750	1055
20479	2312
20724	1
71869	2
241196	0
20248	0
394252	0
383548	0
381286	1
66957	0
116872	0
18788	5
241197	87
20725	6
241201	0
227485	0
319901	41
636808	0
22099	10916
67949	5569
76707	1075
68204	217
81879	0
14633	0
16324	0
100502628	0
64143	106
226351	644
226352	76
19258	139
66343	323
226356	0
319229	0
170706	36
13167	18579
73103	833
68428	1925
226359	0
17167	0
13798	0
98452	0
72999	587
70829	343
15564	0
66942	2875
100502702	0
269109	0
74117	7371
74150	219
71111	0
72585	0
210356	2
107895	409
72160	16
266645	43
100502745	4
72949	461
22625	2
226407	1188
226409	239
226412	2640
387147	1
67812	7107
226413	3
17219	9156
226414	5116
12767	1538
210417	3
100042740	47
13137	3
13136	859
22789	0
12269	0
12270	2
18640	421
226418	249
212439	30
64435	0
100502856	0
18703	0
69169	1
93672	0
58181	0
329244	1
16153	1
17164	3826
226419	968
16865	894
54354	867
56489	226
14270	516
108900	309
26361	0
13034	4541
226421	201
320718	3
212933	3
98396	205
226422	311
98415	19792
212980	296
13714	387
213006	83
100502885	682
18557	47
723818	0
213409	0
213417	1
74137	536
68875	110
213452	621
213464	673
74626	64
21367	0
269116	0
100038653	0
16980	0
17248	742
240752	65
108954	1718
240753	45
100502933	0
68338	1
280287	0
19701	0
214253	0
20668	57
20643	32479
70579	2321
667118	1007
240754	12
381290	528
269120	3
116847	0
100502984	0
14264	0
100502999	4
12227	1392
667414	17
71884	2
12654	5
53311	0
11539	1
17928	0
68507	142
57439	1868
240755	0
72017	365
72674	1625
240756	594
98710	842
100503055	1
71001	0
75605	2035
20980	0
329251	102
320856	65
67196	1606
329252	34
13924	54
100038590	0
320139	4157
68724	565
171469	0
13710	0
215615	2081
21854	4705
93689	0
77552	0
226432	795
215690	513
13007	2017
27280	207
21952	3
16763	0
21956	1
18772	0
226438	1
66241	1449
226439	0
12292	2
16565	167
76422	0
67313	0
383563	2
67886	668
320054	69
67997	160
381293	500
71084	0
226442	736
100503460	10
100503474	0
26424	0
320138	194
735252	0
723890	0
19264	1714
338375	0
59125	650
545363	0
16876	0
69549	1780
75546	0
329260	615
170788	0
226470	409
12316	2072
14060	0
50702	0
624286	0
214403	0
545366	0
12628	1
240776	0
100503637	0
226472	0
214498	1380
26878	90
69367	4143
20822	228
56207	6525
19735	2266
246709	0
50778	721
624910	1
64214	3531
215378	0
100043240	1
791353	0
18783	1112
320019	0
19225	34
100502948	40
100043257	17
20028	0
226499	1397
108989	13960
96875	20
545370	0
73176	0
117198	5378
66875	1526
98685	633
19821	903
63913	144
66967	544
69399	688
66637	1917
269132	0
19731	45
100048152	0
71281	0
67771	6812
100503084	0
17970	1461
226517	1057
226518	2
16782	0
226519	66
626058	17
71836	41
13211	3733
74091	903
67792	4
19734	1
24014	958
240816	4
240817	0
433365	16
240819	2
14645	1503
100503355	0
12290	22
15939	841
15064	57
58244	471
207792	9
100503411	1
19775	711
433367	0
72482	4022
16872	0
104009	544
74081	2729
208263	1337
240832	1423
329274	1
214575	0
170484	0
77352	2
100038991	7242
20652	1241
11352	555
30935	889
100503836	0
215015	140
433368	17
78255	759
72713	16
73435	0
226525	172
69953	1711
226527	31
89867	13
240843	0
11899	2
735253	0
23850	0
72025	0
26374	1033
100217414	6
21960	0
67647	788
75255	63
329278	0
64659	15015
12301	18996
29809	3975
620246	5
620750	3
381305	1369
11905	59
240869	71
14455	40202
100217446	33
226539	949
70454	891
226541	369
73844	0
100502590	0
620839	30
11758	19952
22164	7
240873	0
14103	0
226551	1118
75368	5
67292	497
103967	1
474332	0
723821	0
387210	0
71449	572
53330	92
17926	0
100038657	0
226562	12543
226564	0
14261	0
55990	0
226565	0
14262	0
78258	0
18933	0
98376	281
240879	0
16579	534
240880	606
381306	56
69962	391
20339	154
20343	2125
20344	87
100503816	7
14067	77
116914	191
74895	445
66352	514
171567	560
11931	41
56429	0
16963	0
69476	2
83993	1
108735	527
226591	2777
240888	1
74106	319
70456	6410
271639	0
68481	81
100503268	0
226594	974
100503283	28
433375	15754
12503	58
100503297	5
100503933	147
18986	375
240892	0
59290	0
98558	0
100039795	1
100503318	89
27878	1577
71592	262
226601	0
226604	0
240894	0
100503962	0
226610	0
80914	2858
68944	5149
735254	1
56752	2635
66447	1884
240899	1
100503977	1
20183	2
110648	0
18514	1343
100502613	0
383613	0
66977	607
19737	0
19736	0
78465	0
15490	206
18214	22
107652	2667
16589	284
545378	0
622708	17
26904	77
76925	5
100504035	156
70729	200
320078	1
226641	634
80915	1136
435653	1
98752	7
100504052	88
14130	932
246256	46
14131	2238
75472	131
66052	5528
17528	3
66425	270
12355	2
641376	575
11807	71
14127	6405
226646	6114
240913	0
57370	837
19044	1020
30941	312
66155	5833
100504072	159
21945	505
27045	53
18637	7274
68874	56
71740	19
226652	1352
22278	309
226654	12
16456	15
56009	327
16429	0
18106	104
17085	260
75345	6
12506	4760
100041098	35
27218	51
12523	380
100038548	20
30925	2
93840	30
18071	0
59287	492
12847	437
100504176	4
19298	953
98193	2510
18611	56
12372	1
27222	0
98660	0
140559	873
16524	0
16513	2
67556	605
98365	6
93842	2
21346	23065
71870	2
100504192	4
240916	0
74748	5
677296	0
68440	567
100040320	37
12944	1
20219	0
18313	0
258759	0
258758	0
258880	1
258881	0
14125	141
258645	0
100504232	0
13349	35
94332	20
383619	695
240921	25
545384	0
623121	3
236312	922
100033459	2
100504251	0
226691	17
15951	41
100504287	26
666028	9
100040462	2597
381308	91
15950	1847
26388	0
226695	12
258712	0
258711	0
258713	0
258717	0
259162	0
404222	0
258716	0
258715	1
258302	1
20739	595
258710	2
66289	0
258238	3
258709	6
258756	9
546747	1
54418	7
23893	0
24012	0
14194	5416
98256	73
13603	63
12663	241
75820	0
26909	1142
226720	0
319455	0
545388	117
545389	661
723921	1
76816	561
23797	426
30928	650
75589	0
69428	2
11566	4566
631584	0
545391	0
78825	2166
791357	16
75164	2
320110	90
66359	4684
51810	27790
68226	289
269152	20
69726	976
433941	2452
15278	572
226744	286
109232	310
226747	3283
100503705	1
226751	263
67426	169
19165	2336
277333	13
320404	66
791296	24
381310	0
329305	0
11545	5987
72568	727
27217	1
666431	46
170760	2052
100504581	2
15078	1052
208768	2606
100504598	11
320202	0
69051	3399
13590	467
208795	296
13849	4
619326	0
67459	1450
98417	6007
226757	3184
329307	15
72978	4
403180	0
98386	5290
433384	7
13800	16
27058	2679
100504677	1
625823	0
13244	1301
67330	0
67948	669
209456	229
12334	124
170725	0
433386	0
96935	1
53791	0
73363	99
63953	46
15284	455
66112	2
67247	7120
226777	1
226778	1
98732	862
381314	1457
387189	0
387211	0
23827	430
107508	9269
319562	2
100039138	0
226781	15
114668	0
226791	92
21808	8
67223	4176
110957	0
74717	1
67769	433
100504534	157
100504550	0
26381	1
320272	0
22283	1
226823	351
16526	0
100042424	2954
100039307	0
108000	6866
19250	272
226830	2707
19130	1
100504619	0
320119	171
52477	1313
226841	15
226844	500
100125339	8
75558	0
68972	271
381318	402
381319	15
619288	0
11910	55
100504360	307
66208	3984
66950	623
226849	437
100504379	3
76843	1654
77065	416
226856	634
18005	800
98736	2
22782	144
74023	7
22033	114
100042625	936
214742	372
100038712	27
16510	3
226861	35
320952	0
214791	0
100503471	0
329324	1
215193	711
54139	11
319266	405
215243	238
15483	304
100503531	1
14373	0
16780	3
215303	0
387201	0
18845	32
12490	4369
320400	92
320977	21
723963	0
387224	0
17221	24
12946	2132
12902	43
215748	261
18390	0
320495	36
100041224	0
56533	4
108853	682
67141	2793
22353	1
68632	423
64009	704
13982	112
100504234	1
73419	872
66084	825
381990	260
83397	10
270685	1992
213783	1
70337	0
76142	0
670558	0
215728	0
237253	49
18537	2916
320642	87
69912	2570
407824	69
16798	472
23924	1658
215751	524
100503695	11
67418	3021
237256	3
68652	2100
338362	9
70097	108
791352	1
320825	3
620417	1
78808	963
215772	6
67844	995
382450	1
100038484	0
14816	0
268281	754
71865	576
13853	7
100503020	0
22288	597
320273	107
74732	505
66125	14787
22634	4
75122	0
353258	2768
215789	436
66848	1561
56535	615
66757	817
66253	304
15273	107
100504211	17
215798	8
100039571	157
66201	2240
76743	0
18101	0
100503049	0
100504235	0
17684	4192
378431	9
380629	92
73112	12753
19707	624
100045792	3
215814	234
215819	13
56016	7
215821	21
237300	0
73968	19
64058	42
21929	94
100504265	0
94222	0
15979	6158
237310	33
237313	21
76157	145
18634	2383
26408	299
17761	732
621697	181
72567	11341
71804	561
29863	30
52906	547
100038717	13
100504283	7
17863	13514
56422	1606
237320	2
76924	1
67692	0
432436	0
20393	106
114671	0
319887	101
379043	4
667281	5
606736	83
56554	4
100038752	1
353169	3
237336	1238
100504411	0
100038582	0
21412	0
14051	5
20042	237907
76306	59
26464	0
22361	0
111174	0
209512	0
493809	0
209513	1
215854	0
215855	0
215856	0
209517	0
435206	0
276742	0
435207	1
215859	0
382348	0
494546	0
503558	0
53331	1523
59012	0
14219	2
18605	107
209558	53
70208	691
11846	13
432442	298
13822	135
100504485	0
100504474	0
77220	0
100040851	0
268288	0
237339	358
667572	1
73910	605
16773	0
100040961	1
19272	2
210757	1
100504516	2
114676	2
67719	0
67412	0
212448	0
52665	60
68031	250
72780	0
100504540	0
66311	5196
73681	1079
100504586	22
66847	950
211329	1379
15214	1
69692	2502
21987	4
100041294	12
268291	63
432450	3
76757	0
215890	0
215895	1
57430	0
212892	3
72580	362
414093	3
100504607	10
66521	4042
692132	0
270711	0
103511	0
215900	406
212898	15
22110	1241
72480	47
319638	867
12813	32
14302	1
100041585	121
319415	0
15182	5111
17118	213
100503712	0
100503757	0
215919	0
16775	1
66337	67
71924	275
327743	15
14360	553
100504626	4
103213	65
327744	79
19714	1295
213332	4
75299	4
72045	0
100041085	1
215928	11
215929	1
72472	1388
67239	3928
67371	3389
19850	305
11702	2824
78334	762
70840	0
70503	0
327747	4
71713	2126
83767	3
100504721	20
140741	0
103199	535
633979	0
268294	351
171580	309
20598	279
73075	5
53599	2740
75973	1
629461	0
103268	1196
140742	658
213402	3
624784	140
56484	83
215951	131
54198	10505
21907	0
14628	570
100502608	15
140740	1821
268297	13
109205	0
723945	0
74530	0
71365	102
331623	174
100042179	130
67851	1471
12484	12265
414125	2
76563	407
170728	266
11630	18
70365	0
11793	2025
12142	2
19072	1365
78977	0
23828	0
380669	1
209462	295
14806	0
77987	1566
20464	0
14727	48
14728	47
77296	0
210198	0
320995	0
71090	0
215031	0
19886	0
66686	8
94221	530
66650	0
52014	1702
22639	5
215085	0
100038725	277
100502820	5
18821	35
432460	0
100502868	2
71567	128
66403	5447
100042554	66
75906	87
17155	769
100502920	49
544696	119
73390	337
14609	454
791298	0
15500	393
56442	1771
18768	569
100504151	1
12140	6
100502970	1
57319	2303
100504180	0
100502899	0
74399	0
664783	0
245263	0
791309	16
70297	1881
110829	3568
19386	6049
100503037	327
100503579	473
76138	122
13608	0
103505	0
237353	0
103080	74
268301	120
18451	744
69836	1
18302	1
100502977	425
215999	85
216001	688
56709	328
100503588	11
74747	425
52717	2788
69090	1306
94214	1
53374	0
19156	1468
22295	22
74048	447
100302688	0
71279	486
107449	0
100503834	0
100503931	0
73616	0
13180	332
20397	314
65971	7
237360	0
18646	4
27355	1
18119	1
13688	2002
100503821	268
216011	244
237362	4
67895	8553
20224	2946
71767	1537
71361	132
404634	73
12817	3
432466	66
69894	18
11925	0
70423	54
21337	0
15275	3329
70162	107
216019	0
338359	873
74706	66
30930	1569
19073	54437
72320	801
56200	6250
94213	1752
216021	49
67500	7502
100217463	0
52463	484
73132	692
327762	1283
70432	398
432467	193
67307	11
68371	2
53404	0
68802	0
641387	74
67345	876
100502721	54
93759	372
30045	382
631906	1
216033	2
791346	0
216028	1
100502808	0
69433	0
28193	613
108829	2155
641340	752
13654	9
211488	1623
100038508	0
216049	0
170799	143
71371	383
100503521	0
73287	69
327766	13
320700	54
69288	47
12534	6983
11735	3
70557	0
76551	1327
69563	1
66859	5
71721	0
70911	0
319646	0
83675	0
319572	0
21780	3210
216080	769
100504436	0
52637	283
69718	994
108950	0
100040505	8
52696	1434
11994	0
71236	0
14687	62
76877	5
110279	359
74392	564
11540	39
544707	11
103149	1
68778	229
67332	14859
192734	0
14598	4
23887	64
71733	28
104248	1326
13202	4070
103140	98
14871	42
75886	0
14872	895
17319	37950
70377	42
20587	3511
17385	16
103172	5448
333670	11
22364	3
333669	19
64453	231
64454	0
64452	0
15468	16
751554	0
20203	5
64451	30
18541	2224
76964	1
216119	209
54387	960
16987	161
76573	1
14317	0
12834	0
12833	0
59093	185
100038479	0
20509	1804
12822	19
100169878	6
80294	665
110532	48
100045653	2
108707	1233
16414	315
108705	1250
20610	6417
22213	1438
100502831	0
670895	0
16697	0
100009614	0
100502921	0
16694	0
100502953	0
77763	0
100041250	0
100041261	0
634517	0
100041281	0
634504	0
675294	0
100503388	0
670880	0
100040299	0
100191037	0
544710	0
622629	0
100041351	0
252974	5
75188	0
237387	2
28240	13
67884	373
18641	1699
11634	1
54427	26
50723	26
100503488	0
28295	20
110816	764
216131	1512
28169	487
100041500	596
18114	8028
13014	2684
216134	906
791283	0
258224	0
216136	615
71709	13
257883	0
12365	0
70976	0
20513	0
258305	0
257734	0
18372	0
259044	0
259074	0
259042	0
18357	0
72128	162
624765	0
216144	0
624845	0
625029	0
50784	411
70427	167
21830	0
237397	1
216148	0
100503607	0
382384	0
17123	0
110012	1199
216150	2342
16904	17
12215	12647
15166	7
216151	410
67112	1
70294	2907
83554	2
73106	3274
100503626	5
18483	709
78906	0
414101	167
19205	4832
216152	1282
19152	125549
50701	103394
11537	5
216154	426
109284	3286
114229	12
13496	793
216156	5112
170483	8
216157	698
12798	1440
27403	647
70719	2342
66420	7666
625249	3169
216161	388
20869	178
100503659	650
66043	20793
59090	797
12696	1445
69770	1488
13637	4
68114	1237
75406	11229
14431	317
70248	6499
20054	119845
23805	10
66374	2198
18551	266
70335	303
100503741	12
66548	51
216166	1
100503758	2
237400	148
17192	5874
66594	0
21423	4032
246086	0
67331	1
66932	2195
118445	414
216169	3298
100113398	132
56214	1340
103236	2183
208198	671
17347	2391
208228	657
71564	217
11776	1068
208266	1239
78670	5225
20222	1702
11705	4
71912	15
18245	18419
237403	9
66094	732
73218	1336
432478	7
30055	15295
16907	1078
17873	812
14708	16
208666	0
106947	256
52551	2077
50492	1589
208677	17
26396	5950
16969	2665
59004	409
13629	2233
100217454	1
100503773	0
13144	1086
69678	0
69564	3
16467	2
103406	4
17179	905
66047	8182
57267	185
27375	65
18717	583
70312	900
21390	82
209047	1
15353	1860
73822	37
432479	42
56371	1298
102115	2439
100503793	41
72273	27
18029	1703
319586	6
103425	2151
13611	519
14676	1650
14672	790
14797	7530
21886	38
114606	135
268319	24
50721	510
70615	354
100233208	5
666448	14
666458	0
73610	8
100040944	0
666738	3
666501	4
331188	0
666542	0
666548	0
100038681	139
666790	9
100503645	27
408062	158
327780	1
666584	7
216177	266
100038633	0
237411	270
100503696	0
237412	56
432480	0
544717	4081
21665	268
74782	9
67933	129
18045	2763
70003	0
50493	1995
66341	71
216185	223
58250	595
338365	1
28109	1429
216188	10
319277	949
216190	134
69784	85
77976	2
216197	1497
216198	386
100503200	48
70428	812
71137	3
625690	7
237422	312
14202	8
103266	814
74238	179
12952	584
666974	33
74007	16
626858	1
103136	1945
72843	442
67341	2
28088	5225
270757	33
69754	1141
27204	97
78170	1
21859	247
100503291	1
627035	0
382395	0
66263	947
22027	29137
103220	49
103466	228
192188	1
83559	0
76640	1
100038674	0
17172	0
18478	0
16000	5
100503785	0
22172	22
110312	3
75317	250
626115	62
69736	3013
67282	1723
71712	248
432486	1223
20962	31
212862	296
109272	0
20728	11
237433	23
104303	530
70683	1597
216225	0
320091	3
237436	1390
20186	0
216227	1
213326	258
69002	14
67019	1305
75089	824
77531	0
100043039	246
100503963	0
544719	0
11783	552
67454	706
18674	41490
21917	10226
100503982	10
723955	0
100041799	0
110333	0
17997	881
380653	0
380654	6
237459	1291
13713	529
432488	239
16993	4653
15109	12
71761	16
237465	34
69878	407
74454	11
57764	73
667338	19
100504069	3722
327799	16
56307	18372
74923	0
723908	0
215008	301
13998	157
22025	330
66414	11731
215472	0
319880	10
67723	227
77048	1982
100504100	26
54712	1112
12905	264
216233	46
67270	11770
93765	898
71207	2193
414105	0
216238	1884
100504142	129
100504157	0
12226	628
13179	0
17022	0
16545	0
13516	0
100038699	0
66716	0
791295	0
67972	2072
382406	677
14426	181
67603	363
667502	0
100504202	4
71832	3
17311	4
100043224	0
100043227	0
100043231	0
100043235	0
100043239	0
100043247	0
237500	248
216274	1586
68281	437
66605	0
100504217	0
67569	5
67405	0
237504	0
216285	0
74978	0
103098	12
100504227	0
100043292	0
278279	10
627573	12
327812	2
216292	281
52713	2807
639162	1
321001	0
327814	0
380660	0
108030	0
17877	0
17878	0
237523	0
628870	11
17931	2506
114774	3
100504290	7
20979	0
368203	2
260315	0
109335	0
52679	147
13008	958
320150	630
432502	3052
237542	1543
71769	61
53605	22358
382421	23
21664	72
52705	1992
73690	315
639527	5
69286	0
67537	0
544736	0
353025	0
268345	1
382423	6887
237553	0
100504370	0
216343	0
66687	2177
216344	432
100038558	32
67226	625
66816	814
216345	1122
14160	2
77798	1
216350	1437
19279	7
619332	0
100504392	0
19263	1
58802	0
67342	0
100504412	0
72068	2243
100504423	73
237558	1
216363	423
71086	78
103175	1
382427	2
100038610	0
237560	0
12461	20163
327826	416
64050	4902
77397	0
17105	1555
17110	4
432508	3272
94118	0
70574	1
17246	1162
215436	149
103468	1663
100504499	527
215449	8024
17245	361
50929	0
116849	0
15978	0
69181	142
100038589	0
97640	0
71902	1738
74053	0
117599	920
73914	458
68212	5676
100504548	3
66225	1259
15364	164
321010	798
791076	13
100038546	0
70874	0
320183	8
100504616	8
380664	398
24117	0
100504636	0
74694	22
100043498	12
75612	260
192678	635
56480	889
73192	2309
216393	2
270802	165
117600	11
216394	0
668272	9
216395	1508
100043513	2
54140	0
319468	798
387251	5
67074	687
14479	3845
100042958	35
268354	0
75030	172
20503	101
320398	8
68876	1253
52468	741
723962	0
723882	0
11567	1
66399	3924
100504608	1
17299	3246
13115	2
216438	1
12567	14818
67125	1766
100504703	107
216439	102
216440	3204
14421	2901
216441	26
52666	314
80904	845
100038591	174
117150	193
16572	25
69654	3309
110962	668
13198	432
216443	1476
216445	649
14632	1
16326	1
16325	0
71750	942
237611	15
407790	10
108037	2891
104080	0
16971	65
20852	588
17937	49
72243	62
210035	448
432516	3
21334	73
320080	147
11536	5
107605	0
103142	3
19683	0
380674	0
216453	0
216454	0
54150	0
70061	0
27400	0
100043618	514
19075	3162
17938	65207
56351	11039
11947	37802
751518	0
116848	1230
56516	535
216456	117
66701	778
17339	26
100502681	166
21853	2478
28194	14
103161	6
20847	343
83430	2
103135	347
56530	5866
12974	3519
210582	324
237615	223
72002	77
69917	2196
67588	529
68094	1812
17904	16097
216459	47
100502705	300
23943	1322
103284	399
67945	186565
18813	17148
13867	17
668459	3
27370	128435
22781	1
211389	184
19344	346
12566	635
20431	15
13139	44
78428	642
58223	24
73827	13
74330	160
66844	33
66118	8731
14561	2
12512	4928
19682	23
14533	5598
16404	0
71664	0
18373	0
258861	0
622733	0
544748	0
546487	0
258315	0
258863	0
257667	0
100504697	0
258862	0
258540	0
257666	0
257664	0
258232	0
258538	0
404321	0
258537	0
544749	0
258281	0
258723	0
257985	0
258724	0
258542	0
258069	0
258544	0
258935	0
258932	0
258150	0
258375	0
258933	0
258549	0
258929	0
258541	0
258282	0
258934	0
258547	0
258068	0
258548	0
258546	0
258931	0
258930	0
258321	0
258543	0
258545	0
258791	0
258252	0
259165	0
258665	0
258667	0
258773	0
100043200	0
258266	0
258670	0
258772	0
258666	0
258668	0
258669	0
258672	0
258671	0
258297	0
11923	0
67596	341
625068	5
623734	0
625109	1
625131	0
236604	805
78887	441
74203	2032
13494	4122
56218	165
791413	103
216505	987
16886	322
193670	171
71523	47
100503029	204
237625	1
170835	9
114679	1125
29856	104
544752	2001
74522	567
74309	0
67430	16
75219	54
103710	103
21452	631
75342	0
64934	2994
53897	80
103655	3
380683	0
100503079	0
67900	1005
67815	186
71673	234
216516	16
67465	3021
103724	258
71962	40
18413	368
16878	7
75828	11
74302	852
327860	0
75452	380
66152	19153
67178	742
100503092	1
192650	0
18016	637
18082	725
