Geneid	PCA2-infected_24h_SRR15896665
497097	0
100503874	0
100038431	0
19888	0
20671	1
27395	8747
18777	359
100503730	40
21399	3695
58175	1
108664	1320
18387	0
226304	0
12421	2355
240690	0
100504079	55
319263	595
71096	0
59014	5869
76187	16
72481	4
76982	4
17864	41
70675	1522
170755	1586
620986	13
240697	10
73824	4284
266793	0
100038398	0
69312	0
26754	4600
211660	1257
211673	2603
329093	6
109294	4
320492	0
240725	0
240726	3
383491	0
17978	710
72265	6245
212442	828
381246	0
433273	2
14048	65
17681	0
277328	3
98741	1
21749	1536
226866	8
665434	5
75799	1
19989	82691
98711	250
100503633	66
29819	173
66799	1554
67923	10707
329101	1
70397	3661
17087	148
57339	5
14545	5
94227	2
83691	29
100503673	0
78081	0
654454	0
654460	0
77673	0
654464	0
226896	2
21419	0
100503916	0
100503972	0
241035	0
387202	0
723817	0
16171	0
257630	1
17215	9213
74229	79
71877	6
170829	17
75712	148
14859	6
241041	1
368204	0
433278	0
98582	0
226922	153
116837	0
665725	0
66755	0
387225	0
723964	0
70155	3949
100503399	0
280645	113
98366	3686
68002	2364
68187	11
12839	0
12823	5
100503984	23168
100503946	13864
68421	759
210933	0
100504323	0
210940	1
100503081	0
433281	0
210962	1
623924	4
100502623	1
791350	4
213109	3413
19243	567
70988	0
266744	2
74708	0
226957	0
624262	1
100503415	2
170771	0
408192	0
408191	1
19076	1271
67503	43
19335	144
213539	2509
98403	485
433287	0
320705	0
13518	119
69668	3399
27993	4314
52318	326
19253	9235
21755	0
12627	1
21756	0
211383	0
241051	0
241052	0
226970	23
214469	1485
226971	375
50785	521
320011	1773
214854	78
214855	401
226976	580
214895	489
94220	659
94218	473
78321	32
109346	612
20353	12
381337	19
623414	0
12859	22289
226977	701
71166	0
22637	4
56030	1075
70853	0
12790	0
269180	381
76178	1554
67387	2761
269181	636
77633	65
72097	4
100503734	0
211484	68
623661	304
69028	1582
107734	12094
332427	0
69541	0
98258	4334
226982	12373
56210	562
16764	707
381338	1
98388	49
100503760	23
433292	0
68833	3107
18143	3
114641	52633
54610	221
100503777	21
52846	1479
100217461	0
67702	1785
263764	0
619289	4
100042065	0
26921	772
100047133	11
16178	3
16177	156
107527	17
17082	1279
16182	20
16174	31
110895	0
226999	1
211798	40
381339	0
791306	0
66297	0
18993	0
73100	1
69527	3340
93690	2
73122	326
98404	342
14200	18
666642	2
17974	187
100503894	20
78896	1
67883	142
22019	3106
433294	13
75623	4563
72050	872
246229	246
22592	409
403183	1
70676	42
12825	1
12832	2
73674	3546
433297	98
53945	835
100042453	0
212225	0
227058	0
100101919	2
227059	800
100503087	0
19842	0
442837	0
56363	0
20324	951
109019	92
100045066	2
17912	48
20849	207
100042634	10
20846	1276
14660	2828
17936	1194
227094	136
98682	191
16329	333
227095	2410
67080	7
17700	2
69397	1
227099	392
227102	1269
72085	408
70396	3656
100503234	0
627872	2
98267	818
329152	1
78016	9
98488	367
100504348	0
241062	3
329154	499
81898	13950
67876	644
15510	46943
15528	69567
19070	2522
74013	34
212679	620
75388	7
227120	7
100504386	0
626009	0
329159	0
71066	0
212712	6
329160	3
407809	0
75323	60
73467	326
68736	712
68115	1909
67198	1
51960	355
68549	2108
11761	0
71724	4
71872	8
213043	0
66882	9272
12747	2458
70225	3607
65102	1050
18393	3364
100504455	25
213056	984
66495	9481
100504483	4
100504501	130
108812	0
12633	908
12370	2397
70827	688
227154	677
73463	0
381259	544
227157	8
74018	91
271697	0
14369	265
381260	15
22218	8045
55989	18689
100217459	0
100217421	0
12168	90
100504533	90
72750	907
70375	49
57750	7461
241066	63
269198	638
77951	292
329165	439
77300	53
100504603	37
100043027	2
100042533	0
12487	38
100504618	1
12477	0
54167	11
72823	169
18187	37
227195	1775
100380944	215
100504668	260
227197	3376
55949	90292
100217464	18
241070	2
73884	1
23792	0
100504706	0
241073	0
76668	0
75619	1636
74426	0
433315	0
93691	125
12912	1941
67099	421
69941	1193
227210	68
14367	56
241075	123
70861	0
12968	0
12967	0
12966	0
12965	0
12964	1
98303	10
15926	1602
18711	596
213527	0
12969	0
17756	0
100038569	1
329178	2
66646	865
68691	535
11363	5949
17901	0
14768	1053
227231	0
13869	0
100502712	0
22779	1183
66722	0
320460	0
12021	1573
74591	0
108147	5760
14268	15
667931	0
433319	3
381269	22
111175	750
271711	0
22596	934
381270	0
54380	588
319695	1
19981	98813
16008	0
16011	0
21958	0
69449	0
723792	0
109198	0
21961	482
435626	14
12765	89
227288	0
76709	20708
227289	3
227290	3778
56695	384
69660	396
241112	1
18173	1
227292	685
387219	5
22349	8
319651	2482
58184	4365
18802	9
77264	313
66821	818
57751	284
269209	12
67534	195
104086	19
241113	2
22420	13
22409	1
12570	0
260298	0
12958	0
723900	0
241116	0
16147	1
75570	289
22626	1
69171	1515
227298	2239
68818	924
