Geneid	PCA2-infected_24h_SRR15896664
497097	0
100503874	0
100038431	0
19888	0
20671	0
27395	7370
18777	285
100503730	37
21399	3011
58175	4
108664	1117
18387	0
226304	0
12421	2048
240690	0
100504079	56
319263	519
71096	0
59014	5024
76187	16
72481	3
76982	0
17864	42
70675	1244
170755	1434
620986	8
240697	8
73824	3622
266793	1
100038398	0
69312	0
26754	4026
211660	1072
211673	2212
329093	9
109294	4
320492	0
240725	0
240726	0
383491	0
17978	594
72265	4986
212442	730
381246	0
433273	4
14048	63
17681	0
277328	8
98741	0
21749	1380
226866	6
665434	5
75799	1
19989	68209
98711	184
100503633	52
29819	115
66799	1324
67923	8801
329101	0
70397	3085
17087	117
57339	7
14545	5
94227	0
83691	23
100503673	0
78081	0
654454	0
654460	0
77673	0
654464	0
226896	0
21419	0
100503916	0
100503972	0
241035	0
387202	0
723817	0
16171	0
257630	0
17215	7747
74229	83
71877	11
170829	20
75712	137
14859	4
241041	0
368204	0
433278	0
98582	0
226922	123
116837	0
665725	0
66755	0
387225	0
723964	0
70155	3430
100503399	0
280645	92
98366	3163
68002	2128
68187	19
12839	0
12823	2
100503984	6024
100503946	8654
68421	646
210933	0
100504323	0
210940	0
100503081	0
433281	0
210962	0
623924	2
100502623	1
791350	1
213109	2855
19243	483
70988	0
266744	1
74708	0
226957	0
624262	1
100503415	5
170771	0
408192	0
408191	0
19076	1045
67503	29
19335	114
213539	2104
98403	438
433287	0
320705	0
13518	78
69668	2774
27993	3653
52318	281
19253	7994
21755	1
12627	0
21756	0
211383	0
241051	0
241052	0
226970	25
214469	1229
226971	312
50785	480
320011	1474
214854	62
214855	354
226976	498
214895	418
94220	551
94218	440
78321	27
109346	562
20353	13
381337	11
623414	0
12859	18365
226977	635
71166	0
22637	2
56030	903
70853	0
12790	0
269180	311
76178	1314
67387	2390
269181	509
77633	75
72097	4
100503734	0
211484	55
623661	267
69028	1384
107734	10496
332427	0
69541	0
98258	3698
226982	10473
56210	501
16764	646
381338	4
98388	35
100503760	33
433292	0
68833	2649
18143	1
114641	45147
54610	194
100503777	11
52846	1313
100217461	0
67702	1460
263764	0
619289	4
100042065	0
26921	629
100047133	12
16178	5
16177	120
107527	23
17082	1152
16182	30
16174	29
110895	0
226999	1
211798	33
381339	0
791306	0
66297	0
18993	0
73100	0
69527	2872
93690	1
73122	278
98404	266
14200	13
666642	2
17974	176
100503894	20
78896	2
67883	115
22019	2558
433294	8
75623	3843
72050	771
246229	155
22592	349
403183	1
70676	32
12825	1
12832	0
73674	2903
433297	127
53945	683
100042453	0
212225	0
227058	0
100101919	0
227059	709
100503087	2
19842	0
442837	0
56363	0
20324	811
109019	84
100045066	3
17912	42
20849	183
100042634	9
20846	1102
14660	2349
17936	995
227094	109
98682	138
16329	261
227095	1920
67080	2
17700	0
69397	2
227099	315
227102	987
72085	376
70396	3100
100503234	0
627872	0
98267	719
329152	2
78016	11
98488	324
100504348	0
241062	2
329154	409
81898	11788
67876	520
15510	38282
15528	57220
19070	2142
74013	17
212679	518
75388	5
227120	5
100504386	0
626009	0
329159	0
71066	0
212712	9
329160	3
407809	0
75323	59
73467	227
68736	652
68115	1575
67198	4
51960	270
68549	1707
11761	2
71724	1
71872	4
213043	1
66882	7876
12747	1985
70225	3014
65102	841
18393	2838
100504455	14
213056	813
66495	7999
100504483	9
100504501	118
108812	0
12633	724
12370	2023
70827	579
227154	517
73463	0
381259	469
227157	20
74018	79
271697	0
14369	209
381260	17
22218	6646
55989	15611
100217459	1
100217421	0
12168	93
100504533	75
72750	764
70375	47
57750	6113
241066	48
269198	536
77951	216
329165	350
77300	39
100504603	32
100043027	0
100042533	0
12487	16
100504618	0
12477	1
54167	3
72823	142
18187	30
227195	1536
100380944	208
100504668	229
227197	2907
55949	76984
100217464	8
241070	3
73884	2
23792	0
100504706	0
241073	0
76668	0
75619	1425
74426	2
433315	0
93691	109
12912	1732
67099	342
69941	1032
227210	49
14367	43
241075	91
70861	0
12968	0
12967	0
12966	0
12965	0
12964	0
98303	6
15926	1348
18711	445
213527	0
12969	0
17756	2
100038569	1
329178	2
66646	724
68691	513
11363	5147
17901	0
14768	849
227231	0
13869	0
100502712	0
22779	1027
66722	0
320460	0
12021	1338
74591	0
108147	4946
14268	2
667931	0
433319	2
381269	8
111175	689
271711	0
22596	738
381270	1
54380	480
319695	1
19981	90663
16008	0
16011	0
21958	0
69449	0
723792	0
109198	0
21961	371
435626	15
12765	65
227288	2
76709	17569
227289	0
227290	3199
56695	359
69660	329
241112	3
18173	1
227292	574
387219	0
22349	7
319651	2046
58184	3731
18802	8
77264	255
66821	752
57751	213
269209	11
67534	114
104086	20
241113	0
22420	12
22409	0
12570	0
260298	0
12958	0
723900	0
241116	1
16147	1
75570	259
22626	3
69171	1315
227298	1825
68818	755
74104	351
