fromNode	toNode	weight	direction
84919	9679	0.171087529271692	undirected
467	9679	0.151119373771345	undirected
84991	9679	0.159262028547455	undirected
22931	9679	0.155470184724843	undirected
7582	9679	0.149599630318243	undirected
29760	9679	0.151482152711231	undirected
10285	9679	0.151324740420464	undirected
1847	9679	0.172786916639044	undirected
51703	9679	0.154257276363689	undirected
114819	56647	0.150628591327971	undirected
553115	56647	0.148412486190214	undirected
54499	56647	0.152466425124218	undirected
23560	56647	0.153146941805236	undirected
8564	5791	0.171350816413989	undirected
1847	5791	0.156088450515417	undirected
55210	10539	0.151397244646153	undirected
114819	10539	0.159535471053869	undirected
164091	10539	0.153929591285701	undirected
2268	10539	0.156343669281518	undirected
553115	10539	0.150609975133773	undirected
51118	10539	0.171412611559505	undirected
10969	10539	0.169143832333544	undirected
205	10539	0.154526518100355	undirected
5876	10539	0.16040290706586	undirected
5686	10539	0.175219001164331	undirected
653464	10539	0.154318860234375	undirected
103091866	10539	0.148769791818516	undirected
11022	10539	0.156399039568117	undirected
26097	10539	0.174200566795099	undirected
5872	10539	0.164873352014566	undirected
54865	10539	0.165819455568664	undirected
5202	10539	0.158332974657302	undirected
54499	10539	0.157619688367347	undirected
5208	10539	0.154233831337968	undirected
5214	10539	0.166788426863635	undirected
158160	10539	0.151067650351964	undirected
84883	10539	0.167503524220979	undirected
283050	10539	0.174381855461391	undirected
953	10539	0.159225459351696	undirected
7511	10539	0.164823243298871	undirected
56647	10539	0.179822459498429	undirected
84919	55844	0.151153300765862	undirected
84919	23410	0.152732064831457	undirected
3608	5719	0.149352329245356	undirected
56647	5719	0.148624635895195	undirected
10539	5719	0.148527135930599	undirected
10539	105369190	0.17295136628201	undirected
51703	10078	0.153156334803278	undirected
10539	114879	0.178243009580893	undirected
84919	56675	0.159011731448653	undirected
85450	56675	0.164142912453688	undirected
23560	7702	0.15378494571648	undirected
84919	105376544	0.178529578713447	undirected
84919	133	0.173398990213374	undirected
8564	133	0.158161834911763	undirected
1847	133	0.180675241635985	undirected
51703	133	0.171382652320386	undirected
9679	133	0.165759257620367	undirected
10539	7251	0.152050890073854	undirected
55629	144110	0.168563569453441	undirected
115273	144110	0.152956847046956	undirected
100996724	144110	0.151236181111747	undirected
51177	144110	0.148514625989477	undirected
6016	144110	0.167662033497461	undirected
5743	144110	0.154243839645586	undirected
84919	144110	0.181337102018122	undirected
7582	144110	0.152277459213622	undirected
29760	144110	0.155909953139577	undirected
1847	144110	0.191707425583012	undirected
51703	144110	0.152329989300287	undirected
9679	144110	0.173584069852864	undirected
133	144110	0.152118977855968	undirected
79647	100126784	0.153289056080196	undirected
205	203859	0.150416034556125	undirected
23560	203859	0.161852623123703	undirected
51703	55366	0.153313244369962	undirected
84919	497258	0.152192651118122	undirected
1847	497258	0.167870362951485	undirected
9679	497258	0.153011427679801	undirected
51118	10480	0.148853399110526	undirected
205	10480	0.156388724218009	undirected
10539	10480	0.160517360810285	undirected
23560	283267	0.164264515096111	undirected
30836	25841	0.150747919309351	undirected
84919	25841	0.178776266304188	undirected
9679	25841	0.156737805897603	undirected
144110	25841	0.148063209067322	undirected
8564	960	0.157831972289302	undirected
205	79899	0.148605835155695	undirected
205	84680	0.15249479017136	undirected
57326	84680	0.15085574851893	undirected
54865	84680	0.149326228988903	undirected
5710	5702	0.15471796238287	undirected
375	5702	0.151322145334772	undirected
1645	5702	0.154158735999993	undirected
5719	5702	0.167059375585033	undirected
7582	29015	0.152927879573344	undirected
10105	101927204	0.148711385664641	undirected
84919	63901	0.156516330866615	undirected
9261	63901	0.14990930436478	undirected
7582	63901	0.158180949931341	undirected
1847	63901	0.165330777628718	undirected
51703	63901	0.151010231760832	undirected
9679	63901	0.152978973091141	undirected
205	79080	0.15072595451292	undirected
54865	79080	0.148700816192942	undirected
10539	79080	0.157312176089648	undirected
8564	79869	0.152987727882187	undirected
8668	54949	0.150124298287177	undirected
3608	54949	0.16698256328228	undirected
10539	54949	0.148297103141824	undirected
5719	54949	0.153691830081609	undirected
205	113157	0.158230090099689	undirected
8564	747	0.158091509763958	undirected
79647	79842	0.149761122134841	undirected
205	54663	0.156657213475229	undirected
5208	54663	0.152099256937074	undirected
10539	54663	0.14835761369491	undirected
84919	79829	0.152362292846239	undirected
8564	79829	0.160252059407858	undirected
1847	79829	0.159529864184908	undirected
51703	79829	0.15204374618245	undirected
51684	4221	0.159293469212925	undirected
84938	29901	0.159111335064573	undirected
84919	29901	0.176420416347946	undirected
79754	29901	0.164151529172027	undirected
30836	113130	0.15879736593643	undirected
27	113130	0.162602346992099	undirected
84919	113130	0.155661204372292	undirected
84919	10435	0.149850154910334	undirected
8564	10435	0.153359979843008	undirected
1847	10435	0.149155034099204	undirected
23560	283130	0.151483201735052	undirected
26155	10534	0.155156883894239	undirected
553115	10534	0.15209095922877	undirected
5202	10534	0.152124140354065	undirected
56647	10534	0.14860225049048	undirected
10539	10534	0.163181209572107	undirected
26515	10534	0.148443772565833	undirected
30836	6494	0.151865813470555	undirected
84919	6494	0.170872548333438	undirected
79754	6494	0.166315882174115	undirected
10534	30008	0.160028706967576	undirected
118424	8061	0.154314249748026	undirected
1855	8061	0.158580431370156	undirected
83858	8061	0.150088071998855	undirected
127262	8061	0.16530717751745	undirected
64802	8061	0.179577778236992	undirected
7709	8061	0.149237628981754	undirected
10772	8061	0.171552304302756	undirected
55219	8061	0.153398028466754	undirected
115273	8061	0.172024907732705	undirected
1912	8061	0.173192224901676	undirected
80149	8061	0.155111858954244	undirected
59269	8061	0.192565434520344	undirected
79699	8061	0.151395605274502	undirected
50999	8061	0.188090821017165	undirected
8412	8061	0.168297784054855	undirected
2730	8061	0.150546462526351	undirected
2152	8061	0.165730691080417	undirected
84722	8061	0.15889246195483	undirected
389	8061	0.173324741265321	undirected
51177	8061	0.163003249250405	undirected
81609	8061	0.173311441758336	undirected
6016	8061	0.167612692298083	undirected
84283	8061	0.148763941376342	undirected
6504	8061	0.151211879450442	undirected
55732	8061	0.162357610151544	undirected
51278	8061	0.165829264121436	undirected
6041	8061	0.174459454775505	undirected
84919	8061	0.154375593553843	undirected
9261	8061	0.164126187888928	undirected
25936	8061	0.160153492231539	undirected
3142	8061	0.153463777366762	undirected
1122	8061	0.162380530777977	undirected
5552	8061	0.155822766938154	undirected
57178	8061	0.148706670536867	undirected
10105	8061	0.192752248834108	undirected
29760	8061	0.162332925296037	undirected
54805	8061	0.162236835131002	undirected
85450	8061	0.182386252129056	undirected
1847	8061	0.174170155694325	undirected
56675	8061	0.152759482087775	undirected
1982	8061	0.164121612609111	undirected
283284	8061	0.154834146033455	undirected
9404	8061	0.164640702919174	undirected
101927204	8061	0.178435812957206	undirected
79829	8061	0.161716602358046	undirected
10938	8061	0.159439779174033	undirected
10534	25855	0.150560882367174	undirected
8394	11041	0.157801791353788	undirected
84919	11041	0.148405063159965	undirected
467	11041	0.148130690548526	undirected
23560	246330	0.154077837768839	undirected
79647	156	0.149045885337081	undirected
8394	54961	0.164768787807665	undirected
3608	54961	0.153449069130115	undirected
23560	54961	0.171986131834102	undirected
80176	23529	0.150395458889726	undirected
55707	23529	0.157043457617403	undirected
55629	23529	0.156659791831193	undirected
6421	23529	0.155559708738388	undirected
84938	23529	0.151426720172932	undirected
11080	23529	0.148627900395423	undirected
10390	23529	0.154322410233745	undirected
389	23529	0.168102674141699	undirected
10401	23529	0.170434804548624	undirected
51027	23529	0.150296197633634	undirected
81609	23529	0.165502923643139	undirected
9019	23529	0.154041508166872	undirected
84919	23529	0.183687798527364	undirected
1122	23529	0.175047703874148	undirected
22931	23529	0.154750445411337	undirected
29760	23529	0.167294580252132	undirected
85450	23529	0.168049914299873	undirected
1847	23529	0.175744606227435	undirected
9679	23529	0.156015149204287	undirected
55844	23529	0.150806972026704	undirected
56675	23529	0.177714864524456	undirected
84919	254552	0.149586057969338	undirected
84938	221	0.14925434592941	undirected
84919	221	0.1689914308728	undirected
84938	102465451	0.157166699557868	undirected
84919	102465451	0.183535660372186	undirected
1847	102465451	0.15125878873187	undirected
8394	220064	0.149109894554596	undirected
3608	220074	0.151649573075726	undirected
50486	220074	0.163060184641847	undirected
23560	220074	0.160996215886828	undirected
9188	220074	0.153471231538453	undirected
84938	5138	0.154962123416468	undirected
84919	5138	0.14861688772539	undirected
84919	5029	0.152851215653963	undirected
1847	5029	0.157259938442272	undirected
51703	5029	0.148495901296847	undirected
9679	5029	0.156422520827499	undirected
63901	5029	0.148843539077026	undirected
205	51400	0.149769612576725	undirected
5208	51400	0.153068216512278	undirected
9903	10008	0.152996466045331	undirected
80176	10008	0.182969452913699	undirected
55707	10008	0.156493107381494	undirected
1889	10008	0.151539166731245	undirected
29092	10008	0.160783540062258	undirected
10691	10008	0.151429668978917	undirected
149076	10008	0.157778370334991	undirected
6421	10008	0.150023872971096	undirected
79753	10008	0.15123657735765	undirected
339559	10008	0.155884838734659	undirected
84950	10008	0.167609923384627	undirected
84938	10008	0.166458400216087	undirected
11080	10008	0.163988641806054	undirected
30836	10008	0.165519837411081	undirected
10390	10008	0.173241847512195	undirected
51027	10008	0.171608109727629	undirected
79626	10008	0.160066040191103	undirected
1945	10008	0.174144175583129	undirected
9673	10008	0.150154182339104	undirected
27005	10008	0.159878563308232	undirected
84919	10008	0.186497818868025	undirected
467	10008	0.159676636148201	undirected
1316	10008	0.164337795286897	undirected
79754	10008	0.190423116321747	undirected
10006	10008	0.157504094060265	undirected
5599	10008	0.175849593992683	undirected
11319	10008	0.167027752675165	undirected
3087	10008	0.16839235256231	undirected
51684	10008	0.157218467229855	undirected
9531	10008	0.167068491384628	undirected
9679	10008	0.150723831803895	undirected
55844	10008	0.152149150277387	undirected
84188	10008	0.163602065097979	undirected
29901	10008	0.159635978463856	undirected
6494	10008	0.185165887649822	undirected
5936	10008	0.165263294634935	undirected
23529	10008	0.152329843064718	undirected
5138	10008	0.175592223683317	undirected
84938	100287896	0.166858265750409	undirected
84919	100287896	0.167707448200659	undirected
10539	10825	0.152611817292068	undirected
10008	408	0.157018714100281	undirected
10105	7405	0.153274693546092	undirected
8061	7405	0.150733071215708	undirected
23560	726	0.148386955931673	undirected
9188	726	0.157138098978143	undirected
205	5058	0.15218464114885	undirected
84919	100506233	0.152037804648699	undirected
30836	338699	0.156457315630895	undirected
84919	338699	0.160046492954063	undirected
10008	338699	0.171319076311343	undirected
10539	84233	0.156506721461641	undirected
50486	26973	0.177442350629598	undirected
80149	9702	0.154886910298986	undirected
2135	9702	0.152918655856033	undirected
6884	9702	0.160535264522452	undirected
50486	9702	0.150246726739334	undirected
8564	9702	0.168277406068796	undirected
7582	9702	0.152294958224939	undirected
1847	9702	0.15651742534253	undirected
51703	9702	0.165843924826729	undirected
404636	9702	0.156803937087118	undirected
9679	9702	0.148073381405439	undirected
10078	9702	0.156733708337574	undirected
133	9702	0.153067936755451	undirected
23560	8898	0.153826930162624	undirected
84919	329	0.149797976450637	undirected
83641	329	0.15530887190682	undirected
85450	329	0.17591965080919	undirected
8061	329	0.166027612289707	undirected
23529	329	0.15401330178927	undirected
84919	4312	0.152919525458843	undirected
8564	4312	0.148887373069198	undirected
1847	4312	0.153848614340017	undirected
51703	4312	0.164336213186403	undirected
9679	4312	0.156750401008647	undirected
51703	4321	0.149327930673813	undirected
126731	143879	0.153079489525461	undirected
8564	143879	0.182629455807312	undirected
51703	143879	0.154722142254638	undirected
9702	143879	0.165722327054193	undirected
84919	5519	0.157856863869854	undirected
126731	5519	0.151493516026866	undirected
8564	5519	0.153353197669098	undirected
10539	5805	0.160328380641292	undirected
3608	54970	0.149536379387298	undirected
30836	10179	0.151131011740307	undirected
84919	10179	0.149102342179414	undirected
79754	10179	0.151725652500846	undirected
10008	10179	0.160860639984226	undirected
1870	8882	0.1489458334466	undirected
127700	8882	0.15485515195211	undirected
2135	8882	0.164442410621039	undirected
6884	8882	0.157076607462644	undirected
50486	8882	0.148656578366544	undirected
126731	8882	0.150101442944733	undirected
8564	8882	0.168553670875917	undirected
643529	8882	0.154124954235182	undirected
23082	8882	0.151465850023353	undirected
9221	8882	0.157843776422607	undirected
51703	8882	0.150266106826548	undirected
9702	8882	0.163854503817541	undirected
143879	8882	0.172239401219624	undirected
84919	23621	0.157491790247394	undirected
9679	23621	0.152102500422304	undirected
10008	23621	0.148704426940807	undirected
148345	120425	0.153783414963998	undirected
10105	23187	0.171006031700498	undirected
8061	23187	0.187938391615626	undirected
8394	2542	0.150021306586013	undirected
23560	2542	0.148637575999861	undirected
54961	2542	0.150301928483216	undirected
10008	9854	0.151202992480063	undirected
80176	79671	0.162107285214024	undirected
55629	79671	0.160894899212433	undirected
6421	79671	0.158039065196929	undirected
339559	79671	0.152607069101569	undirected
84938	79671	0.148714290701417	undirected
11080	79671	0.148150215616878	undirected
30836	79671	0.158433282310297	undirected
10390	79671	0.149715067870746	undirected
389	79671	0.150065826038645	undirected
51027	79671	0.154350562711692	undirected
9019	79671	0.154175011503907	undirected
84919	79671	0.190736739441752	undirected
1122	79671	0.155440051980013	undirected
79754	79671	0.14931080393023	undirected
84930	79671	0.153077506943102	undirected
22931	79671	0.154995156225814	undirected
3087	79671	0.162945053302334	undirected
29760	79671	0.151273763705781	undirected
85450	79671	0.158193953388848	undirected
1847	79671	0.178651758792116	undirected
9531	79671	0.149564040458567	undirected
9679	79671	0.162395461355469	undirected
55844	79671	0.162447872494164	undirected
144110	79671	0.148841214521237	undirected
23529	79671	0.173777408306708	undirected
10008	79671	0.1575849852943	undirected
338699	79671	0.156043865211032	undirected
2224	6309	0.15673320841865	undirected
9188	219844	0.151233494659413	undirected
84938	2113	0.155974528002365	undirected
30836	2113	0.168376378252369	undirected
84919	2113	0.198743980538146	undirected
6675	2313	0.148862715654649	undirected
84919	2313	0.157887620843249	undirected
25936	2313	0.151115466751358	undirected
1847	2313	0.163454357274614	undirected
8061	2313	0.154123582558428	undirected
23529	2313	0.148843352884385	undirected
10105	29068	0.163562543496279	undirected
8061	29068	0.173153294356196	undirected
8061	57097	0.151674592698189	undirected
8564	8798	0.161229363357437	undirected
338692	25900	0.153326494309243	undirected
